Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
MULTISPECIES: ParA family protein [Microvirgula],Microvirgula,311,311,99%,2e-104,59.14,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028499250.1?report=genbank&log$=prottop&blast_rank=25&RID=6VN1S420016"",""WP_028499250.1"")"
AAA family ATPase [Methylophilus rhizosphaerae],Methylophilus rhizosphaerae,311,311,97%,2e-104,57.54,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_176755289.1?report=genbank&log$=prottop&blast_rank=26&RID=6VN1S420016"",""WP_176755289.1"")"
ParA family protein [Nitrosomonas europaea],Nitrosomonas europaea,310,310,97%,3e-104,57.31,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011112936.1?report=genbank&log$=prottop&blast_rank=27&RID=6VN1S420016"",""WP_011112936.1"")"
ParA family protein [Parashewanella spongiae],Parashewanella spongiae,310,310,98%,3e-104,55.47,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_121853205.1?report=genbank&log$=prottop&blast_rank=28&RID=6VN1S420016"",""WP_121853205.1"")"
ParA family protein [Marinobacter shengliensis],Marinobacter shengliensis,311,311,97%,3e-104,57.94,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106694604.1?report=genbank&log$=prottop&blast_rank=29&RID=6VN1S420016"",""WP_106694604.1"")"
AAA family ATPase [Methylobacillus rhizosphaerae],Methylobacillus rhizosphaerae,310,310,97%,3e-104,59.92,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_179212092.1?report=genbank&log$=prottop&blast_rank=30&RID=6VN1S420016"",""WP_179212092.1"")"
ParA family protein [Azotobacter chroococcum],Azotobacter chroococcum,310,310,99%,6e-104,59.14,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089169738.1?report=genbank&log$=prottop&blast_rank=31&RID=6VN1S420016"",""WP_089169738.1"")"
ParA family protein [Nitrosomonas mobilis],Nitrosomonas mobilis,310,310,96%,6e-104,58.96,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090287981.1?report=genbank&log$=prottop&blast_rank=32&RID=6VN1S420016"",""WP_090287981.1"")"
ParA family protein [Nitrosospira lacus],Nitrosospira lacus,310,310,99%,6e-104,59.14,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_081607240.1?report=genbank&log$=prottop&blast_rank=33&RID=6VN1S420016"",""WP_081607240.1"")"
ParA family protein [Aliidiomarina minuta],Aliidiomarina minuta,310,310,100%,7e-104,53.67,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126803811.1?report=genbank&log$=prottop&blast_rank=34&RID=6VN1S420016"",""WP_126803811.1"")"
MULTISPECIES: ParA family protein [Idiomarina],Idiomarina,310,310,99%,8e-104,55.04,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105307630.1?report=genbank&log$=prottop&blast_rank=35&RID=6VN1S420016"",""WP_105307630.1"")"
ParA family protein [Legionella gresilensis],Legionella gresilensis,309,309,97%,9e-104,58.73,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_131782036.1?report=genbank&log$=prottop&blast_rank=36&RID=6VN1S420016"",""WP_131782036.1"")"
ParA family protein [Methylophaga thiooxydans],Methylophaga thiooxydans,309,309,99%,1e-103,57.75,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_008291067.1?report=genbank&log$=prottop&blast_rank=37&RID=6VN1S420016"",""WP_008291067.1"")"
MULTISPECIES: ParA family protein [Shewanella],Shewanella,309,309,98%,1e-103,53.52,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_133038384.1?report=genbank&log$=prottop&blast_rank=38&RID=6VN1S420016"",""WP_133038384.1"")"
ParA family protein [Hahella ganghwensis],Hahella ganghwensis,309,309,99%,1e-103,54.86,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_020405472.1?report=genbank&log$=prottop&blast_rank=39&RID=6VN1S420016"",""WP_020405472.1"")"
ParA family protein [Parashewanella curva],Parashewanella curva,309,309,99%,1e-103,54.47,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_121837920.1?report=genbank&log$=prottop&blast_rank=40&RID=6VN1S420016"",""WP_121837920.1"")"
ParA family protein [Ferrimonas sediminum],Ferrimonas sediminum,309,309,98%,2e-103,56.08,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090367992.1?report=genbank&log$=prottop&blast_rank=41&RID=6VN1S420016"",""WP_090367992.1"")"
ParA family protein [Parashewanella tropica],Parashewanella tropica,309,309,99%,2e-103,54.09,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_133408516.1?report=genbank&log$=prottop&blast_rank=42&RID=6VN1S420016"",""WP_133408516.1"")"
ParA family protein [Spongiibacter tropicus],Spongiibacter tropicus,309,309,98%,2e-103,55.69,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_022958918.1?report=genbank&log$=prottop&blast_rank=43&RID=6VN1S420016"",""WP_022958918.1"")"
ParA family protein [Pseudidiomarina planktonica],Pseudidiomarina planktonica,308,308,98%,2e-103,54.90,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_086433266.1?report=genbank&log$=prottop&blast_rank=44&RID=6VN1S420016"",""WP_086433266.1"")"
ParA family protein [Legionella quateirensis],Legionella quateirensis,308,308,97%,2e-103,59.92,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058473917.1?report=genbank&log$=prottop&blast_rank=45&RID=6VN1S420016"",""WP_058473917.1"")"
AAA family ATPase [Sulfurimicrobium lacus],Sulfurimicrobium lacus,308,308,98%,2e-103,56.69,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_173068734.1?report=genbank&log$=prottop&blast_rank=46&RID=6VN1S420016"",""WP_173068734.1"")"
ParA family protein [Legionella steigerwaltii],Legionella steigerwaltii,308,308,97%,2e-103,60.71,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058477707.1?report=genbank&log$=prottop&blast_rank=47&RID=6VN1S420016"",""WP_058477707.1"")"
ParA family protein [Marinobacter nitratireducens],Marinobacter nitratireducens,308,308,97%,2e-103,58.33,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036133307.1?report=genbank&log$=prottop&blast_rank=48&RID=6VN1S420016"",""WP_036133307.1"")"
ParA family protein [Fluoribacter bozemanae],Fluoribacter bozemanae,308,308,97%,2e-103,59.92,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058458283.1?report=genbank&log$=prottop&blast_rank=49&RID=6VN1S420016"",""WP_058458283.1"")"
ParA family protein [Ferrimonas kyonanensis],Ferrimonas kyonanensis,308,308,98%,2e-103,55.69,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028113199.1?report=genbank&log$=prottop&blast_rank=50&RID=6VN1S420016"",""WP_028113199.1"")"
ParA family protein [Woeseia oceani],Woeseia oceani,308,308,100%,3e-103,59.77,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068611630.1?report=genbank&log$=prottop&blast_rank=51&RID=6VN1S420016"",""WP_068611630.1"")"
AAA family ATPase [Silvimonas iriomotensis],Silvimonas iriomotensis,308,308,97%,3e-103,59.52,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188705120.1?report=genbank&log$=prottop&blast_rank=52&RID=6VN1S420016"",""WP_188705120.1"")"
MULTISPECIES: ParA family protein [Shewanella],Shewanella,308,308,98%,3e-103,54.12,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_039035962.1?report=genbank&log$=prottop&blast_rank=53&RID=6VN1S420016"",""WP_039035962.1"")"
ParA family protein [Thiobacillus denitrificans],Thiobacillus denitrificans,308,308,100%,3e-103,57.53,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018079226.1?report=genbank&log$=prottop&blast_rank=54&RID=6VN1S420016"",""WP_018079226.1"")"
ParA family protein [Oceanimonas marisflavi],Oceanimonas marisflavi,308,308,100%,3e-103,54.05,267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_107852379.1?report=genbank&log$=prottop&blast_rank=55&RID=6VN1S420016"",""WP_107852379.1"")"
ParA family protein [Azotobacter beijerinckii],Azotobacter beijerinckii,308,308,99%,3e-103,58.37,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090619329.1?report=genbank&log$=prottop&blast_rank=56&RID=6VN1S420016"",""WP_090619329.1"")"
ParA family protein [Shewanella carassii],Shewanella carassii,308,308,98%,3e-103,54.12,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_100143547.1?report=genbank&log$=prottop&blast_rank=57&RID=6VN1S420016"",""WP_100143547.1"")"
ParA family protein [Marinobacter litoralis],Marinobacter litoralis,308,308,97%,3e-103,55.95,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_114335128.1?report=genbank&log$=prottop&blast_rank=58&RID=6VN1S420016"",""WP_114335128.1"")"
MULTISPECIES: ParA family protein [Legionella],Legionella,308,308,97%,4e-103,59.53,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028382812.1?report=genbank&log$=prottop&blast_rank=59&RID=6VN1S420016"",""WP_028382812.1"")"
ParA family protein [Legionella tucsonensis],Legionella tucsonensis,308,308,97%,4e-103,59.92,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058519466.1?report=genbank&log$=prottop&blast_rank=60&RID=6VN1S420016"",""WP_058519466.1"")"
ParA family protein [Aliidiomarina sedimenti],Aliidiomarina sedimenti,308,308,98%,4e-103,55.29,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126788893.1?report=genbank&log$=prottop&blast_rank=61&RID=6VN1S420016"",""WP_126788893.1"")"
ParA family protein [Hahella chejuensis],Hahella chejuensis,308,308,100%,4e-103,54.83,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011400743.1?report=genbank&log$=prottop&blast_rank=62&RID=6VN1S420016"",""WP_011400743.1"")"
ParA family protein [Neisseria weaveri],Neisseria weaveri,308,308,96%,4e-103,59.60,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_004284419.1?report=genbank&log$=prottop&blast_rank=63&RID=6VN1S420016"",""WP_004284419.1"")"
AAA family ATPase [Chitinivorax tropicus],Chitinivorax tropicus,308,308,97%,4e-103,60.08,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184036757.1?report=genbank&log$=prottop&blast_rank=64&RID=6VN1S420016"",""WP_184036757.1"")"
MULTISPECIES: ParA family protein [Shewanella],Shewanella,308,308,98%,4e-103,54.12,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025889676.1?report=genbank&log$=prottop&blast_rank=65&RID=6VN1S420016"",""WP_025889676.1"")"
ParA family protein [Gallaecimonas xiamenensis],Gallaecimonas xiamenensis,308,308,100%,4e-103,54.05,266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_008483547.1?report=genbank&log$=prottop&blast_rank=66&RID=6VN1S420016"",""WP_008483547.1"")"
AAA family ATPase [Zhongshania antarctica],Zhongshania antarctica,308,308,97%,5e-103,56.52,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184462960.1?report=genbank&log$=prottop&blast_rank=67&RID=6VN1S420016"",""WP_184462960.1"")"
ParA family protein [Sulfuriflexus mobilis],Sulfuriflexus mobilis,308,308,98%,5e-103,57.81,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126457155.1?report=genbank&log$=prottop&blast_rank=68&RID=6VN1S420016"",""WP_126457155.1"")"
ParA family protein [Legionella worsleiensis],Legionella worsleiensis,307,307,97%,5e-103,59.13,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058493105.1?report=genbank&log$=prottop&blast_rank=69&RID=6VN1S420016"",""WP_058493105.1"")"
ParA family protein [Zhongshania aliphaticivorans],Zhongshania aliphaticivorans,308,308,97%,5e-103,56.52,273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_062384918.1?report=genbank&log$=prottop&blast_rank=70&RID=6VN1S420016"",""WP_062384918.1"")"
ParA family protein [Shewanella algidipiscicola],Shewanella algidipiscicola,308,308,99%,5e-103,53.31,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110458817.1?report=genbank&log$=prottop&blast_rank=71&RID=6VN1S420016"",""WP_110458817.1"")"
MULTISPECIES: ParA family protein [Legionellaceae],Legionellaceae,307,307,97%,6e-103,59.92,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058468562.1?report=genbank&log$=prottop&blast_rank=72&RID=6VN1S420016"",""WP_058468562.1"")"
ParA family protein [Balneatrix alpica],Balneatrix alpica,307,307,98%,6e-103,57.25,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027311564.1?report=genbank&log$=prottop&blast_rank=73&RID=6VN1S420016"",""WP_027311564.1"")"
ParA family protein [Oceanospirillum sanctuarii],Oceanospirillum sanctuarii,307,307,99%,6e-103,57.20,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_086479995.1?report=genbank&log$=prottop&blast_rank=74&RID=6VN1S420016"",""WP_086479995.1"")"
ParA family protein [Marortus luteolus],Marortus luteolus,308,308,97%,6e-103,55.73,268,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103685049.1?report=genbank&log$=prottop&blast_rank=75&RID=6VN1S420016"",""WP_103685049.1"")"
ParA family protein [Idiomarina seosinensis],Idiomarina seosinensis,307,307,99%,6e-103,54.47,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126784957.1?report=genbank&log$=prottop&blast_rank=76&RID=6VN1S420016"",""WP_126784957.1"")"
ParA family protein [Aliidiomarina soli],Aliidiomarina soli,307,307,98%,7e-103,55.29,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126798216.1?report=genbank&log$=prottop&blast_rank=77&RID=6VN1S420016"",""WP_126798216.1"")"
ParA family protein [Legionella fairfieldensis],Legionella fairfieldensis,307,307,97%,7e-103,59.13,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028388868.1?report=genbank&log$=prottop&blast_rank=78&RID=6VN1S420016"",""WP_028388868.1"")"
ParA family protein [Shewanella waksmanii],Shewanella waksmanii,307,307,98%,7e-103,53.73,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028773418.1?report=genbank&log$=prottop&blast_rank=79&RID=6VN1S420016"",""WP_028773418.1"")"
AAA family ATPase [Silvimonas amylolytica],Silvimonas amylolytica,307,307,97%,8e-103,59.52,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188691558.1?report=genbank&log$=prottop&blast_rank=80&RID=6VN1S420016"",""WP_188691558.1"")"
ParA family protein [Legionella impletisoli],Legionella impletisoli,307,307,98%,8e-103,57.87,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_131776993.1?report=genbank&log$=prottop&blast_rank=81&RID=6VN1S420016"",""WP_131776993.1"")"
ParA family protein [Legionella cherrii],Legionella cherrii,306,306,97%,9e-103,60.71,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028382431.1?report=genbank&log$=prottop&blast_rank=82&RID=6VN1S420016"",""WP_028382431.1"")"
ParA family protein [Azotobacter vinelandii],Azotobacter vinelandii,307,307,99%,9e-103,58.37,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012703653.1?report=genbank&log$=prottop&blast_rank=83&RID=6VN1S420016"",""WP_012703653.1"")"
ParA family protein [Neiella marina],Neiella marina,307,307,98%,1e-102,54.12,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_087504386.1?report=genbank&log$=prottop&blast_rank=84&RID=6VN1S420016"",""WP_087504386.1"")"
ParA family protein [Legionella anisa],Legionella anisa,306,306,97%,1e-102,60.32,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_019232789.1?report=genbank&log$=prottop&blast_rank=85&RID=6VN1S420016"",""WP_019232789.1"")"
ParA family protein [Marinobacter santoriniensis],Marinobacter santoriniensis,307,307,97%,1e-102,58.33,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_008940035.1?report=genbank&log$=prottop&blast_rank=86&RID=6VN1S420016"",""WP_008940035.1"")"
MULTISPECIES: ParA family protein [Chromobacterium],Chromobacterium,306,306,96%,1e-102,59.60,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_043620373.1?report=genbank&log$=prottop&blast_rank=87&RID=6VN1S420016"",""WP_043620373.1"")"
ParA family protein [Thiohalomonas denitrificans],Thiohalomonas denitrificans,306,306,99%,1e-102,57.59,266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_092997990.1?report=genbank&log$=prottop&blast_rank=88&RID=6VN1S420016"",""WP_092997990.1"")"
ParA family protein [Legionella taurinensis],Legionella taurinensis,306,306,97%,1e-102,57.94,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_108291220.1?report=genbank&log$=prottop&blast_rank=89&RID=6VN1S420016"",""WP_108291220.1"")"
ParA family protein [Fluoribacter dumoffii],Fluoribacter dumoffii,306,306,97%,1e-102,59.92,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010652264.1?report=genbank&log$=prottop&blast_rank=90&RID=6VN1S420016"",""WP_010652264.1"")"
ParA family protein [Chitiniphilus eburneus],Chitiniphilus eburneus,306,306,95%,1e-102,59.68,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_136771964.1?report=genbank&log$=prottop&blast_rank=91&RID=6VN1S420016"",""WP_136771964.1"")"
ParA family protein [Chromobacterium phragmitis],Chromobacterium phragmitis,306,306,96%,2e-102,59.20,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_114060649.1?report=genbank&log$=prottop&blast_rank=92&RID=6VN1S420016"",""WP_114060649.1"")"
ParA family protein [Legionella donaldsonii],Legionella donaldsonii,306,306,99%,2e-102,57.75,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_115220057.1?report=genbank&log$=prottop&blast_rank=93&RID=6VN1S420016"",""WP_115220057.1"")"
ParA family protein [Xanthomonas sacchari],Xanthomonas sacchari,306,306,98%,2e-102,59.77,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010342747.1?report=genbank&log$=prottop&blast_rank=94&RID=6VN1S420016"",""WP_010342747.1"")"
ParA family protein [Tolumonas lignilytica],Tolumonas lignilytica,306,306,98%,2e-102,54.69,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024871990.1?report=genbank&log$=prottop&blast_rank=95&RID=6VN1S420016"",""WP_024871990.1"")"
MULTISPECIES: ParA family protein [Alteromonas],Alteromonas,306,306,99%,2e-102,54.47,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013786818.1?report=genbank&log$=prottop&blast_rank=96&RID=6VN1S420016"",""WP_013786818.1"")"
ParA family protein [Luteimonas granuli],Luteimonas granuli,306,306,98%,2e-102,57.03,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_144891963.1?report=genbank&log$=prottop&blast_rank=97&RID=6VN1S420016"",""WP_144891963.1"")"
ParA family protein [Thiocapsa marina],Thiocapsa marina,306,306,98%,2e-102,60.08,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_007193469.1?report=genbank&log$=prottop&blast_rank=98&RID=6VN1S420016"",""WP_007193469.1"")"
ParA family protein [Legionella gratiana],Legionella gratiana,306,306,97%,2e-102,59.52,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058498277.1?report=genbank&log$=prottop&blast_rank=99&RID=6VN1S420016"",""WP_058498277.1"")"
AAA family ATPase [Spartinivicinus ruber],Spartinivicinus ruber,306,306,99%,2e-102,57.59,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163836315.1?report=genbank&log$=prottop&blast_rank=100&RID=6VN1S420016"",""WP_163836315.1"")"



		


