Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
MULTISPECIES: septum site-determining protein MinD [Halomonas],Halomonas,410,410,100%,4.00E-143,73.06,272,WP_027957730.1
septum site-determining protein MinD [Pluralibacter gergoviae],Pluralibacter gergoviae,410,410,99%,4.00E-143,73.23,270,WP_043083432.1
septum site-determining protein MinD [Aeromonas fluvialis],Aeromonas fluvialis,410,410,99%,4.00E-143,73.61,270,WP_042012554.1
septum site-determining protein MinD [Pseudomonas cremoricolorata],Pseudomonas cremoricolorata,410,410,99%,4.00E-143,72.86,270,WP_028696900.1
MULTISPECIES: septum site-determining protein MinD [Enterobacterales],Enterobacterales,410,410,99%,4.00E-143,73.23,270,WP_025801973.1
septum site-determining protein MinD [Plasticicumulans acidivorans],Plasticicumulans acidivorans,410,410,99%,4.00E-143,73.98,269,WP_110018996.1
septum site-determining protein MinD [Edwardsiella hoshinae],Edwardsiella hoshinae,410,410,99%,4.00E-143,72.49,270,WP_024523723.1
MULTISPECIES: septum site-determining protein MinD [Franconibacter],Franconibacter,410,410,99%,4.00E-143,72.49,270,WP_029591826.1
septum site-determining protein MinD [Brenneria alni],Brenneria alni,410,410,99%,5.00E-143,73.61,270,WP_121573949.1
septum site-determining protein MinD [Halomonas campaniensis],Halomonas campaniensis,410,410,100%,5.00E-143,74.17,272,WP_183333171.1
septum site-determining protein MinD [Buttiauxella izardii],Buttiauxella izardii,410,410,99%,5.00E-143,72.49,270,WP_120066797.1
MULTISPECIES: septum site-determining protein MinD [Pseudomonas],Pseudomonas,409,409,99%,6.00E-143,73.98,270,WP_003252574.1
MULTISPECIES: septum site-determining protein MinD [Hafniaceae],Hafniaceae,409,409,99%,6.00E-143,73.23,270,WP_004090200.1
septum site-determining protein MinD [Thiothrix lacustris],Thiothrix lacustris,409,409,99%,7.00E-143,74.35,268,WP_028487753.1
septum site-determining protein MinD [Edwardsiella tarda],Edwardsiella tarda,409,409,99%,7.00E-143,72.12,270,WP_005284977.1
septum site-determining protein MinD [Hafnia paralvei],Hafnia paralvei,409,409,99%,7.00E-143,73.23,270,WP_008813323.1
septum site-determining protein MinD [Citrobacter koseri],Citrobacter koseri,409,409,99%,8.00E-143,73.23,270,WP_047463261.1
septum site-determining protein MinD [Halomonas subterranea],Halomonas subterranea,409,409,100%,8.00E-143,73.43,272,WP_092827721.1
septum site-determining protein MinD [Zobellella endophytica],Zobellella endophytica,409,409,99%,9.00E-143,73.61,270,WP_106728316.1
septum site-determining protein MinD [Thiohalomonas denitrificans],Thiohalomonas denitrificans,409,409,99%,9.00E-143,72.49,269,WP_092993476.1
septum site-determining protein MinD [Legionella quinlivanii],Legionella quinlivanii,409,409,99%,1.00E-142,72.96,276,WP_058509003.1
septum site-determining protein MinD [Oceanimonas baumannii],Oceanimonas baumannii,409,409,99%,1.00E-142,73.98,270,WP_094278435.1
septum site-determining protein MinD [Aeromonas australiensis],Aeromonas australiensis,409,409,99%,1.00E-142,73.61,270,WP_040096858.1
MULTISPECIES: septum site-determining protein MinD [Citrobacter],Citrobacter,409,409,99%,1.00E-142,73.23,270,WP_038641246.1
septum site-determining protein MinD [Serratia microhaemolytica],Serratia microhaemolytica,409,409,99%,1.00E-142,72.49,270,WP_127956739.1
septum site-determining protein MinD [Budvicia diplopodorum],Budvicia diplopodorum,409,409,99%,1.00E-142,72.86,270,WP_159567536.1
septum site-determining protein MinD [Proteus myxofaciens],Proteus myxofaciens,409,409,99%,1.00E-142,72.86,270,WP_066745524.1
MULTISPECIES: septum site-determining protein MinD [Citrobacter],Citrobacter,409,409,99%,1.00E-142,73.23,270,WP_005122235.1
MULTISPECIES: septum site-determining protein MinD [Gammaproteobacteria],Gammaproteobacteria,409,409,99%,1.00E-142,74.35,270,WP_013971423.1
septum site-determining protein MinD [Photorhabdus australis],Photorhabdus australis,409,409,99%,1.00E-142,72.86,270,WP_036771088.1
septum site-determining protein MinD [Halomonas subglaciescola],Halomonas subglaciescola,409,409,100%,1.00E-142,73.43,272,WP_079552371.1
septum site-determining protein MinD [Halomonas sulfidaeris],Halomonas sulfidaeris,409,409,100%,1.00E-142,73.06,272,WP_113268455.1
septum site-determining protein MinD [Halomonas urmiana],Halomonas urmiana,409,409,99%,1.00E-142,74.72,272,WP_138181474.1
septum site-determining protein MinD [Saccharospirillum alexandrii],Saccharospirillum alexandrii,409,409,99%,1.00E-142,72.86,269,WP_127556374.1
MULTISPECIES: septum site-determining protein MinD [Enterobacter cloacae complex],Enterobacter cloacae complex,409,409,99%,1.00E-142,72.86,270,WP_032641210.1
septum site-determining protein MinD [Halomonas denitrificans],Halomonas denitrificans,409,409,99%,1.00E-142,74.72,272,WP_108447397.1
septum site-determining protein MinD [Halomonas organivorans],Halomonas organivorans,409,409,100%,1.00E-142,73.43,272,WP_183389099.1
MULTISPECIES: septum site-determining protein MinD [Enterobacteriaceae],Enterobacteriaceae,409,409,99%,1.00E-142,72.86,270,WP_047370850.1
septum site-determining protein MinD [Halomonas lactosivorans],Halomonas lactosivorans,409,409,100%,1.00E-142,73.8,272,WP_111412820.1
septum site-determining protein MinD [Aeromonas schubertii],Aeromonas schubertii,408,408,99%,2.00E-142,73.61,270,WP_050667633.1
MULTISPECIES: septum site-determining protein MinD [Citrobacter],Citrobacter,408,408,99%,2.00E-142,73.23,270,WP_042287710.1
MULTISPECIES: septum site-determining protein MinD [Pseudomonas],Pseudomonas,408,408,99%,2.00E-142,74.35,270,WP_016715526.1
septum site-determining protein MinD [Aeromonas diversa],Aeromonas diversa,408,408,99%,2.00E-142,73.61,270,WP_005359204.1
MULTISPECIES: septum site-determining protein MinD [Enterobacter],Enterobacter,408,408,99%,2.00E-142,72.49,270,WP_023312187.1
MULTISPECIES: septum site-determining protein MinD [Escherichia],Escherichia,408,408,99%,2.00E-142,73.23,270,WP_000101053.1
MULTISPECIES: septum site-determining protein MinD [Enterobacteriaceae],Enterobacteriaceae,408,408,99%,2.00E-142,73.23,270,WP_000101055.1
septum site-determining protein MinD [Photobacterium kishitanii],Photobacterium kishitanii,408,408,99%,2.00E-142,73.23,270,WP_036795467.1
septum site-determining protein MinD [Aeromonas cavernicola],Aeromonas cavernicola,408,408,99%,2.00E-142,73.23,270,WP_100294386.1
MULTISPECIES: septum site-determining protein MinD [Pseudomonas],Pseudomonas,408,408,99%,2.00E-142,73.98,270,WP_033700734.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
"		",,,,,,,,
