Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Deinococcus arenae strain JCM 31047 sequence15, whole genome shotgun sequence",Deinococcus arenae,65.9,65.9,77%,6.00E-11,26.14,68716,NZ_BMQG01000015.1
"Deinococcus phoenicis strain 1P10ME CR5801000011, whole genome shotgun sequence",Deinococcus phoenicis,65.9,65.9,77%,7.00E-11,27.76,212013,NZ_JHAC01000011.1
"Deinococcus reticulitermitis strain CGMCC 1.10218, whole genome shotgun sequence",Deinococcus reticulitermitis,65.5,65.5,77%,8.00E-11,24.69,3650,NZ_FNZA01000050.1
"Deinococcus hopiensis KR-140, whole genome shotgun sequence",Deinococcus hopiensis KR-140,65.5,65.5,77%,9.00E-11,27.35,380191,NZ_FWWU01000004.1
"Deinococcus planocerae strain XY-FW106 contig19, whole genome shotgun sequence",Deinococcus planocerae,65.1,65.1,80%,1.00E-10,28.97,89255,NZ_PNOR01000019.1
"Deinococcus daejeonensis strain JCM 16918 sequence30, whole genome shotgun sequence",Deinococcus daejeonensis,64.7,64.7,77%,2.00E-10,25.21,35028,NZ_BMOR01000030.1
"Deinococcus radiodurans strain R1 dM1 chromosome II, complete sequence",Deinococcus radiodurans,64.7,64.7,78%,2.00E-10,27.08,412153,NZ_CP031501.1
"Deinococcus piscis strain CGMCC 1.18439 sequence042, whole genome shotgun sequence",Deinococcus piscis,64.3,64.3,57%,2.00E-10,31.87,15279,NZ_BNAL01000042.1
"Deinococcus detaillensis strain H1 H1_Contig37, whole genome shotgun sequence",Deinococcus detaillensis,64.3,64.3,67%,2.00E-10,25.73,20891,NZ_VKDB01000037.1
"Deinococcus roseus strain JCM 14370 sequence24, whole genome shotgun sequence",Deinococcus roseus,64.3,64.3,64%,2.00E-10,26.5,75747,NZ_BMOD01000024.1
"Deinococcus apachensis DSM 19763 F784DRAFT_scaffold00003.3, whole genome shotgun sequence",Deinococcus apachensis DSM 19763,63.9,63.9,77%,2.00E-10,27.35,313634,NZ_KB906400.1
"Deinococcus metalli strain CGMCC 1.18437 sequence04, whole genome shotgun sequence",Deinococcus metalli,63.5,63.5,67%,4.00E-10,27.78,348834,NZ_BNAJ01000004.1
"Deinococcus malanensis strain JCM 30331 sequence19, whole genome shotgun sequence",Deinococcus malanensis,63.2,63.2,66%,4.00E-10,31.53,68154,NZ_BMPP01000019.1
"Deinococcus alpinitundrae strain LMG 24283 NODE_41_length_21941_cov_62.747413, whole genome shotgun sequence",Deinococcus alpinitundrae,63.2,63.2,66%,5.00E-10,27.45,21941,NZ_WXZL01000041.1
"Deinococcus saudiensis strain CGMCC 1.15089 sequence016, whole genome shotgun sequence",Deinococcus saudiensis,62.8,62.8,73%,6.00E-10,25,93597,NZ_BMHJ01000016.1
"Deinococcus murrayi DSM 11303 H565DRAFT_scaffold00005.5, whole genome shotgun sequence",Deinococcus murrayi DSM 11303,62.8,62.8,77%,6.00E-10,28.16,161525,NZ_KI519503.1
"Deinococcus cellulosilyticus NBRC 106333 = KACC 11606 strain NBRC 106333 sequence04, whole genome shotgun sequence",Deinococcus cellulosilyticus NBRC 106333 = KACC 11606,62.8,62.8,64%,6.00E-10,26,265790,NZ_BJXB01000004.1
"Deinococcus hopiensis KR-140, whole genome shotgun sequence",Deinococcus hopiensis KR-140,62.8,62.8,78%,7.00E-10,27.5,445411,NZ_FWWU01000006.1
"Deinococcus indicus strain DR1 Masurca_93_len:43073, whole genome shotgun sequence",Deinococcus indicus,62.4,62.4,53%,8.00E-10,32.18,43073,NZ_NHMK01000007.1
"Deinococcus radiophilus strain ATCC 27603 NODE_8_length_96209_cov_166.436346, whole genome shotgun sequence",Deinococcus radiophilus,62.4,62.4,62%,9.00E-10,27.09,96209,NZ_RXPE01000008.1
"Deinococcus budaensis strain DSM 101791 Ga0416733_04, whole genome shotgun sequence",Deinococcus budaensis,62.4,62.4,77%,1.00E-09,27.35,293685,NZ_JACHFN010000004.1
"Deinococcus xianganensis strain Y35 Scaffold7, whole genome shotgun sequence",Deinococcus xianganensis,62,62,73%,1.00E-09,24.89,82045,NZ_WVHK01000007.1
"Deinococcus grandis strain ATCC 43672, whole genome shotgun sequence",Deinococcus grandis,61.6,61.6,73%,1.00E-09,24.89,389340,NZ_BCMS01000002.1
"Deinococcus pimensis DSM 21231 DeipiDRAFT_Scaffold62.59, whole genome shotgun sequence",Deinococcus pimensis DSM 21231,61.6,61.6,77%,1.00E-09,25.52,103168,NZ_KI912672.1
"Deinococcus misasensis DSM 22328 Q371DRAFT_scaffold00025.25_C, whole genome shotgun sequence",Deinococcus misasensis DSM 22328,61.6,61.6,64%,2.00E-09,25.5,56429,NZ_JQKG01000027.1
"Deinococcus daejeonensis strain JCM 16918 sequence07, whole genome shotgun sequence",Deinococcus daejeonensis,61.2,61.2,73%,2.00E-09,24.89,183604,NZ_BMOR01000007.1
"Deinococcus ruber strain JCM 31311 sequence020, whole genome shotgun sequence",Deinococcus ruber,61.2,61.2,58%,2.00E-09,30,93813,NZ_BMQL01000020.1
"Deinococcus yavapaiensis KR-236 strain DSM 18048 Ga0244513_117, whole genome shotgun sequence",Deinococcus yavapaiensis KR-236,61.2,61.2,66%,2.00E-09,26.92,109017,NZ_QJSX01000017.1
"Deinococcus arenae strain JCM 31047 sequence13, whole genome shotgun sequence",Deinococcus arenae,60.8,60.8,53%,3.00E-09,30,75168,NZ_BMQG01000013.1
"Deinococcus wulumuqiensis R12 2, whole genome shotgun sequence",Deinococcus wulumuqiensis R12,60.5,60.5,78%,3.00E-09,26.25,323544,NZ_JADAKQ010000002.1
"Deinococcus radiodurans strain R1 dM1 plasmid pMP1, complete sequence",Deinococcus radiodurans,60.1,60.1,81%,5.00E-09,23.69,177339,NZ_CP031502.1
"Deinococcus detaillensis strain H1 H1_Contig22, whole genome shotgun sequence",Deinococcus detaillensis,59.7,59.7,18%,7.00E-09,53.45,53997,NZ_VKDB01000022.1
"Deinococcus saudiensis strain CGMCC 1.15089 sequence008, whole genome shotgun sequence",Deinococcus saudiensis,58.9,58.9,57%,1.00E-08,28.89,133061,NZ_BMHJ01000008.1
"Deinobacterium chartae strain DSM 21458 Ga0415239_14, whole genome shotgun sequence",Deinobacterium chartae,58.5,58.5,57%,1.00E-08,27.12,95974,NZ_JACHHG010000014.1
"Deinococcus grandis strain ATCC 43672, whole genome shotgun sequence",Deinococcus grandis,58.5,58.5,57%,1.00E-08,28.89,146613,NZ_BCMS01000004.1
"Deinococcus koreensis strain SJW1-2 SJW1-2_contig2, whole genome shotgun sequence",Deinococcus koreensis,58.5,58.5,77%,2.00E-08,26.56,453153,NZ_PPPD01000002.1
"Deinococcus piscis strain CGMCC 1.18439 sequence047, whole genome shotgun sequence",Deinococcus piscis,58.2,58.2,62%,2.00E-08,27.09,13040,NZ_BNAL01000047.1
"Deinococcus proteolyticus MRP plasmid pDEIPR01, complete sequence",Deinococcus proteolyticus MRP,58.2,58.2,62%,2.00E-08,26.6,314518,NC_015169.1
"Deinococcus pimensis DSM 21231 DeipiDRAFT_Scaffold49.44, whole genome shotgun sequence",Deinococcus pimensis DSM 21231,57.8,57.8,66%,3.00E-08,27.27,118265,NZ_KI912657.1
"Deinococcus pimensis DSM 21231 DeipiDRAFT_Scaffold46.41, whole genome shotgun sequence",Deinococcus pimensis DSM 21231,57,57,18%,4.00E-08,53.45,195802,NZ_KI912654.1
