Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Sebaldella termitidis strain NCTC11300, whole genome shotgun sequence",Sebaldella termitidis,53.9,104,58%,2.00E-07,22.47,4418796,NZ_UGYG01000001.1
"Leptotrichia hofstadii DSM 21651 G402DRAFT_scaffold00014.14_C, whole genome shotgun sequence",Leptotrichia hofstadii DSM 21651,53.1,53.1,68%,3.00E-07,20.1,7817,NZ_AUAY01000008.1
"Leptotrichia hofstadii DSM 21651 G402DRAFT_scaffold00017.17_C, whole genome shotgun sequence",Leptotrichia hofstadii DSM 21651,52.8,52.8,18%,3.00E-07,42.11,2910,NZ_AUAY01000011.1
"Fusobacterium massiliense strain Marseille-P2749T, whole genome shotgun sequence",Fusobacterium massiliense,52.4,52.4,55%,5.00E-07,27.91,238105,NZ_LT608324.1
"Fusobacterium necrogenes strain NCTC10723, whole genome shotgun sequence",Fusobacterium necrogenes,51.2,51.2,55%,1.00E-06,27.33,1927475,NZ_UGGU01000003.1
"Fusobacterium pseudoperiodonticum strain KCOM 1261 chromosome, complete genome",Fusobacterium pseudoperiodonticum,50.8,50.8,55%,2.00E-06,25.97,2372880,NZ_CP024699.1
"Fusobacterium nucleatum subsp. polymorphum strain NCTC10562 chromosome 1, complete sequence",Fusobacterium nucleatum subsp. polymorphum,50.4,50.4,55%,2.00E-06,26.74,2443126,NZ_LN831027.1
"Fusobacterium mortiferum ATCC 9817 chromosome, complete genome",Fusobacterium mortiferum ATCC 9817,50.4,50.4,55%,3.00E-06,26.74,2716766,NZ_CP028102.1
"Cetobacterium ceti strain ATCC 700028, whole genome shotgun sequence",Cetobacterium ceti,50.1,50.1,32%,3.00E-06,26.73,179083,NZ_FUWX01000006.1
"Fusobacterium hwasookii ChDC F206 chromosome, complete genome",Fusobacterium hwasookii ChDC F206,48.9,48.9,55%,7.00E-06,25,2424685,NZ_CP013336.1
"Streptobacillus notomytis strain AHL 370-1 B-10-16_S9CLC_contig_618, whole genome shotgun sequence",Streptobacillus notomytis,45.8,45.8,19%,3.00E-05,36.36,682,NZ_LJRV01000524.1
"Cetobacterium somerae ATCC BAA-474 Scaffold3, whole genome shotgun sequence",Cetobacterium somerae ATCC BAA-474,47,47,31%,3.00E-05,24.74,22462,NZ_KI518151.1
"Fusobacterium ulcerans strain ATCC 49185 chromosome, complete genome",Fusobacterium ulcerans,45.8,45.8,13%,6.00E-05,48.78,3537675,NZ_CP028105.1
"Hypnocyclicus thermotrophus strain DSM 100055 Ga0310544_107, whole genome shotgun sequence",Hypnocyclicus thermotrophus,45.8,45.8,11%,8.00E-05,60,130538,NZ_SOBG01000007.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
"		",,,,,,,,
