Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Flaviflexus salsibiostraticola strain KCTC 33148 chromosome, complete genome",Flaviflexus salsibiostraticola,53.9,53.9,17%,1.00E-05,55.81,2608471,NZ_CP034438.1
"Agromyces fucosus strain CCUG 35506 Scaffold2, whole genome shotgun sequence",Agromyces fucosus,53.9,53.9,17%,2.00E-05,60.47,1245478,NZ_SDPO01000002.1
"Cryobacterium arcticum strain SK-1 scaffold7, whole genome shotgun sequence",Cryobacterium arcticum,53.9,53.9,17%,2.00E-05,62.79,846838,NZ_QHLY01000005.1
"Marihabitans asiaticum strain DSM 18935 Ga0264278_11, whole genome shotgun sequence",Marihabitans asiaticum,53.9,53.9,17%,2.00E-05,65.12,952911,NZ_VIUW01000001.1
"Rathayibacter iranicus strain NCCPB 2253 chromosome, complete genome",Rathayibacter iranicus,53.9,53.9,17%,2.00E-05,60.47,3436894,NZ_CP028130.1
"Cryobacterium soli strain GCJ02 chromosome, complete genome",Cryobacterium soli,53.9,53.9,17%,2.00E-05,62.79,4385465,NZ_CP030033.1
"Cryobacterium zongtaii strain TMN-42 scaffold10, whole genome shotgun sequence",Cryobacterium zongtaii,53.5,53.5,17%,2.00E-05,62.79,175704,NZ_PPXD01000008.1
"Raineyella antarctica strain LZ-22, whole genome shotgun sequence",Raineyella antarctica,53.5,53.5,17%,2.00E-05,62.79,122598,NZ_FMYF01000012.1
"Collinsella aerofaciens strain D40t1_170626_B5 NODE_2_length_170395_cov_28.8898, whole genome shotgun sequence",Collinsella aerofaciens,53.5,53.5,17%,2.00E-05,58.14,170395,NZ_JADPCJ010000002.1
"Agromyces allii strain JCM 13584 Scaffold3_1, whole genome shotgun sequence",Agromyces allii,53.5,53.5,17%,2.00E-05,62.79,373439,NZ_WBIN01000003.1
"Trueperella pyogenes strain TP6375 chromosome, complete genome",Trueperella pyogenes,53.5,106,17%,2.00E-05,60.47,2338390,NZ_CP007519.1
"Actinobaculum suis strain NCTC10327, whole genome shotgun sequence",Actinobaculum suis,53.5,53.5,17%,2.00E-05,62.79,2348785,NZ_UYIO01000001.1
"Rathayibacter tanaceti strain VKM Ac-2761 chromosome, complete genome",Rathayibacter tanaceti,53.5,53.5,17%,2.00E-05,60.47,3214120,NZ_CP047186.1
"Coriobacterium glomerans PW2, complete sequence",Coriobacterium glomerans PW2,53.5,53.5,17%,2.00E-05,58.14,2115681,NC_015389.1
"Rathayibacter tritici strain NCPPB 1953, complete genome",Rathayibacter tritici,53.5,53.5,17%,2.00E-05,60.47,3354681,NZ_CP015515.1
"Cryobacterium psychrotolerans strain CGMCC 1.5382 scaffold5, whole genome shotgun sequence",Cryobacterium psychrotolerans,53.5,53.5,17%,2.00E-05,62.79,213731,NZ_SOHP01000032.1
"Nesterenkonia aurantiaca strain DSM 27373 Ga0310556_115, whole genome shotgun sequence",Nesterenkonia aurantiaca,53.5,53.5,48%,2.00E-05,32.77,19974,NZ_SOAN01000015.1
Arcanobacterium phocae strain DSM 10002 chromosome I,Arcanobacterium phocae,53.5,53.5,17%,2.00E-05,60.47,1998342,NZ_LT629804.1
"Demequina oxidasica strain NBRC 106264, whole genome shotgun sequence",Demequina oxidasica,53.5,53.5,17%,2.00E-05,58.14,1516807,NZ_BBRE01000001.1
"Canibacter oris strain DSM 27064 Ga0197578_15, whole genome shotgun sequence",Canibacter oris,53.1,53.1,17%,2.00E-05,62.79,33723,NZ_JACIFD010000015.1
"Amycolatopsis arida strain CGMCC 4.5579, whole genome shotgun sequence",Amycolatopsis arida,53.5,53.5,17%,2.00E-05,62.79,760912,NZ_FOWW01000003.1
"Canibacter oris strain DSM 27064 Ga0197578_03, whole genome shotgun sequence",Canibacter oris,53.1,53.1,17%,2.00E-05,62.79,138779,NZ_JACIFD010000003.1
"Leucobacter aridicollis strain DSM 17380 Ga0104574_01, whole genome shotgun sequence",Leucobacter aridicollis,53.1,53.1,17%,2.00E-05,60.47,3573416,NZ_JACCBD010000001.1
"Rathayibacter festucae strain VKM Ac-2802 chromosome, complete genome",Rathayibacter festucae,53.1,53.1,17%,2.00E-05,60.47,4219997,NZ_CP047180.1
"Cellulosimicrobium arenosum strain KCTC 49039 Scaffold8, whole genome shotgun sequence",Cellulosimicrobium arenosum,53.1,53.1,18%,2.00E-05,61.36,174910,NZ_JACYHB010000008.1
Agrococcus jejuensis strain DSM 22002 chromosome I,Agrococcus jejuensis,53.1,53.1,17%,2.00E-05,65.12,3400178,NZ_LT629695.1
"Bogoriella caseilytica strain DSM 11294 Ga0197518_11, whole genome shotgun sequence",Bogoriella caseilytica,53.1,53.1,17%,2.00E-05,62.79,3235396,NZ_RKHK01000001.1
"Microbacterium ureisolvens strain CFH S00084 NODE_3_length_481977_cov_59.342343, whole genome shotgun sequence",Microbacterium ureisolvens,53.1,53.1,63%,2.00E-05,30.97,481977,NZ_JADIJE010000003.1
"Demequina aurantiaca strain NBRC 106265, whole genome shotgun sequence",Demequina aurantiaca,53.1,53.1,17%,2.00E-05,58.14,1866714,NZ_BBRF01000001.1
"Nesterenkonia lutea strain DSM 15666 Ga0415193_02, whole genome shotgun sequence",Nesterenkonia lutea,53.1,53.1,48%,3.00E-05,32.77,75299,NZ_JADBED010000002.1
"Leucobacter massiliensis strain 122RC15 contig_12, whole genome shotgun sequence",Leucobacter massiliensis,53.1,53.1,17%,3.00E-05,62.79,232656,NZ_MWZD01000012.1
"Prauserella muralis strain DSM 45305 BAY60_c01, whole genome shotgun sequence",Prauserella muralis,53.1,53.1,17%,3.00E-05,62.79,2092511,NZ_MASW01000001.1
"Prauserella shujinwangii strain CGMCC 4.7125 Ga0171606_105, whole genome shotgun sequence",Prauserella shujinwangii,53.1,53.1,17%,3.00E-05,60.47,537190,NZ_PVNH01000005.1
"Amycolatopsis marina strain CGMCC 4.3568, whole genome shotgun sequence",Amycolatopsis marina,53.1,53.1,17%,3.00E-05,62.79,844488,NZ_FOKG01000001.1
"Rathayibacter agropyri strain VKM Ac-2828 n3, whole genome shotgun sequence",Rathayibacter agropyri,53.1,53.1,17%,3.00E-05,60.47,466244,NZ_JABRPL010000003.1
"Glaciibacter superstes DSM 21135 K323DRAFT_scaffold00007.7_C, whole genome shotgun sequence",Glaciibacter superstes DSM 21135,53.1,53.1,17%,3.00E-05,60.47,254677,NZ_ATWH01000007.1
"Leucobacter muris strain DSM 101948 chromosome, complete genome",Leucobacter muris,52.8,52.8,17%,3.00E-05,62.79,3211982,NZ_CP035037.1
"Leucobacter komagatae strain DSM 8803 Ga0197513_11, whole genome shotgun sequence",Leucobacter komagatae,52.8,52.8,17%,3.00E-05,60.47,3292530,NZ_VFON01000001.1
"Leucobacter denitrificans strain KACC 14055 chromosome, complete genome",Leucobacter denitrificans,52.8,52.8,17%,3.00E-05,60.47,2404302,NZ_CP060716.1
"Corynebacterium aquilae DSM 44791 strain S-613 chromosome, complete genome",Corynebacterium aquilae DSM 44791,52.8,52.8,36%,3.00E-05,35.56,2926437,NZ_CP009245.1
"Leucobacter triazinivorans strain JW-1 chromosome, complete genome",Leucobacter triazinivorans,52.8,52.8,17%,3.00E-05,62.79,3478815,NZ_CP035806.1
"Leucobacter musarum subsp. musarum strain CBX152 contig_67, whole genome shotgun sequence",Leucobacter musarum subsp. musarum,52.8,52.8,17%,3.00E-05,60.47,198404,NZ_JHBW01000063.1
"Cryobacterium levicorallinum strain NBRC 107883 sequence03, whole genome shotgun sequence",Cryobacterium levicorallinum,52.8,52.8,17%,3.00E-05,60.47,274341,NZ_BKAC01000003.1
"Janibacter melonis strain M714 chromosome, complete genome",Janibacter melonis,52.8,52.8,17%,3.00E-05,65.12,3426637,NZ_CP044548.2
"Leucobacter japonicus strain CBX130 contig_85, whole genome shotgun sequence",Leucobacter japonicus,52.8,52.8,17%,3.00E-05,60.47,216457,NZ_JHBX01000079.1
"Microbacterium aurum strain KACC 15219 chromosome, complete genome",Microbacterium aurum,52.8,52.8,47%,3.00E-05,32.2,3424892,NZ_CP018762.1
"Cryobacterium luteum strain Hh15 scaffold34, whole genome shotgun sequence",Cryobacterium luteum,52.8,52.8,17%,3.00E-05,60.47,130155,NZ_SOFF01000009.1
"Amycolatopsis palatopharyngis strain DSM 44832 NODE_9, whole genome shotgun sequence",Amycolatopsis palatopharyngis,52.8,52.8,17%,3.00E-05,62.79,194951,NZ_PQHZ01000009.1
"Rathayibacter caricis DSM 15933 Rathayibacter_caricis_DSM15933_Contig1, whole genome shotgun sequence",Rathayibacter caricis DSM 15933,52.8,52.8,17%,3.00E-05,60.47,3868017,NZ_PZPL01000001.1
"Microbacterium lacus strain SDZm4 ref_2_len:61689, whole genome shotgun sequence",Microbacterium lacus,52.8,52.8,70%,3.00E-05,27.01,61689,NZ_NMUM01000027.1
"Leucobacter celer subsp. astrifaciens strain CBX151 contig_144, whole genome shotgun sequence",Leucobacter celer subsp. astrifaciens,52.8,52.8,17%,4.00E-05,62.79,556146,NZ_JHEI01000134.1
"Neoactinobaculum massilliense strain Marseille-P6182, whole genome shotgun sequence",Neoactinobaculum massilliense,52.8,52.8,17%,4.00E-05,62.79,366028,NZ_UWPE01000002.1
"Bifidobacterium callimiconis strain 2028B Contig_10, whole genome shotgun sequence",Bifidobacterium callimiconis,52.8,52.8,17%,4.00E-05,67.44,102809,NZ_QXGJ01000010.1
"Cryobacterium aureum strain Hh31 scaffold12, whole genome shotgun sequence",Cryobacterium aureum,52.8,52.8,17%,4.00E-05,60.47,176990,NZ_PPTG01000022.1
"Actinomyces minihominis strain Marseille-P3850, whole genome shotgun sequence",Actinomyces minihominis,52.8,52.8,17%,4.00E-05,60.47,125044,NZ_FYEG01000006.1
"Helcobacillus massiliensis strain DSM 23040 Ga0197577_25, whole genome shotgun sequence",Helcobacillus massiliensis,52.4,52.4,17%,4.00E-05,58.14,12191,NZ_JACHWP010000025.1
"Cryobacterium ruanii strain Sr36 scaffold7, whole genome shotgun sequence",Cryobacterium ruanii,52.8,52.8,17%,4.00E-05,60.47,380807,NZ_SOHK01000017.1
"Leucobacter chironomi DSM 19883 H629DRAFT_scaffold00007.7_C, whole genome shotgun sequence",Leucobacter chironomi DSM 19883,52.4,52.4,17%,4.00E-05,62.79,216808,NZ_ATXU01000007.1
"Microbacterium hydrothermale strain BPSAC84 10, whole genome shotgun sequence",Microbacterium hydrothermale,52.4,52.4,48%,4.00E-05,30,97299,NZ_STGM01000010.1
"Bifidobacterium actinocoloniiforme DSM 22766 chromosome, complete genome",Bifidobacterium actinocoloniiforme DSM 22766,52.4,52.4,17%,4.00E-05,62.79,1830060,NZ_CP011786.1
"Blastococcus saxobsidens strain DSM 44509 Ga0104556_11, whole genome shotgun sequence",Blastococcus saxobsidens,52.4,52.4,18%,4.00E-05,58.7,4533155,NZ_SHKV01000001.1
"Agromyces bauzanensis strain CGMCC 1.8984 sequence13, whole genome shotgun sequence",Agromyces bauzanensis,52.4,52.4,17%,4.00E-05,60.47,118556,NZ_BMMD01000013.1
"Isoptericola dokdonensis DS-3 chromosome, complete genome",Isoptericola dokdonensis DS-3,52.4,52.4,17%,4.00E-05,60.47,3826972,NZ_CP014209.1
"Actinomyces graevenitzii strain UMB0286 ERR1203671.17957_1_83.3, whole genome shotgun sequence",Actinomyces graevenitzii,52.4,52.4,17%,4.00E-05,62.79,256455,NZ_PNHV01000003.1
"Bifidobacterium vansinderenii strain Tam10B Contig_22, whole genome shotgun sequence",Bifidobacterium vansinderenii,52.4,52.4,17%,4.00E-05,67.44,58193,NZ_NEWD01000022.1
"Schaalia vaccimaxillae DSM 15804 G439DRAFT_scaffold00006.6_C, whole genome shotgun sequence",Schaalia vaccimaxillae DSM 15804,52.4,52.4,17%,4.00E-05,65.12,144045,NZ_ATUX01000010.1
"Bifidobacterium tissieri strain DSM 100201 Contig_14, whole genome shotgun sequence",Bifidobacterium tissieri,52.4,52.4,17%,4.00E-05,65.12,51921,NZ_MWWV01000014.1
"Chryseoglobus indicus strain CTD02-10-2 chromosome, complete genome",Chryseoglobus indicus,52.4,52.4,17%,4.00E-05,62.79,2585348,NZ_CP058670.1
"Agromyces salentinus strain JCM 14323 Scaffold11_1, whole genome shotgun sequence",Agromyces salentinus,52.4,52.4,17%,5.00E-05,60.47,129336,NZ_WBIR01000013.1
"Rathayibacter toxicus strain FH183 FH183_5, whole genome shotgun sequence",Rathayibacter toxicus,52.4,52.4,17%,5.00E-05,58.14,217004,NZ_PSXB01000001.1
"Isoptericola chiayiensis strain KCTC 19740 Ga0400133_03, whole genome shotgun sequence",Isoptericola chiayiensis,52.4,52.4,17%,5.00E-05,60.47,641346,NZ_JABEZT010000003.1
"Bifidobacterium biavatii DSM 23969 contig21, whole genome shotgun sequence",Bifidobacterium biavatii DSM 23969,52.4,52.4,17%,5.00E-05,58.14,71826,NZ_JDUU01000021.1
"Mycetocola tolaasinivorans strain IF 016277 Scaffold11, whole genome shotgun sequence",Mycetocola tolaasinivorans,52.4,52.4,17%,5.00E-05,65.12,214059,NZ_RCUX01000007.1
"Leucobacter chromiireducens strain LYC-2 scaffold21, whole genome shotgun sequence",Leucobacter chromiireducens,52.4,52.4,17%,5.00E-05,60.47,58877,NZ_RPDI01000021.1
"Microbacterium proteolyticum strain CECT 8356 Ga0372417_05, whole genome shotgun sequence",Microbacterium proteolyticum,52.4,52.4,51%,5.00E-05,31.75,41865,NZ_JACHXY010000005.1
"Leucobacter salsicius M1-8 50.KIE.1_14, whole genome shotgun sequence",Leucobacter salsicius M1-8,52.4,52.4,17%,5.00E-05,60.47,35509,NZ_AOCN01000014.1
"Microcella putealis strain CV2 Ga0310588_13, whole genome shotgun sequence",Microcella putealis,52.4,52.4,17%,5.00E-05,60.47,510846,NZ_SGWW01000003.1
"Agromyces aureus strain AR33 chromosome, complete genome",Agromyces aureus,52.4,52.4,17%,5.00E-05,60.47,4373124,NZ_CP013979.1
"Leifsonia rubra CMS 76R Leifsonia_rubra_contig_9, whole genome shotgun sequence",Leifsonia rubra CMS 76R,52.4,52.4,17%,5.00E-05,62.79,116280,NZ_ATIA01000182.1
"Schaalia odontolytica strain NCTC9935, whole genome shotgun sequence",Schaalia odontolytica,52.4,52.4,17%,5.00E-05,65.12,514791,NZ_UAPR01000002.1
"Compostimonas suwonensis strain DSM 25625 Ga0181017_101, whole genome shotgun sequence",Compostimonas suwonensis,52.4,52.4,17%,5.00E-05,60.47,876701,NZ_PGFB01000001.1
"Cryobacterium flavum strain Hh8 scaffold3, whole genome shotgun sequence",Cryobacterium flavum,52.4,52.4,17%,5.00E-05,60.47,501434,NZ_SOFD01000024.1
"Cryobacterium roopkundense strain DSM 21065 Ga0104588_01, whole genome shotgun sequence",Cryobacterium roopkundense,52.4,52.4,17%,5.00E-05,58.14,4452429,NZ_JACHBQ010000001.1
"Agromyces italicus DSM 16388 H516DRAFT_scaffold00002.2_C, whole genome shotgun sequence",Agromyces italicus DSM 16388,52.4,52.4,17%,5.00E-05,60.47,778213,NZ_ATXF01000005.1
"Pseudonocardia thermophila strain DSM 43832, whole genome shotgun sequence",Pseudonocardia thermophila,52.4,52.4,17%,5.00E-05,64.29,47455,NZ_FRAP01000032.1
"Agromyces terreus strain JCM 14581 Scaffold2_1, whole genome shotgun sequence",Agromyces terreus,52.4,52.4,17%,5.00E-05,60.47,789644,NZ_WBIS01000002.1
"Saccharomonospora xinjiangensis XJ-54 Sacxiscaffold_2, whole genome shotgun sequence",Saccharomonospora xinjiangensis XJ-54,52.4,52.4,17%,5.00E-05,62.79,4773543,NZ_JH636049.1
"Saccharomonospora marina XMU15 chromosome, whole genome shotgun sequence",Saccharomonospora marina XMU15,52.4,52.4,17%,5.00E-05,62.79,5965593,NZ_CM001439.1
"Bifidobacterium vansinderenii strain Tam10B Contig_63, whole genome shotgun sequence",Bifidobacterium vansinderenii,51.6,51.6,17%,5.00E-05,65.12,1148,NZ_NEWD01000063.1
"Buchananella hordeovulneris strain DSM 20732 Scaffold8, whole genome shotgun sequence",Buchananella hordeovulneris,52,52,17%,5.00E-05,58.14,148624,NZ_MQVS01000008.1
"Sinomonas humi strain MUSC 117 Contig104, whole genome shotgun sequence",Sinomonas humi,52,52,17%,5.00E-05,60.47,212651,NZ_JTDL01000104.1
"Corynebacterium matruchotii strain ATCC 14266 chromosome, complete genome",Corynebacterium matruchotii,52,52,17%,5.00E-05,61.9,2866540,NZ_CP050134.2
"Agromyces lapidis strain JCM 14321 Scaffold3_2, whole genome shotgun sequence",Agromyces lapidis,52,52,17%,6.00E-05,60.47,463376,NZ_WBIQ01000005.1
"Kocuria palustris strain MU14/1 chromosome, complete genome",Kocuria palustris,52,52,17%,6.00E-05,60.47,2854447,NZ_CP012507.1
"Rothia koreensis strain JCM 15915 NODE_15_length_67080_cov_34.5475, whole genome shotgun sequence",Rothia koreensis,52,52,17%,6.00E-05,58.14,67080,NZ_NOIQ01000015.1
"Corynebacterium massiliense DSM 45435 G488DRAFT_scaffold00009.9_C, whole genome shotgun sequence",Corynebacterium massiliense DSM 45435,52,52,17%,6.00E-05,60.47,90074,NZ_ATVG01000009.1
"Egibacter rhizosphaerae strain EGI 80759 chromosome, complete genome",Egibacter rhizosphaerae,52,52,17%,6.00E-05,65.12,4637169,NZ_CP036402.1
"Sinomonas susongensis strain A31 Scaffold2, whole genome shotgun sequence",Sinomonas susongensis,52,52,17%,6.00E-05,60.47,475564,NZ_SSNH01000002.1
"Gordonia desulfuricans NBRC 100010, whole genome shotgun sequence",Gordonia desulfuricans NBRC 100010,52,52,17%,6.00E-05,62.79,28110,NZ_BCNF01000117.1
