Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Thiohalospira halophila DSM 15071 strain HL 3, whole genome shotgun sequence",Thiohalospira halophila DSM 15071,150,150,83%,7.00E-39,43.35,215901,NZ_FOMJ01000004.1
"Thiomicrorhabdus chilensis DSM 12352 B076DRAFT_scaffold00001.1, whole genome shotgun sequence",Thiomicrorhabdus chilensis DSM 12352,148,199,83%,4.00E-38,44.33,2441997,NZ_KI519609.1
"Thiohalobacter thiocyanaticus strain Hrh1 Consensus0, whole genome shotgun sequence",Thiohalobacter thiocyanaticus,144,203,82%,1.00E-36,41.58,3056480,NZ_QZMU01000001.1
"Thiohalophilus thiocyanatoxydans strain DSM 16326 Ga0244672_101, whole genome shotgun sequence",Thiohalophilus thiocyanatoxydans,139,195,82%,3.00E-35,41.09,764393,NZ_SOQX01000001.1
Acidihalobacter ferrooxydans strain V8 chromosome,Acidihalobacter ferrooxydans,138,138,79%,1.00E-34,44.62,3448835,NZ_CP019434.1
Acidihalobacter aeolianus strain V6 chromosome,Acidihalobacter aeolianus,137,137,82%,2.00E-34,42.79,3363634,NZ_CP017448.1
"Acidihalobacter prosperus strain DSM 5130 contig_06, whole genome shotgun sequence",Acidihalobacter prosperus,137,137,82%,3.00E-34,43.28,1111128,NZ_JQSG02000006.1
"Halothiobacillus neapolitanus c2, complete sequence",Halothiobacillus neapolitanus c2,133,133,83%,4.00E-33,39.9,2582886,NC_013422.1
"Sulfuriflexus mobilis strain aks1 chromosome, complete genome",Sulfuriflexus mobilis,132,193,82%,1.00E-32,39.71,3111340,NZ_AP018725.1
"Thiohalocapsa marina strain DSM 19078 NODE_32_length_47469_cov_30.6629, whole genome shotgun sequence",Thiohalocapsa marina,132,132,82%,2.00E-32,39.11,47469,NZ_VWXX01000032.1
"Thiocapsa marina 5811 ctg464, whole genome shotgun sequence",Thiocapsa marina 5811,132,132,80%,2.00E-32,40.82,226073,NZ_AFWV01000012.1
"Thioalkalivibrio nitratireducens DSM 14787, complete sequence",Thioalkalivibrio nitratireducens DSM 14787,129,129,83%,9.00E-32,39.41,4002350,NC_019902.2
"Thiocapsa roseopersicina strain DSM 217, whole genome shotgun sequence",Thiocapsa roseopersicina,129,129,80%,1.00E-31,40.31,111520,NZ_FNNZ01000018.1
"Guyparkeria halophila strain sp2 chromosome, complete genome",Guyparkeria halophila,127,127,83%,5.00E-31,41.38,2594469,NZ_CP046415.1
"Acidiferrobacter thiooxydans strain m-1 Contig2, whole genome shotgun sequence",Acidiferrobacter thiooxydans,125,125,81%,3.00E-30,42.57,1759369,NZ_PSYR01000002.1
"Thioalkalivibrio paradoxus ARh 1 chromosome, complete genome",Thioalkalivibrio paradoxus ARh 1,125,125,80%,4.00E-30,39.8,3756729,NZ_CP007029.1
"Thiocapsa rosea strain DSM 235 Ga0242571_11, whole genome shotgun sequence",Thiocapsa rosea,123,123,80%,2.00E-29,39.29,5890510,NZ_RBXL01000001.1
"Chromohalobacter israelensis strain DSM 6768 Scaffold10_1, whole genome shotgun sequence",Chromohalobacter israelensis,99,99,82%,5.00E-21,33.66,22493,NZ_JQNW01000012.1
"Perlucidibaca piscinae DSM 21586 F595DRAFT_scaffold00002.2_C, whole genome shotgun sequence",Perlucidibaca piscinae DSM 21586,96.3,96.3,71%,4.00E-20,35.43,714546,NZ_ATUE01000006.1
"Xanthomonas cassavae CFBP 4642 plasmid unnamed1, whole genome shotgun sequence",Xanthomonas cassavae CFBP 4642,96.3,153,82%,4.00E-20,32.67,59452,NZ_CM002140.1
"Halomonas arcis strain CGMCC 1.6494, whole genome shotgun sequence",Halomonas arcis,95.9,95.9,82%,6.00E-20,31.68,6904,NZ_FNII01000033.1
"Halomonas smyrnensis AAD6 contig_6, whole genome shotgun sequence",Halomonas smyrnensis AAD6,94.7,94.7,82%,1.00E-19,32.18,245388,NZ_AJKS02000006.1
"Solimonas variicoloris DSM 15731 H149DRAFT_scaffold00041.41, whole genome shotgun sequence",Solimonas variicoloris DSM 15731,94.4,94.4,82%,2.00E-19,31.68,2513,NZ_KB907965.1
"Brenneria salicis ATCC 15712 = DSM 30166 strain ATCC 15712 Bresa_Contig123, whole genome shotgun sequence",Brenneria salicis ATCC 15712 = DSM 30166,94,94,71%,2.00E-19,36.57,4045881,NZ_AGJP01000001.1
"Ectothiorhodospira marina strain DSM 241, whole genome shotgun sequence",Ectothiorhodospira marina,93.2,93.2,83%,5.00E-19,33,16222,NZ_FOAA01000025.1
"Pseudomonas kunmingensis strain ZKA55 Ga0394264_01, whole genome shotgun sequence",Pseudomonas kunmingensis,93.2,93.2,72%,5.00E-19,35.23,4620945,NZ_JACCAJ010000001.1
"Halomonas coralii strain 362.1 scaffold_7, whole genome shotgun sequence",Halomonas coralii,92.4,92.4,71%,8.00E-19,36.57,125688,NZ_QWBW01000013.1
"Methylococcus capsulatus str. Bath, complete sequence",Methylococcus capsulatus str. Bath,91.3,91.3,82%,2.00E-18,30.69,3304561,NC_002977.6
"Pseudomonas zhaodongensis strain NEAU-ST5-21 P7_10, whole genome shotgun sequence",Pseudomonas zhaodongensis,91.3,91.3,72%,2.00E-18,35.8,52689,NZ_RFFM01000010.1
"Pseudomonas jinjuensis strain JCM 21621, whole genome shotgun sequence",Pseudomonas jinjuensis,90.9,90.9,72%,3.00E-18,36.93,210669,NZ_FNIJ01000011.1
"Pseudomonas ficuserectae strain ICMP 7849 PfiICMP7849_Contig_236, whole genome shotgun sequence",Pseudomonas ficuserectae,90.1,90.1,82%,4.00E-18,29.7,2129,NZ_RBSO01000119.1
"Pseudomonas meliae strain ICMP 6289 PmlICMP6289_Contig_70, whole genome shotgun sequence",Pseudomonas meliae,90.1,90.1,82%,5.00E-18,29.7,2997,NZ_LJQT01000305.1
"Thiomicrorhabdus aquaedulcis strain HaS4 chromosome, complete genome",Thiomicrorhabdus aquaedulcis,89.7,143,83%,7.00E-18,31.37,2440205,NZ_AP018722.1
"Dyella monticola strain 4 G-K06 scaffold1, whole genome shotgun sequence",Dyella monticola,89.4,89.4,72%,1.00E-17,36.93,883201,NZ_QRBE01000001.1
"Pseudomonas knackmussii strain N1-2 chromosome, complete genome",Pseudomonas knackmussii,88.6,88.6,72%,1.00E-17,36.93,6095635,NZ_CP047698.1
"Luteimonas terricola strain BZ92r Scaffold2_1, whole genome shotgun sequence",Luteimonas terricola,88.6,88.6,72%,2.00E-17,35.8,611157,NZ_SJRX01000002.1
Pseudomonas sihuiensis strain KCTC 32246 chromosome I,Pseudomonas sihuiensis,87.8,258,72%,3.00E-17,36.36,5476367,NZ_LT629797.1
"Azomonas macrocytogenes strain CECT 4462 Ga0372387_54, whole genome shotgun sequence",Azomonas macrocytogenes,87.4,87.4,72%,3.00E-17,35.8,2260,NZ_JACHXI010000054.1
"Pseudomonas furukawaii strain KF707 chromosome, complete genome",Pseudomonas furukawaii,87.8,87.8,72%,3.00E-17,36.93,6183134,NZ_AP014862.1
"Xanthomonas hyacinthi strain CFBP 1156 chromosome, complete genome",Xanthomonas hyacinthi,87.8,307,72%,3.00E-17,36.36,4918645,NZ_CP043476.1
"Pseudomonas borbori strain DSM 17834, whole genome shotgun sequence",Pseudomonas borbori,87.8,87.8,72%,3.00E-17,36.36,37727,NZ_FOWX01000038.1
"Pseudomonas indoloxydans strain JCM 14246, whole genome shotgun sequence",Pseudomonas indoloxydans,87.8,87.8,72%,4.00E-17,36.36,115344,NZ_QASO01000005.1
"Stenotrophomonas pictorum JCM 9942 contig_9, whole genome shotgun sequence",Stenotrophomonas pictorum JCM 9942,87.4,87.4,72%,4.00E-17,35.8,35433,NZ_LLXS01000084.1
"Pseudomonas kirkiae strain P4C NODE_16_length_94640_cov_12.872039, whole genome shotgun sequence",,87.4,87.4,72%,4.00E-17,35.23,94640,NZ_QJUO01000016.1
"Stenotrophomonas bentonitica strain DSM 103927 NODE_2, whole genome shotgun sequence",Stenotrophomonas bentonitica,87.4,87.4,72%,4.00E-17,35.8,1003135,NZ_JAAZUH010000002.1
"Erwinia typographi strain M043b Contig118, whole genome shotgun sequence",Erwinia typographi,87.4,87.4,70%,4.00E-17,34.3,5380,NZ_JRUQ01000118.1
"Pseudomonas jilinensis strain JS15-10A1 scaffold6, whole genome shotgun sequence",Pseudomonas jilinensis,87.4,87.4,72%,4.00E-17,36.36,237653,NZ_QJSA01000006.1
"Pseudomonas toyotomiensis strain JCM 15604, whole genome shotgun sequence",Pseudomonas toyotomiensis,87.4,87.4,72%,4.00E-17,36.36,421898,NZ_FOXK01000006.1
"Pseudomonas saponiphila strain DSM 9751, whole genome shotgun sequence",Pseudomonas saponiphila,87.4,87.4,72%,4.00E-17,35.8,397710,NZ_FNTJ01000003.1
"Stenotrophomonas nitritireducens strain DSM 12575 contig_8, whole genome shotgun sequence",Stenotrophomonas nitritireducens,87,87,72%,5.00E-17,35.23,233675,NZ_LDJG01000008.1
"Lysobacter concretionis Ko07 = DSM 16239 strain Ko07 contig4, whole genome shotgun sequence",Lysobacter concretionis Ko07 = DSM 16239,87,87,72%,5.00E-17,35.23,440546,NZ_AVPS01000004.1
"Spongiibacter tropicus DSM 19543 G411DRAFT_scaffold00004.4_C, whole genome shotgun sequence",Spongiibacter tropicus DSM 19543,87,87,66%,5.00E-17,36.42,291644,NZ_ATUS01000004.1
"Pseudomonas indoloxydans strain JCM 14246, whole genome shotgun sequence",Pseudomonas indoloxydans,87,87,72%,5.00E-17,35.23,91919,NZ_QASO01000032.1
"Salinicola peritrichatus strain JCM 18795 Salinicola-peritrichatus_contig_8, whole genome shotgun sequence",Salinicola peritrichatus,87,87,67%,5.00E-17,35.98,337132,NZ_PZJU01000008.1
"Methylophaga frappieri, complete sequence",Methylophaga frappieri,87,87,72%,5.00E-17,35.23,2697465,NC_017856.1
"Steroidobacter denitrificans strain DSM 18526 chromosome, complete genome",Steroidobacter denitrificans,87,198,72%,5.00E-17,35.8,3467246,NZ_CP011971.1
"Brenneria alni strain NCPPB 3934 BA_contig000040, whole genome shotgun sequence",Brenneria alni,87,87,72%,5.00E-17,35.23,40273,NZ_MJLZ01000040.1
"Pseudomonas xiamenensis strain PX1 NODE_7_length_173397_cov_123.613893, whole genome shotgun sequence",Pseudomonas xiamenensis,87,87,72%,5.00E-17,34.66,173397,NZ_JACLGO010000007.1
"Luteimonas marina strain FR1330 scaffold3, whole genome shotgun sequence",Luteimonas marina,87,87,72%,6.00E-17,35.8,556920,NZ_VOHK01000003.1
"Pseudomonas cuatrocienegasensis strain CIP 109853, whole genome shotgun sequence",Pseudomonas cuatrocienegasensis,87,87,72%,6.00E-17,36.36,39530,NZ_FOFP01000029.1
"Pseudomonas daroniae strain P18A NODE_2_length_622141_cov_46.521808, whole genome shotgun sequence",,87,87,72%,6.00E-17,34.66,622141,NZ_QJUJ01000002.1
"Perlucidibaca aquatica strain BK296 contig_2, whole genome shotgun sequence",Perlucidibaca aquatica,87,142,67%,6.00E-17,34.76,1587343,NZ_LZDB01000002.1
"Pseudoxanthomonas spadix BD-a59, complete sequence",Pseudoxanthomonas spadix BD-a59,87,143,72%,6.00E-17,34.66,3452554,NC_016147.2
"Oleibacter marinus strain DSM 24913, whole genome shotgun sequence",Oleibacter marinus,86.7,86.7,71%,7.00E-17,36,114265,NZ_FTOH01000011.1
"Aeromonas rivuli strain DSM 22539, whole genome shotgun sequence",Aeromonas rivuli,86.7,86.7,72%,7.00E-17,34.66,257207,NZ_CDBJ01000071.1
"Pseudomonas composti strain ZKA28 Ga0394259_01, whole genome shotgun sequence",Pseudomonas composti,86.7,86.7,72%,7.00E-17,35.8,5672870,NZ_JACCAH010000001.1
"Pseudomonas flavescens NBRC 103044, whole genome shotgun sequence",Pseudomonas flavescens NBRC 103044,86.7,86.7,72%,9.00E-17,35.23,279248,NZ_BCZZ01000006.1
Pseudomonas litoralis strain 2SM5 chromosome I,Pseudomonas litoralis,86.3,86.3,67%,9.00E-17,36.59,3987942,NZ_LT629748.1
"Pectobacterium brasiliense strain 1692 chromosome, complete genome",Pectobacterium brasiliense,85.9,85.9,67%,1.00E-16,35.98,4851982,NZ_CP047495.1
"Pseudomonas argentinensis strain LMG 22563, whole genome shotgun sequence",Pseudomonas argentinensis,85.9,85.9,72%,1.00E-16,36.36,1881468,NZ_FORC01000001.1
"Congregibacter litoralis KT71 chromosome, whole genome shotgun sequence",Congregibacter litoralis KT71,85.9,85.9,72%,2.00E-16,34.66,4351117,NZ_CM002299.1
"Azotobacter vinelandii DJ, complete sequence",Azotobacter vinelandii DJ,85.9,85.9,72%,2.00E-16,34.66,5365318,NC_012560.1
"Thioalkalivibrio thiocyanoxidans ARh2 G372DRAFT_scaffold00055.55_C, whole genome shotgun sequence",Thioalkalivibrio thiocyanoxidans ARh2,85.5,85.5,82%,2.00E-16,30.2,3083,NZ_ARQK01000007.1
"Pseudomonas taeanensis MS-3 contig_07, whole genome shotgun sequence",Pseudomonas taeanensis MS-3,85.1,85.1,72%,2.00E-16,34.09,78462,NZ_AWSQ01000007.1
"Luteimonas huabeiensis HB2 HB2_contig_8, whole genome shotgun sequence",Luteimonas huabeiensis HB2,85.1,85.1,72%,3.00E-16,35.23,83662,NZ_JAAN01000047.1
"Luteimonas marina strain FR1330 scaffold1, whole genome shotgun sequence",Luteimonas marina,85.1,85.1,72%,3.00E-16,35.23,910082,NZ_VOHK01000001.1
"Pectobacterium aroidearum strain MY2 1, whole genome shotgun sequence",Pectobacterium aroidearum,85.1,85.1,72%,3.00E-16,35.23,1740907,NZ_JACERI010000001.1
"Pseudomonas qingdaonensis strain JJ3 JJ3_Scf_1, whole genome shotgun sequence",Pseudomonas qingdaonensis,85.1,85.1,72%,3.00E-16,35.23,994358,NZ_PHTD01000001.1
"Pseudomonas azotifigens DSM 17556 H610DRAFT_scaffold00004.4, whole genome shotgun sequence",Pseudomonas azotifigens DSM 17556,84.7,84.7,72%,3.00E-16,34.09,267858,NZ_KE384410.1
"Pseudomonas pseudoalcaligenes CECT 5344 strain CECT5344 chromosome I, complete sequence",Pseudomonas pseudoalcaligenes CECT 5344,84.7,84.7,72%,3.00E-16,34.66,4686340,NZ_HG916826.1
"Pantoea stewartii strain ZJ-FGZX1 plasmid unnamed2, complete sequence",Pantoea stewartii,84.7,84.7,81%,3.00E-16,30,106454,NZ_CP049117.1
"Xanthomonas massiliensis strain SN8, whole genome shotgun sequence",Xanthomonas massiliensis,84.7,84.7,72%,4.00E-16,34.09,1618547,NZ_FCOY01000006.1
"Spongiibacter tropicus DSM 19543 G411DRAFT_scaffold00006.6_C, whole genome shotgun sequence",Spongiibacter tropicus DSM 19543,84.7,84.7,72%,4.00E-16,35.23,218170,NZ_ATUS01000006.1
"Solimonas terrae strain KIS83-12 NODE_7_length_336718_cov_62.338883, whole genome shotgun sequence",Solimonas terrae,84.3,84.3,71%,4.00E-16,36.57,336718,NZ_JAAMOW010000007.1
"Alcanivorax dieselolei B5, complete sequence",Alcanivorax dieselolei B5,84.3,84.3,72%,5.00E-16,35.23,4928223,NC_018691.1
"Stenotrophomonas acidaminiphila strain ZAC14D2_NAIMI4_2, complete genome",Stenotrophomonas acidaminiphila,84.3,84.3,72%,5.00E-16,35.8,4138297,NZ_CP012900.1
"Pseudomonas asiatica strain RYU5 RYU5_unitig_0, whole genome shotgun sequence",Pseudomonas asiatica,84,84,72%,6.00E-16,34.09,4196743,NZ_BLJF01000001.1
"Crenothrix polyspora isolate RSM_CP1, whole genome shotgun sequence",Crenothrix polyspora,84,84,72%,6.00E-16,32.95,7051,NZ_FUKI01000129.1
"Pseudomonas chloritidismutans AW-1 Scaffold_62_Contig_1, whole genome shotgun sequence",Pseudomonas chloritidismutans AW-1,84,84,67%,6.00E-16,35.37,121752,NZ_AOFQ01000058.1
"Cronobacter universalis NCTC 9529 chromosome, complete genome",Cronobacter universalis NCTC 9529,84,84,72%,7.00E-16,33.52,4307096,NZ_CP012257.1
"Cronobacter muytjensii ATCC 51329 chromosome, complete genome",Cronobacter muytjensii ATCC 51329,84,84,72%,7.00E-16,33.52,4364114,NZ_CP012268.1
"Pseudomonas saponiphila strain DSM 9751, whole genome shotgun sequence",Pseudomonas saponiphila,84,167,72%,7.00E-16,33.52,4645227,NZ_FNTJ01000001.1
"Alcanivorax mobilis strain MT13131 contig2, whole genome shotgun sequence",Alcanivorax mobilis,83.6,83.6,72%,9.00E-16,35.23,240553,NZ_NMQZ01000002.1
"Pseudomonas nabeulensis strain E10B contig00067, whole genome shotgun sequence",Pseudomonas nabeulensis,83.6,83.6,72%,9.00E-16,34.09,35811,NZ_QUZT01000067.1
"Luteimonas huabeiensis HB2 HB2_contig_14, whole genome shotgun sequence",Luteimonas huabeiensis HB2,83.2,83.2,72%,1.00E-15,34.66,150227,NZ_JAAN01000012.1
"Stenotrophomonas lactitubi strain YR347, whole genome shotgun sequence",Stenotrophomonas lactitubi,83.2,83.2,72%,1.00E-15,34.09,1951948,NZ_FZPB01000002.1
"Thiofilum flexile DSM 14609 A3IKDRAFT_scaffold_58.59, whole genome shotgun sequence",Thiofilum flexile DSM 14609,82.4,82.4,71%,2.00E-15,34.86,3316,NZ_KB904800.1
"Pseudomonas guguanensis strain JCM 18416, whole genome shotgun sequence",Pseudomonas guguanensis,82,82,72%,3.00E-15,35.23,447745,NZ_FNJJ01000003.1
"Zooshikella ganghwensis DSM 15267 F607DRAFT_scaffold00243.243_C, whole genome shotgun sequence",Zooshikella ganghwensis DSM 15267,80.5,80.5,80%,9.00E-15,30.1,4476,NZ_AUAF01000245.1
"Methylomagnum ishizawai strain 175, whole genome shotgun sequence",Methylomagnum ishizawai,80.1,80.1,82%,1.00E-14,31.19,4628900,NZ_FXAM01000001.1
"Arsenophonus nasoniae DSM 15247 G468DRAFT_scaffold00245.245_C, whole genome shotgun sequence",Arsenophonus nasoniae DSM 15247,79,79,54%,2.00E-14,35.61,1278,NZ_AUCC01000251.1
"Halomonas massiliensis strain Marseille-P2426T, whole genome shotgun sequence",Halomonas massiliensis,79.3,79.3,82%,2.00E-14,30.2,164040,NZ_LT699746.1
"Methyloterricola oryzae strain 73a EK23DRAFT_scaffold00005.5_C, whole genome shotgun sequence",Methyloterricola oryzae,79.3,79.3,67%,2.00E-14,32.93,250620,NZ_JYNS01000005.1
"Psychrobacter okhotskensis strain 5179-1A contig00027, whole genome shotgun sequence",Psychrobacter okhotskensis,78.2,78.2,72%,6.00E-14,32.95,48603,NZ_JABRVQ010000027.1
"Psychrobacter glaciei strain KCTC 42280 sequence10, whole genome shotgun sequence",Psychrobacter glaciei,77.8,77.8,72%,7.00E-14,32.95,49022,NZ_BMZR01000010.1
"Pseudomonas toyotomiensis strain JCM 15604, whole genome shotgun sequence",Pseudomonas toyotomiensis,77.8,77.8,72%,8.00E-14,35.23,216024,NZ_FOXK01000010.1
"Cellvibrio japonicus Ueda107, complete sequence",Cellvibrio japonicus Ueda107,77.8,77.8,50%,8.00E-14,37.9,4576573,NC_010995.1
"Psychrobacter pacificensis strain DSM 23406, whole genome shotgun sequence",Psychrobacter pacificensis,77.4,77.4,72%,1.00E-13,32.95,40269,NZ_FNAL01000022.1
"Rhodanobacter glycinis strain MO64, whole genome shotgun sequence",Rhodanobacter glycinis,77.4,77.4,72%,1.00E-13,32.95,205551,NZ_FOSR01000007.1
"Psychrobacter immobilis strain DSM 7229 Ga0215685_119, whole genome shotgun sequence",Psychrobacter immobilis,77.4,77.4,72%,1.00E-13,32.95,52091,NZ_QGGM01000019.1
"Psychrobacter celer strain DSM 23510 NODE_41_length_8731_cov_445.756, whole genome shotgun sequence",Psychrobacter celer,76.6,76.6,72%,2.00E-13,32.39,8731,NZ_JABASU010000041.1
"Sulfurivermis fontis strain JG42 chromosome, complete genome",Sulfurivermis fontis,76.3,139,50%,2.00E-13,37.5,3246214,NZ_AP018724.1
"Psychrobacter aquimaris strain DSM 16329 NODE_18_length_47822_cov_394.825, whole genome shotgun sequence",Psychrobacter aquimaris,76.3,76.3,72%,3.00E-13,32.39,47822,NZ_JABASR010000018.1
"Bermanella marisrubri strain RED65 plasmid pBma45, complete sequence",Bermanella marisrubri,75.5,75.5,75%,5.00E-13,28.26,44397,NZ_CP051184.1
"Psychrobacter proteolyticus strain HAMBI_2948 PPBPPCPG_13, whole genome shotgun sequence",Psychrobacter proteolyticus,75.1,75.1,71%,6.00E-13,33.71,7924,NZ_QLKS01000013.1
"Psychrobacter namhaensis strain DSM 16330 NODE_20_length_33506_cov_434.692, whole genome shotgun sequence",Psychrobacter namhaensis,75.1,75.1,71%,7.00E-13,33.71,33506,NZ_JABASS010000020.1
"Cellvibrio zantedeschiae strain KCTC 32239 sequence03, whole genome shotgun sequence",Cellvibrio zantedeschiae,75.1,75.1,50%,7.00E-13,37.1,609449,NZ_BMYZ01000003.1
"Alcanivorax mobilis strain MT13131 contig15, whole genome shotgun sequence",Alcanivorax mobilis,74.7,74.7,71%,8.00E-13,35.96,128691,NZ_NMQZ01000015.1
"Allochromatium palmeri strain DSM 15591 NODE_46_length_32752_cov_29.2452, whole genome shotgun sequence",Allochromatium palmeri,74.7,74.7,81%,8.00E-13,29.8,32752,NZ_WNKT01000046.1
"Psychrobacter piscatorii strain LQ58 contig64, whole genome shotgun sequence",Psychrobacter piscatorii,74.7,74.7,71%,8.00E-13,32.57,15932,NZ_LNDJ01000101.1
"Psychrobacter ciconiae strain MF31 MF31_ctg0012, whole genome shotgun sequence",Psychrobacter ciconiae,74.7,74.7,71%,1.00E-12,33.71,51625,NZ_JABUKA010000011.1
"Allochromatium vinosum DSM 180 plasmid pALVIN02, complete sequence",Allochromatium vinosum DSM 180,74.3,74.3,81%,1.00E-12,30.3,39929,NC_013862.1
"Alcanivorax indicus strain SW127, whole genome shotgun sequence",Alcanivorax indicus,74.3,74.3,52%,1.00E-12,35.66,2638783,NZ_QGMP01000001.1
"Pseudomonas panipatensis strain CCM 7469, whole genome shotgun sequence",Pseudomonas panipatensis,74.3,74.3,72%,1.00E-12,32.39,13502,NZ_FNDS01000024.1
"Cellvibrio mixtus strain PSBB022 contig01, whole genome shotgun sequence",Cellvibrio mixtus,73.9,73.9,50%,2.00E-12,36.29,3161564,NZ_NHNI01000001.1
"Moraxella osloensis strain CCUG 350 plasmid unnamed4, complete sequence",Moraxella osloensis,73.6,73.6,72%,2.00E-12,32.39,81455,NZ_CP014235.1
"Psychrobacter sanguinis strain SM868 contig18, whole genome shotgun sequence",Psychrobacter sanguinis,73.6,73.6,72%,2.00E-12,31.82,23153,NZ_WFKQ01000018.1
"Acinetobacter gerneri DSM 14967 = CIP 107464 acLZs-supercont1.10, whole genome shotgun sequence",Acinetobacter gerneri DSM 14967 = CIP 107464,73.2,73.2,80%,3.00E-12,28.06,12211,NZ_KB849515.1
"Thiomicrospira microaerophila strain ASL8-2 NA59DRAFT_scaffold00061.61_C, whole genome shotgun sequence",Thiomicrospira microaerophila,72.4,72.4,67%,5.00E-12,29.27,9160,NZ_JYNN01000068.1
"Pseudomonas caeni DSM 24390 H591DRAFT_scaffold00018.18_C, whole genome shotgun sequence",Pseudomonas caeni DSM 24390,72.4,72.4,72%,5.00E-12,31.25,8966,NZ_ATXQ01000018.1
"Psychrobacter urativorans strain R310.10B plasmid 5, complete sequence",Psychrobacter urativorans,72,72,71%,7.00E-12,32,49020,NZ_CP012711.1
"Psychrobacter cryohalolentis K5 plasmid 1, complete sequence",Psychrobacter cryohalolentis K5,72,72,71%,7.00E-12,32,41221,NC_007968.1
"Xanthomonas axonopodis pv. vasculorum strain CFBP5823 Xava-CFBP5823-G1091, whole genome shotgun sequence",,72,72,72%,7.00E-12,31.82,13724,NZ_MDCD01000095.1
"Vibrio tasmaniensis strain LMG 20012 645600082, whole genome shotgun sequence",Vibrio tasmaniensis,71.6,71.6,71%,1.00E-11,28,4573,NZ_VARQ01000082.1
"Arsenophonus nasoniae DSM 15247 G468DRAFT_scaffold00164.164_C, whole genome shotgun sequence",Arsenophonus nasoniae DSM 15247,71.2,71.2,72%,1.00E-11,27.84,2674,NZ_AUCC01000170.1
"Methylomagnum ishizawai strain 175, whole genome shotgun sequence",Methylomagnum ishizawai,71.2,71.2,82%,1.00E-11,28.71,265532,NZ_FXAM01000003.1
"Salinibius halmophilus strain WDS2A16A WDS2A16A_scaffold1, whole genome shotgun sequence",Salinibius halmophilus,71.2,71.2,49%,1.00E-11,35,369484,NZ_QPEP01000001.1
"Natronospirillum operosum strain G-116 NODE_9, whole genome shotgun sequence",Natronospirillum operosum,71.2,71.2,50%,1.00E-11,33.06,148569,NZ_SRMF01000009.1
"Xanthomonas euroxanthea isolate Xanthomonas sp. CPBF 426 plasmid 2, complete sequence",Xanthomonas euroxanthea,70.9,70.9,75%,2.00E-11,31.52,17394,NZ_LR824640.1
"Pseudomonas zeshuii strain 89C1 NODE_16_length_38257_cov_162.347286, whole genome shotgun sequence",Pseudomonas zeshuii,70.5,70.5,72%,2.00E-11,29.55,38257,NZ_JAAMQY010000016.1
"Agitococcus lubricus strain DSM 5822 Ga0183448_129, whole genome shotgun sequence",Agitococcus lubricus,70.1,70.1,71%,4.00E-11,30.29,12926,NZ_QAON01000029.1
"Alcanivorax gelatiniphagus strain MEBiC 08158 ALTA_44, whole genome shotgun sequence",Alcanivorax gelatiniphagus,69.7,69.7,71%,5.00E-11,33.71,331600,NZ_VCQT01000044.1
