Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
MULTISPECIES: ParA family protein [Clostridium],Clostridium,87,87,92%,4.00E-17,30.15,260,WP_009064920.1
ParA family protein [Acidithiobacillus ferridurans],Acidithiobacillus ferridurans,87,87,86%,4.00E-17,32.07,256,WP_126605345.1
ParA family protein [Saccharothrix variisporea],Saccharothrix variisporea,87.4,87.4,85%,4.00E-17,30.36,280,WP_170199782.1
ParA family protein [Luteimonas terricola],Luteimonas terricola,87,87,65%,4.00E-17,34.97,262,WP_132985869.1
ParA family protein [Sedimentisphaera cyanobacteriorum],Sedimentisphaera cyanobacteriorum,87.4,87.4,71%,4.00E-17,29.58,286,WP_077538459.1
ParA family protein [Bradyrhizobium liaoningense],Bradyrhizobium liaoningense,86.7,86.7,87%,4.00E-17,29.29,254,WP_061883145.1
ParA family protein [Sulfurirhabdus autotrophica],Sulfurirhabdus autotrophica,86.7,86.7,88%,4.00E-17,28.81,247,WP_124944907.1
AAA family ATPase [Raoultibacter timonensis],Raoultibacter timonensis,87.8,87.8,85%,5.00E-17,30.83,308,WP_180995338.1
ParA family protein [Xanthomonas populi],Xanthomonas populi,87,87,62%,5.00E-17,37.64,265,WP_128417897.1
MULTISPECIES: ParA family protein [Vibrio],Vibrio,86.7,86.7,86%,5.00E-17,28.98,259,WP_005448395.1
AAA family ATPase [Gemmobacter aquatilis],Gemmobacter aquatilis,87,87,95%,5.00E-17,29.32,274,WP_091295793.1
MULTISPECIES: ParA family protein [Vibrio],Vibrio,86.7,86.7,86%,6.00E-17,28.98,259,WP_006741712.1
ParA family protein [Luteimonas arsenica],Luteimonas arsenica,86.7,86.7,62%,6.00E-17,36.99,262,WP_133000228.1
AAA family ATPase [Parapontixanthobacter aurantiacus],Parapontixanthobacter aurantiacus,86.7,86.7,92%,6.00E-17,30.08,260,WP_160684598.1
AAA family ATPase [Crenobacter sedimenti],Crenobacter sedimenti,86.7,86.7,89%,6.00E-17,30.16,258,WP_163316572.1
ParA family protein [Defluviimonas denitrificans],Defluviimonas denitrificans,86.7,86.7,70%,6.00E-17,33.5,269,WP_105514820.1
ParA family protein [Keratinibaculum paraultunense],Keratinibaculum paraultunense,86.3,86.3,85%,6.00E-17,30.33,257,WP_132029281.1
AAA family ATPase [Vibrio diabolicus],Vibrio diabolicus,86.3,86.3,86%,7.00E-17,28.98,259,WP_167426336.1
MULTISPECIES: ParA family protein [Roseburia],Roseburia,86.3,86.3,85%,7.00E-17,30.51,255,WP_022045006.1
ParA family protein [Xanthomonas fragariae],Xanthomonas fragariae,86.3,86.3,62%,8.00E-17,37.85,265,WP_002808428.1
ParA family protein [Methylohalobius crimeensis],Methylohalobius crimeensis,86.3,86.3,92%,8.00E-17,29.89,267,WP_022950174.1
ParA family protein [Lysobacter dokdonensis],Lysobacter dokdonensis,86.7,86.7,61%,8.00E-17,37.21,273,WP_052116271.1
ParA family protein [Paracoccus sanguinis],Paracoccus sanguinis,86.3,86.3,92%,8.00E-17,34.62,262,WP_036734405.1
ParA family protein [Acidithiobacillus thiooxidans],Acidithiobacillus thiooxidans,85.9,85.9,86%,8.00E-17,31.06,256,WP_153940418.1
ParA family protein [Ruminococcus bromii],Ruminococcus bromii,85.9,85.9,92%,9.00E-17,30.12,255,WP_101028299.1
MULTISPECIES: ParA family protein [Vibrio],Vibrio,85.9,85.9,86%,9.00E-17,29.55,259,WP_005380505.1
MULTISPECIES: ParA family protein [Veillonella],Veillonella,85.9,85.9,92%,9.00E-17,31.15,257,WP_016476260.1
ParA family protein [Leptospira saintgironsiae],Leptospira saintgironsiae,85.9,85.9,93%,9.00E-17,30.6,253,WP_100708675.1
AAA family ATPase [Arthrobacter alpinus],Arthrobacter alpinus,85.9,85.9,87%,1.00E-16,30,259,WP_044578524.1
AAA family ATPase [Marinobacterium nitratireducens],Marinobacterium nitratireducens,85.9,85.9,87%,1.00E-16,29.06,251,WP_188861291.1
ParA family protein [Leptospira sarikeiensis],Leptospira sarikeiensis,85.9,85.9,83%,1.00E-16,32.08,253,WP_135649037.1
ParA family protein [Cystobacter fuscus],Cystobacter fuscus,85.9,85.9,92%,1.00E-16,31.06,263,WP_002621363.1
ParA family protein [Veillonella caviae],Veillonella caviae,85.9,85.9,70%,1.00E-16,34.52,256,WP_127135011.1
ParA family protein [Maribacter algicola],Maribacter algicola,85.9,85.9,83%,1.00E-16,33.05,257,WP_125223623.1
MULTISPECIES: ParA family protein [Collinsella],Collinsella,85.9,85.9,85%,1.00E-16,30.71,266,WP_022093800.1
ParA family protein [Methylacidiphilum kamchatkense],Methylacidiphilum kamchatkense,85.9,85.9,85%,1.00E-16,27.8,254,WP_039721235.1
MULTISPECIES: ParA family protein [Rhodobaca],Rhodobaca,85.9,85.9,85%,1.00E-16,30.83,268,WP_100319059.1
AAA family ATPase [Gluconobacter morbifer],Gluconobacter morbifer,86.3,86.3,92%,1.00E-16,31.3,280,WP_175282606.1
ParA family protein [Rhodobacter veldkampii],Rhodobacter veldkampii,85.9,85.9,92%,1.00E-16,31.52,275,WP_107324615.1
AAA family ATPase [Paracoccus sphaerophysae],Paracoccus sphaerophysae,85.9,85.9,95%,1.00E-16,33.7,268,WP_036716269.1
ParA family protein [Vibrio mytili],Vibrio mytili,85.9,85.9,86%,1.00E-16,28.98,259,WP_041155665.1
ParA family protein [Aliifodinibius roseus],Aliifodinibius roseus,85.9,85.9,85%,1.00E-16,30.8,258,WP_073059962.1
ParA family protein [Hydrogeniiclostidium mannosilyticum],Hydrogeniiclostidium mannosilyticum,85.5,85.5,92%,1.00E-16,30.77,254,WP_112333132.1
AAA family ATPase [Sphingomonas kaistensis],Sphingomonas kaistensis,85.5,85.5,91%,1.00E-16,32.18,259,WP_168067627.1
ParA family protein [Rhodobacter maris],Rhodobacter maris,85.9,85.9,92%,1.00E-16,30.74,273,WP_097069817.1
ParA family protein [Xanthomonas oryzae],Xanthomonas oryzae,85.9,85.9,62%,1.00E-16,37.5,265,WP_047340234.1
MULTISPECIES: ParA family protein [Luteovulum],Luteovulum,85.9,85.9,92%,1.00E-16,28.63,273,WP_108220857.1
MULTISPECIES: ParA family protein [Myxococcus],Myxococcus,85.5,85.5,92%,1.00E-16,30.19,263,WP_044901016.1
MULTISPECIES: ParA family protein [Dialister],Dialister,85.5,85.5,92%,1.00E-16,28.63,252,WP_022383274.1
MULTISPECIES: ParA family protein [Myxococcus],Myxococcus,85.9,85.9,92%,1.00E-16,30.19,267,WP_046718730.1
ParA family protein [Qipengyuania marisflavi],Qipengyuania marisflavi,85.5,85.5,73%,1.00E-16,31.68,263,WP_138617639.1
MULTISPECIES: ParA family protein [Anaerotruncus],Anaerotruncus,85.5,85.5,85%,1.00E-16,30.93,258,WP_066455727.1
MULTISPECIES: ParA family protein [Vibrio],Vibrio,85.5,85.5,86%,1.00E-16,28.28,258,WP_005471673.1
AAA family ATPase [Pseudopuniceibacterium antarcticum],Pseudopuniceibacterium antarcticum,85.5,85.5,86%,2.00E-16,28.75,269,WP_193079961.1
MULTISPECIES: ParA family protein [Megasphaera],Megasphaera,85.5,85.5,61%,2.00E-16,34.48,258,WP_059076257.1
AAA family ATPase [Microlunatus speluncae],Microlunatus speluncae,87,87,83%,2.00E-16,32.17,385,WP_170304539.1
ParA family protein [Thermanaeromonas toyohensis],Thermanaeromonas toyohensis,85.1,85.1,85%,2.00E-16,32.5,253,WP_084666954.1
MULTISPECIES: ParA family protein [Megasphaera],Megasphaera,85.1,85.1,62%,2.00E-16,35.87,258,WP_036242952.1
AAA family ATPase [Aliiroseovarius sediminilitoris],Aliiroseovarius sediminilitoris,85.5,85.5,95%,2.00E-16,29.93,263,WP_177179368.1
AAA family ATPase [Luteimonas padinae],Luteimonas padinae,85.1,85.1,62%,2.00E-16,36.99,262,WP_189498262.1
MULTISPECIES: ParA family protein [Oleiagrimonas],Oleiagrimonas,85.1,85.1,62%,2.00E-16,36.81,263,WP_113065732.1
AAA family ATPase [Marivivens donghaensis],Marivivens donghaensis,85.1,85.1,59%,2.00E-16,38.41,262,WP_175580968.1
ParA family protein [Corynebacterium humireducens],Corynebacterium humireducens,85.9,85.9,82%,2.00E-16,30.26,292,WP_052437956.1
AAA family ATPase [Neobittarella massiliensis],Neobittarella massiliensis,85.1,85.1,85%,2.00E-16,31.54,259,WP_186488255.1
ParA family protein [Rivicola pingtungensis],Rivicola pingtungensis,85.1,85.1,84%,2.00E-16,32.05,263,WP_110390442.1
ParA family protein [Pseudoxanthomonas composti],Pseudoxanthomonas composti,85.1,85.1,62%,2.00E-16,36.78,266,WP_129470539.1
ParA family protein [Jeotgalibacillus proteolyticus],Jeotgalibacillus proteolyticus,84.7,84.7,85%,2.00E-16,29.66,253,WP_104059886.1
ParA family protein [Ruegeria sediminis],Ruegeria sediminis,85.1,85.1,92%,2.00E-16,31.91,267,WP_138843229.1
ParA family protein [Immundisolibacter cernigliae],Immundisolibacter cernigliae,85.1,85.1,88%,2.00E-16,31.47,257,WP_068802685.1
ParA family protein [Leptospira inadai],Leptospira inadai,84.7,84.7,93%,2.00E-16,30,253,WP_010416568.1
ParA family protein [Aureimonas altamirensis],Aureimonas altamirensis,85.1,85.1,61%,2.00E-16,33.14,261,WP_060610525.1
AAA family ATPase [Saccharothrix tamanrassetensis],Saccharothrix tamanrassetensis,85.5,85.5,85%,2.00E-16,29.05,279,WP_184690515.1
ParA family protein [Thermohalobacter berrensis],Thermohalobacter berrensis,84.7,84.7,85%,2.00E-16,30.25,257,WP_120169494.1
ParA family protein [Stigmatella aurantiaca],Stigmatella aurantiaca,85.1,85.1,92%,2.00E-16,29.66,263,WP_075006071.1
ParA family protein [Vibrio nereis],Vibrio nereis,84.7,84.7,86%,2.00E-16,27.87,258,WP_053397050.1
ParA family protein [Enterocloster aldenensis],Enterocloster aldenensis,84.7,84.7,85%,2.00E-16,30.29,256,WP_117563403.1
ParA family protein [Ghiorsea bivora],Ghiorsea bivora,85.1,85.1,85%,2.00E-16,28.39,263,WP_038247147.1
ParA family protein [Fluviibacterium aquatile],Fluviibacterium aquatile,85.1,85.1,85%,3.00E-16,31.82,266,WP_133342111.1
MULTISPECIES: ParA family protein [Vibrio],Vibrio,84.7,84.7,86%,3.00E-16,29.8,260,WP_004736223.1
ParA family protein [Luteimonas abyssi],Luteimonas abyssi,85.1,85.1,76%,3.00E-16,33.18,273,WP_058835858.1
ParA family protein [Verminephrobacter aporrectodeae],Verminephrobacter aporrectodeae,84.7,84.7,92%,3.00E-16,28.86,254,WP_010107514.1
ParA family protein [Pseudooceanicola algae],Pseudooceanicola algae,84.7,84.7,86%,3.00E-16,29.8,261,WP_147407683.1
ParA family protein [Luteimonas mephitis],Luteimonas mephitis,85.1,85.1,65%,3.00E-16,36.07,275,WP_051176092.1
MULTISPECIES: ParA family protein [Lysobacter],Lysobacter,85.1,85.1,65%,3.00E-16,39.67,269,WP_036191480.1
MULTISPECIES: ParA family protein [Eubacteriales],Eubacteriales,84.7,84.7,92%,3.00E-16,32.03,254,WP_066645848.1
ParA family protein [Ruegeria intermedia],Ruegeria intermedia,84.7,84.7,85%,3.00E-16,31.54,267,WP_149774099.1
ParA family protein [Solitalea koreensis],Solitalea koreensis,84.7,84.7,95%,3.00E-16,31.72,267,WP_142600553.1
ParA family protein [Paenirhodobacter enshiensis],Paenirhodobacter enshiensis,84.7,84.7,92%,3.00E-16,30.18,273,WP_036635434.1
MULTISPECIES: ParA family protein [Maribacter],Maribacter,84.7,84.7,83%,3.00E-16,33.04,257,WP_138259420.1
MULTISPECIES: ParA family protein [Cycloclasticus],Cycloclasticus,84.3,84.3,92%,3.00E-16,30.59,254,WP_015007015.1
ParA family protein [Vibrio orientalis],Vibrio orientalis,84.3,84.3,86%,3.00E-16,27.87,258,WP_004417136.1
ParA family protein [Arcanobacterium ihumii],Arcanobacterium ihumii,85.5,85.5,83%,3.00E-16,30.8,312,WP_124054729.1
ParA family protein [Oleiagrimonas soli],Oleiagrimonas soli,84.7,84.7,62%,3.00E-16,38.51,263,WP_043104173.1
ParA family protein [Vibrio panuliri],Vibrio panuliri,84.3,84.3,86%,3.00E-16,27.87,258,WP_075708960.1
