Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
MinD/ParA family protein [Sinimarinibacterium flocculans],Sinimarinibacterium flocculans,310,310,96%,3.00E-103,57.74,295,WP_110265845.1
MinD/ParA family protein [Pseudoxanthomonas dokdonensis],Pseudoxanthomonas dokdonensis,310,310,96%,4.00E-103,61.42,293,WP_057657371.1
MinD/ParA family protein [Oceanicoccus sagamiensis],Oceanicoccus sagamiensis,308,308,96%,6.00E-103,57.14,275,WP_085759606.1
MinD/ParA family protein [Pseudoalteromonas issachenkonii],Pseudoalteromonas issachenkonii,309,309,97%,6.00E-103,57.84,286,WP_058155097.1
P-loop NTPase [Shewanella denitrificans],Shewanella denitrificans,308,308,97%,9.00E-103,58.82,283,WP_198134644.1
P-loop NTPase [Shewanella carassii],Shewanella carassii,308,308,97%,1.00E-102,57.72,283,WP_188726019.1
MULTISPECIES: P-loop NTPase [Shewanella],Shewanella,308,308,97%,1.00E-102,57.72,283,WP_170946701.1
MinD/ParA family protein [Pseudoxanthomonas wuyuanensis],Pseudoxanthomonas wuyuanensis,308,308,95%,2.00E-102,61.51,293,WP_097120704.1
MinD/ParA family protein [Exilibacterium tricleocarpae],Exilibacterium tricleocarpae,307,307,97%,2.00E-102,57.62,275,WP_142903269.1
MULTISPECIES: P-loop NTPase [Shewanella],Shewanella,308,308,97%,2.00E-102,57.72,283,WP_177192640.1
P-loop NTPase [Mizugakiibacter sediminis],Mizugakiibacter sediminis,307,307,99%,3.00E-102,59.12,285,WP_201797487.1
MULTISPECIES: MinD/ParA family protein [Shewanella],Shewanella,307,307,97%,3.00E-102,57.72,294,WP_039035673.1
MULTISPECIES: MinD/ParA family protein [Shewanella],Shewanella,307,307,96%,4.00E-102,56.93,293,WP_133038539.1
P-loop NTPase [Thalassotalea piscium],Thalassotalea piscium,306,306,97%,5.00E-102,54.1,290,WP_184426362.1
P-loop NTPase [Hydrocarboniphaga effusa],Hydrocarboniphaga effusa,306,306,96%,6.00E-102,58.49,276,WP_192813002.1
MinD/ParA family protein [Moritella viscosa],Moritella viscosa,306,306,98%,1.00E-101,55.68,291,WP_045111348.1
MinD/ParA family protein [Lysobacter segetis],Lysobacter segetis,306,306,96%,1.00E-101,58.87,293,WP_133479866.1
MinD/ParA family protein [Moritella dasanensis],Moritella dasanensis,305,305,98%,2.00E-101,54.95,291,WP_017220963.1
P-loop NTPase [Shewanella halifaxensis],Shewanella halifaxensis,305,305,97%,2.00E-101,56.62,283,WP_190273640.1
P-loop NTPase [Thalassotalea profundi],Thalassotalea profundi,305,305,96%,2.00E-101,55.43,291,WP_189376617.1
P-loop NTPase [Rheinheimera baltica],Rheinheimera baltica,305,305,98%,2.00E-101,55.15,276,WP_205623280.1
MULTISPECIES: P-loop NTPase [Shewanella],Shewanella,305,305,97%,2.00E-101,57.35,283,WP_186300675.1
P-loop NTPase [Lysobacter xinjiangensis],Lysobacter xinjiangensis,305,305,96%,2.00E-101,58.11,289,WP_189446493.1
P-loop NTPase [Shewanella marisflavi],Shewanella marisflavi,305,305,97%,3.00E-101,57.35,283,WP_198387161.1
P-loop NTPase [Shewanella hanedai],Shewanella hanedai,305,305,97%,3.00E-101,56.78,283,WP_185972724.1
MinD/ParA family protein [Permianibacter aggregans],Permianibacter aggregans,304,304,97%,3.00E-101,56.72,281,WP_133589661.1
P-loop NTPase [Shewanella canadensis],Shewanella canadensis,304,304,97%,4.00E-101,56.99,283,WP_185826834.1
P-loop NTPase [Rheinheimera aquimaris],Rheinheimera aquimaris,304,304,98%,4.00E-101,54.78,276,WP_206109537.1
MULTISPECIES: P-loop NTPase [Shewanella],Shewanella,304,304,97%,4.00E-101,56.99,283,WP_174567622.1
P-loop NTPase [Shewanella insulae],Shewanella insulae,304,304,97%,4.00E-101,56.99,283,WP_181006265.1
MinD/ParA family protein [Nitrosococcus wardiae],Nitrosococcus wardiae,305,305,97%,4.00E-101,57.62,305,WP_134359638.1
MULTISPECIES: MinD/ParA family protein [Pseudoalteromonas],Pseudoalteromonas,304,304,96%,4.00E-101,57.68,286,WP_011327501.1
MinD/ParA family protein [Moritella marina],Moritella marina,304,304,98%,4.00E-101,55.31,291,WP_019441908.1
MinD/ParA family protein [Lysobacter spongiicola],Lysobacter spongiicola,304,304,96%,5.00E-101,59.25,294,WP_078759046.1
MULTISPECIES: P-loop NTPase [Shewanella],Shewanella,304,304,97%,5.00E-101,56.62,283,WP_190272107.1
P-loop NTPase [Nitrosococcus halophilus],Nitrosococcus halophilus,305,305,97%,6.00E-101,57.62,307,WP_203434415.1
MinD/ParA family protein [Rheinheimera tuosuensis],Rheinheimera tuosuensis,304,304,98%,6.00E-101,55.51,292,WP_097112259.1
MinD/ParA family protein [Shewanella putrefaciens],Shewanella putrefaciens,304,304,97%,6.00E-101,57.35,293,WP_011919601.1
P-loop NTPase [Shewanella donghaensis],Shewanella donghaensis,303,303,99%,7.00E-101,55.4,283,WP_193559195.1
P-loop NTPase [Shewanella corallii],Shewanella corallii,303,303,96%,7.00E-101,57.89,282,WP_205407280.1
P-loop NTPase [Shewanella sediminis],Shewanella sediminis,303,303,97%,7.00E-101,56.62,283,WP_190273223.1
MULTISPECIES: P-loop NTPase [Shewanella],Shewanella,303,303,97%,7.00E-101,56.62,283,WP_198134318.1
P-loop NTPase [Shewanella piezotolerans],Shewanella piezotolerans,303,303,97%,7.00E-101,56.62,283,WP_187148557.1
MinD/ParA family protein [Pseudoalteromonas ulvae],Pseudoalteromonas ulvae,303,303,96%,8.00E-101,56.55,285,WP_086743852.1
MULTISPECIES: P-loop NTPase [Shewanella],Shewanella,303,303,97%,9.00E-101,57.35,283,WP_172481239.1
P-loop NTPase [Shewanella psychrophila],Shewanella psychrophila,303,303,97%,9.00E-101,56.62,283,WP_179948422.1
MULTISPECIES: P-loop NTPase [Shewanella],Shewanella,303,303,97%,1.00E-100,56.99,283,WP_172588140.1
MinD/ParA family protein [Pseudoalteromonas tunicata],Pseudoalteromonas tunicata,303,303,96%,1.00E-100,57.14,285,WP_009837396.1
P-loop NTPase [Fontimonas thermophila],Fontimonas thermophila,303,303,98%,1.00E-100,54.78,279,WP_200769541.1
MULTISPECIES: MinD/ParA family protein [Pseudoalteromonas],Pseudoalteromonas,303,303,96%,1.00E-100,58.27,286,WP_070984548.1
MinD/ParA family protein [Nitrosococcus oceani],Nitrosococcus oceani,304,304,97%,1.00E-100,57.09,306,WP_002809099.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
"		",,,,,,,,
