Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Leptotrichia hongkongensis strain JMUB5056 chromosome, complete genome",Leptotrichia hongkongensis,57.8,57.8,90%,8.00E-09,20.38,2261073,NZ_AP019846.1
"Fusobacterium massiliense strain Marseille-P2749T, whole genome shotgun sequence",Fusobacterium massiliense,55.8,55.8,88%,3.00E-08,27.13,238105,NZ_LT608324.1
"Leptotrichia massiliensis strain Marseille-P3007T, whole genome shotgun sequence",Leptotrichia massiliensis,55.5,55.5,89%,4.00E-08,20.62,1669484,NZ_FNVZ01000005.1
"Cetobacterium somerae ATCC BAA-474 Scaffold37, whole genome shotgun sequence",Cetobacterium somerae ATCC BAA-474,55.1,55.1,88%,6.00E-08,25.66,92878,NZ_KI518170.1
"Fusobacterium necrogenes strain NCTC10723, whole genome shotgun sequence",Fusobacterium necrogenes,52.8,52.8,87%,3.00E-07,26.48,1927475,NZ_UGGU01000003.1
"Fusobacterium russii ATCC 25533 strain 593A G326DRAFT_scaffold00022.22, whole genome shotgun sequence",Fusobacterium russii ATCC 25533,52.4,52.4,90%,4.00E-07,24.63,31823,NZ_KB906927.1
"Fusobacterium hwasookii ChDC F206 chromosome, complete genome",Fusobacterium hwasookii ChDC F206,52,52,90%,5.00E-07,25.48,2424685,NZ_CP013336.1
"Fusobacterium periodonticum ATCC 33693 Scfld20, whole genome shotgun sequence",Fusobacterium periodonticum ATCC 33693,51.6,51.6,90%,8.00E-07,25,801742,NZ_GG665893.1
"Fusobacterium pseudoperiodonticum strain KCOM 1261 chromosome, complete genome",Fusobacterium pseudoperiodonticum,50.8,50.8,90%,1.00E-06,25,2372880,NZ_CP024699.1
"Fusobacterium canifelinum strain OH4460_COT-188 scaffold_35, whole genome shotgun sequence",Fusobacterium canifelinum,50.1,50.1,90%,2.00E-06,25.37,9399,NZ_RQYY01000036.1
"Fusobacterium mortiferum ATCC 9817 chromosome, complete genome",Fusobacterium mortiferum ATCC 9817,49.3,49.3,87%,5.00E-06,25.49,2716766,NZ_CP028102.1
"Fusobacterium nucleatum subsp. polymorphum strain NCTC10562 chromosome 1, complete sequence",Fusobacterium nucleatum subsp. polymorphum,49.3,49.3,90%,5.00E-06,25,2443126,NZ_LN831027.1
"Ilyobacter polytropus DSM 2926, complete sequence",Ilyobacter polytropus DSM 2926,48.1,48.1,89%,1.00E-05,26.2,2046464,NC_014632.1
"Fusobacterium varium ATCC 27725 chromosome, complete genome",Fusobacterium varium ATCC 27725,47.8,47.8,87%,1.00E-05,25.69,3303644,NZ_CP028103.1
"Cetobacterium ceti strain ATCC 700028, whole genome shotgun sequence",Cetobacterium ceti,47,47,62%,2.00E-05,25.27,3436,NZ_FUWX01000051.1
"Fusobacterium gonidiaformans ATCC 25563 chromosome, complete genome",Fusobacterium gonidiaformans ATCC 25563,47.4,47.4,87%,2.00E-05,24.8,1678881,NZ_CP028106.1
"Streptobacillus notomytis strain AHL 370-1 B-10-16_S9CLC_contig_618, whole genome shotgun sequence",Streptobacillus notomytis,45.1,45.1,14%,3.00E-05,53.66,682,NZ_LJRV01000524.1
"Fusobacterium ulcerans strain ATCC 49185 chromosome, complete genome",Fusobacterium ulcerans,46.6,46.6,89%,3.00E-05,25,3537675,NZ_CP028105.1
"Fusobacterium necrophorum subsp. funduliforme strain 1_1_36S chromosome, complete genome",Fusobacterium necrophorum subsp. funduliforme,46.6,46.6,87%,4.00E-05,24.51,2286018,NZ_CP028107.1
"Fusobacterium perfoetens ATCC 29250 T364DRAFT_scaffold00008.8_C, whole genome shotgun sequence",Fusobacterium perfoetens ATCC 29250,45.8,45.8,46%,6.00E-05,30.43,91976,NZ_JHXW01000010.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
"		",,,,,,,,
