6	257	29052	28315	ParC	JACLGO010000004	61.905	252	90	6	3.65e-86	288
6	257	2743882	2743145	ParC	HG916826	63.095	252	87	6	4.15e-86	288
6	253	4678843	4678130	ParC	HG916826	33.200	250	153	14	6.78e-30	125
6	257	255653	254916	ParC	BMNN01000002	61.508	252	91	6	4.22e-86	288
6	257	1007352	1008089	ParC	FOGN01000001	63.492	252	86	6	4.70e-86	288
6	257	148584	149321	ParC	RWYR01000010	63.095	252	87	6	5.06e-86	288
6	253	229789	229064	ParC	KE384407	63.710	248	84	6	1.78e-85	286
6	257	1353477	1352740	ParC	LT629763	62.302	252	89	6	8.09e-85	284
130	256	2680788	2681171	ParC	LT629763	35.938	128	81	1	1.62e-16	86.7
7	65	2680452	2680628	ParC	LT629763	55.932	59	26	0	1.18e-09	65.9
2	188	2187179	2186631	ParC	LT629763	25.000	188	135	6	2.86e-06	55.5
6	257	50382	49645	ParC	PPSK01000005	61.111	252	92	6	4.16e-84	282
6	257	583339	584076	ParC	NBYK01000001	60.714	252	93	6	2.48e-83	280
6	257	829696	830433	ParC	LMAZ01000001	59.921	252	95	6	5.02e-83	279
6	257	46392	47129	ParC	FOUD01000016	59.921	252	95	6	9.26e-83	278
4	257	71284	72024	ParC	QZCH01000005	58.268	254	99	7	7.67e-82	275
4	257	552013	551273	ParC	BDJF01000016	56.299	254	104	7	1.87e-80	271
1	257	374538	373792	ParC	NBOD01000002	56.031	257	105	8	7.09e-80	270
1	257	494904	494158	ParC	NBOF01000002	54.864	257	108	8	2.26e-79	268
6	257	1386326	1387063	ParC	FO203363	59.921	252	95	6	9.13e-79	267
7	256	3971635	3970916	ParC	FO203363	35.458	251	150	12	1.22e-34	139
1	205	2380884	2380294	ParC	FO203363	29.469	207	134	12	2.65e-11	70.9
6	257	65239	64502	ParC	ATXQ01000002	63.095	252	87	6	2.61e-78	265
6	257	30636	31373	ParC	AQHE01000019	54.762	252	108	6	3.65e-78	265
4	257	407211	407948	ParC	CP020465	53.937	254	109	8	4.50e-76	259
7	256	1921867	1922586	ParC	CP020465	31.076	251	161	12	1.78e-28	121
6	257	3567870	3567130	ParC	CP035467	53.571	252	112	5	8.67e-75	255
7	253	473454	474164	ParC	CP035467	34.274	248	151	12	1.11e-33	137
7	256	2871128	2871829	ParC	CP035467	27.200	250	166	16	6.06e-12	72.8
4	257	191987	192724	ParC	MUZU01000004	53.937	254	109	8	1.17e-74	255
6	257	3654773	3654033	ParC	FO082060	53.571	252	112	5	1.89e-74	254
7	253	354619	355329	ParC	FO082060	34.677	248	150	12	1.85e-34	139
7	256	1495224	1494523	ParC	FO082060	28.063	253	160	22	1.25e-11	72.0
4	257	27837	28577	ParC	CAOA01000144	57.874	254	100	7	1.47e-72	249
1	257	76130	76882	ParC	KB907714	54.475	257	111	6	1.42e-71	246
1	257	328463	329215	ParC	OBEB01000006	54.475	257	111	6	7.88e-71	244
6	257	2335108	2334371	ParC	CP014322	52.381	252	114	6	1.93e-62	220
7	256	4639103	4638384	ParC	CP014322	31.873	251	159	12	2.72e-28	121
6	257	1311995	1312723	ParC	CP045871	48.016	252	122	9	5.05e-61	216
7	256	127001	126288	ParC	CP045871	32.031	256	150	24	5.93e-27	117
6	257	1221	496	ParC	LOJT01000274	45.238	252	128	10	1.05e-54	197
7	256	18484	17753	ParC	CP006585	38.400	250	148	6	2.39e-43	165
8	253	940448	939741	ParC	CP006585	32.129	249	153	16	6.88e-26	114
7	257	3257584	3258291	ParC	CP006585	29.880	251	161	15	2.43e-16	86.3
131	253	3260005	3260376	ParC	CP006585	35.433	127	75	7	1.11e-12	75.1
7	51	3259651	3259785	ParC	CP006585	60.000	45	18	0	3.03e-05	52.4
4	50	3500616	3500753	ParC	CP006585	59.574	47	18	1	4.18e-05	52.0
10	65	1394766	1394930	ParC	CP006585	43.860	57	29	3	7.57e-05	51.2
7	256	1021993	1021262	ParC	KI632512	36.800	250	152	6	1.57e-42	162
10	256	2648855	2648145	ParC	KI632512	31.048	248	159	12	6.21e-28	120
7	256	248712	247984	ParC	AUBQ01000004	38.400	250	147	7	2.76e-42	162
7	256	16278	15559	ParC	SUMG01000019	37.052	251	146	12	5.28e-42	160
7	256	154205	154933	ParC	ATHI01000028	38.000	250	148	7	1.60e-41	159
6	256	587432	588154	ParC	FPKO01000009	36.508	252	148	12	1.67e-41	159
7	256	1463591	1462866	ParC	CM001368	37.200	250	149	8	2.50e-41	159
7	256	3245908	3245192	ParC	CM001368	36.719	256	139	23	1.71e-31	130
8	256	2788758	2789474	ParC	CM001368	29.200	250	165	12	2.59e-24	109
11	256	1616766	1617458	ParC	CM001368	31.707	246	153	15	1.73e-15	83.6
7	256	480655	481374	ParC	LT671417	36.653	251	147	12	2.60e-41	159
7	256	738740	739462	ParC	LT671417	28.295	258	160	25	3.53e-14	79.7
7	256	115190	114471	ParC	ACFE01000002	35.857	251	149	12	6.89e-41	157
7	256	1540560	1539841	ParC	CP001721	35.857	251	149	12	7.03e-41	157
7	256	376031	376756	ParC	WVUD01000001	38.976	254	139	16	2.09e-40	156
11	256	28032	27340	ParC	WVUD01000001	29.268	246	159	15	8.10e-14	78.6
7	256	4849212	4848493	ParC	CP003273	35.857	251	149	12	4.17e-40	155
7	256	7488	8207	ParC	CP016502	34.263	251	153	12	6.85e-40	155
7	256	15586	16305	ParC	RLII01000034	34.661	251	152	12	8.20e-40	154
7	256	655888	655160	ParC	QEHM01000003	38.340	253	143	13	1.50e-39	154
7	253	36666	35956	ParC	BASE01000029	36.694	248	145	12	1.54e-39	154
7	256	43386	42667	ParC	FOYZ01000018	34.661	251	152	12	1.60e-39	154
7	253	222015	221305	ParC	QVTD01000010	35.887	248	147	12	1.71e-39	154
7	253	7834	8544	ParC	CP003065	34.677	248	150	12	2.08e-39	153
7	256	12259	12978	ParC	CP036345	35.458	251	150	12	2.22e-39	153
7	256	147728	148459	ParC	OEQB01000004	36.653	251	151	8	2.56e-39	153
7	256	68483	69202	ParC	CACZYW010000004	33.068	251	156	12	2.89e-39	153
7	256	203652	202933	ParC	JPVN01000004	35.857	251	149	12	3.01e-39	153
7	256	23778	24497	ParC	QRCT01000023	34.524	252	151	14	3.67e-39	152
7	253	4586702	4585992	ParC	CP018866	35.081	248	149	12	3.76e-39	152
7	256	259772	260491	ParC	KV440950	35.458	251	150	12	3.94e-39	152
7	256	124627	125355	ParC	FNOB01000004	37.549	253	145	13	4.45e-39	152
7	256	19038	19757	ParC	AVCZ01000003	34.661	251	152	12	5.70e-39	152
7	253	6635	7345	ParC	CP025197	34.677	248	150	12	5.72e-39	152
7	256	15959	16678	ParC	FOYM01000024	36.905	252	145	14	5.82e-39	152
7	256	7986	8705	ParC	LLYX01000059	35.458	251	150	12	6.88e-39	152
7	253	144797	144087	ParC	PISE01000015	35.887	248	147	12	8.93e-39	151
7	253	18201	18911	ParC	QNQT01000002	35.484	248	148	12	9.40e-39	151
7	253	87021	86311	ParC	QGHH01000016	34.274	248	151	12	9.52e-39	151
7	256	125519	124800	ParC	AVNC01000018	33.466	251	155	12	9.54e-39	151
7	253	19657	20367	ParC	NSEB01000002	34.274	248	151	12	9.56e-39	151
7	256	16987	17706	ParC	FRAR01000016	35.857	251	149	12	9.72e-39	151
8	256	7053	6340	ParC	OCTQ01000003	35.200	250	149	13	1.29e-38	151
7	253	355507	354797	ParC	FNJU01000004	35.484	248	148	12	1.35e-38	151
7	253	19462	20172	ParC	SWBM01000002	35.887	248	147	12	1.43e-38	151
7	256	6032	5313	ParC	QYTW02000043	35.458	251	150	12	1.50e-38	150
8	256	19763	20479	ParC	RZTZ01000005	36.000	250	148	12	1.54e-38	150
7	253	17536	16826	ParC	BCVH01000031	35.887	248	147	12	1.64e-38	150
2	256	2151652	2152395	ParC	FO203522	34.118	255	161	7	2.31e-38	150
8	253	1038080	1037373	ParC	FO203522	32.661	248	153	14	3.99e-33	135
7	253	24762	25472	ParC	LDJR01000011	34.677	248	150	12	2.39e-38	150
7	256	18210	18929	ParC	VEKZ01000022	35.060	251	151	12	2.41e-38	150
7	256	6077	6796	ParC	NJGA01000030	35.458	251	150	12	2.57e-38	150
7	253	19894	20604	ParC	KE387244	35.484	248	148	12	2.61e-38	150
7	256	4005147	4004428	ParC	CP023704	35.458	251	150	12	2.61e-38	150
7	256	806244	806963	ParC	LT964761	35.060	251	151	12	2.79e-38	150
7	256	19626	20345	ParC	KB894697	35.060	251	151	12	3.06e-38	150
7	256	138418	139146	ParC	BMJV01000006	37.945	253	144	13	3.28e-38	150
7	256	51142	51870	ParC	CP054599	37.549	253	145	13	3.69e-38	150
7	256	39653	38934	ParC	JAAIUD010000013	33.068	251	156	12	4.50e-38	149
7	256	33546	32806	ParC	JAAIUD010000013	33.462	260	150	23	2.58e-29	124
7	256	4850884	4851603	ParC	KZ119601	35.060	251	151	12	4.55e-38	149
7	256	417913	418632	ParC	AYZR01000004	35.060	251	151	12	5.40e-38	149
7	253	11404	12114	ParC	AJLS01000050	35.484	248	148	12	5.69e-38	149
7	256	616742	617470	ParC	FZOC01000002	37.600	250	149	7	6.29e-38	149
7	256	5027457	5026738	ParC	CP024035	36.255	251	148	12	7.48e-38	149
7	253	45670	44960	ParC	BCUZ01000007	35.081	248	149	12	7.54e-38	149
7	256	128681	127962	ParC	AJTN02000193	34.661	251	152	12	7.73e-38	149
7	256	414353	415081	ParC	JONL01000003	34.800	250	156	7	8.87e-38	149
7	256	116088	116819	ParC	FUYA01000007	34.524	252	155	10	8.94e-38	149
7	256	696676	695957	ParC	PDOF01000003	34.661	251	152	12	9.49e-38	148
6	256	2999346	2998615	ParC	CP001649	33.992	253	156	11	1.02e-37	148
8	253	233	940	ParC	CP001649	30.769	247	159	12	4.74e-31	129
7	253	368708	369418	ParC	KV917374	35.887	248	147	12	1.02e-37	148
7	256	20910	21629	ParC	KK211281	34.661	251	152	12	1.12e-37	148
7	253	20274	20984	ParC	QYTV02000015	34.677	248	150	12	1.37e-37	148
7	256	202874	202155	ParC	AVCY01000005	34.263	251	153	12	1.37e-37	148
7	256	189548	188829	ParC	OBQC01000005	35.857	251	149	12	1.51e-37	148
7	253	1466265	1465555	ParC	JH556653	33.468	248	153	12	1.58e-37	148
8	253	96673	95966	ParC	CP053989	35.628	247	147	12	1.72e-37	148
7	253	1904282	1904992	ParC	CP041305	33.871	248	152	12	1.85e-37	147
7	256	239658	240386	ParC	FOGU01000005	37.549	253	145	13	1.87e-37	147
7	253	20883	21593	ParC	QVTE01000045	34.274	248	151	12	2.19e-37	147
7	253	18449	19159	ParC	BCVA01000053	35.081	248	149	12	2.24e-37	147
7	256	214154	214882	ParC	FOMC01000001	35.573	253	150	13	2.28e-37	147
7	256	6313	7032	ParC	QJTJ01000003	34.661	251	152	12	2.30e-37	147
7	256	24397	23678	ParC	AZGF01000017	33.865	251	154	12	2.36e-37	147
7	253	19729	20439	ParC	LMBW01000004	34.274	248	151	12	2.56e-37	147
7	256	77703	76975	ParC	FWFL01000005	35.573	253	150	13	2.58e-37	147
7	256	143536	144255	ParC	LOJF01000001	33.333	252	154	14	2.59e-37	147
7	256	15835	16554	ParC	AUMW01000016	34.661	251	152	12	2.62e-37	147
7	253	29193	28483	ParC	HE978523	34.677	248	150	12	2.68e-37	147
2	256	39415	40158	ParC	AUDC01000002	31.907	257	164	11	3.13e-37	147
7	253	123582	122872	ParC	JADCLJ010000018	34.677	248	150	12	3.40e-37	147
7	256	74123	74851	ParC	SKCI01000002	36.759	253	147	13	3.58e-37	147
7	253	291765	291055	ParC	JAAIWK010000001	34.677	248	150	12	3.64e-37	147
7	256	165373	164654	ParC	FOOX01000011	35.060	251	151	12	3.71e-37	147
7	256	19045	19764	ParC	SWLG01000028	33.865	251	154	12	3.83e-37	147
7	256	86467	85748	ParC	JWJE02000010	36.255	251	148	12	3.99e-37	147
7	256	56026	56745	ParC	GG698807	34.661	251	152	12	4.39e-37	146
7	253	112539	113249	ParC	LT904904	33.871	248	152	12	4.72e-37	146
7	253	49387	48677	ParC	BCVG01000012	35.484	248	148	12	4.77e-37	146
7	256	1187553	1188278	ParC	CP026538	41.667	252	135	12	6.23e-37	146
8	253	15609	16316	ParC	CP026538	29.555	247	162	12	3.23e-26	115
11	256	3860240	3860932	ParC	CP026538	30.081	246	157	15	3.42e-13	76.6
6	256	156819	157550	ParC	VDEK01000005	36.220	254	149	13	6.45e-37	146
7	256	114403	115122	ParC	CP045240	33.466	251	155	12	6.66e-37	146
7	253	19960	20670	ParC	JAAGVZ010000015	34.274	248	151	12	6.86e-37	146
7	256	175684	174965	ParC	BCWE01000003	35.060	251	151	12	7.17e-37	146
7	256	6552	5833	ParC	BJDM01000001	33.865	251	154	12	8.44e-37	145
7	256	2064668	2063949	ParC	LT629759	34.263	251	153	12	8.62e-37	145
7	256	22191	22910	ParC	CAJFZX010000013	35.060	251	151	12	8.91e-37	145
7	253	137252	136542	ParC	HG428747	34.274	248	151	12	9.91e-37	145
7	256	3756271	3755546	ParC	AP010904	41.270	252	136	12	1.05e-36	145
8	253	15537	16244	ParC	AP010904	29.555	247	162	12	3.23e-26	115
11	256	772397	771705	ParC	AP010904	30.894	246	155	15	1.64e-14	80.5
7	202	2708759	2709301	ParC	AP010904	33.333	198	113	19	1.63e-10	68.6
7	256	18482	17763	ParC	BCWA01000178	34.661	251	152	12	1.05e-36	145
7	253	122510	121800	ParC	HG942085	34.677	248	150	12	1.08e-36	145
7	256	60722	61450	ParC	FNCL01000007	36.759	253	147	13	1.11e-36	145
7	256	228636	229355	ParC	AP014680	33.068	251	156	12	1.16e-36	145
4	256	159123	158395	ParC	AZEH01000025	34.252	254	155	12	1.17e-36	145
7	253	109756	110466	ParC	KV917375	34.677	248	150	12	1.23e-36	145
7	256	41245	40517	ParC	PZKF01000012	36.759	253	147	13	1.29e-36	145
7	253	20814	21524	ParC	SWLZ01000036	34.274	248	151	12	1.31e-36	145
7	256	153071	153790	ParC	AP012544	35.060	251	151	12	1.36e-36	145
7	256	1679	960	ParC	JALP01000188	33.865	251	154	12	1.40e-36	145
7	256	43908	44627	ParC	CP040367	35.060	251	151	12	1.42e-36	145
7	256	198395	199114	ParC	AYZQ01000003	35.857	251	149	12	1.44e-36	145
6	256	60967	60236	ParC	QAOT01000007	36.220	254	149	13	1.51e-36	145
7	256	5550135	5549416	ParC	KV917369	34.263	251	153	12	1.53e-36	145
1	256	158729	157992	ParC	CABKVW010000005	32.567	261	156	20	1.61e-36	145
7	253	4373779	4373069	ParC	LS483476	34.274	248	151	12	1.87e-36	145
7	256	3092725	3093453	ParC	CP015230	35.573	253	150	13	2.18e-36	144
7	253	330226	329516	ParC	LQXN01000063	34.677	248	150	12	2.19e-36	144
7	256	20428	21147	ParC	VCRO01000002	33.466	251	155	12	2.22e-36	144
7	256	102513	101794	ParC	AWTT01000001	32.669	251	157	12	2.27e-36	144
4	256	41610	42338	ParC	BBJM01000009	33.071	254	158	12	2.60e-36	144
6	256	258482	259213	ParC	FXXP01000001	35.433	254	151	13	2.66e-36	144
7	51	966136	966270	ParC	FXXP01000001	60.000	45	18	0	2.50e-05	52.8
7	253	142029	141319	ParC	LMBZ01000011	33.871	248	152	12	2.75e-36	144
7	256	95342	96061	ParC	JAAXPN010000002	34.263	251	153	12	3.06e-36	144
7	253	84870	84160	ParC	PIQO01000018	34.677	248	150	12	3.52e-36	144
7	256	1608567	1607839	ParC	FXYE01000002	37.154	253	146	13	3.54e-36	144
7	256	23073	22354	ParC	AYYN01000089	33.865	251	154	12	3.55e-36	144
7	253	23824	24534	ParC	FNPI01000025	33.468	248	153	12	3.61e-36	144
7	253	130556	129846	ParC	VYKL01000045	34.677	248	150	12	3.63e-36	144
7	256	138449	137730	ParC	WXEY01000006	35.458	251	150	12	3.66e-36	144
7	256	42426	43145	ParC	WXEX01000013	35.857	251	149	12	3.70e-36	144
7	256	23732	23013	ParC	AYZJ01000003	35.060	251	151	12	3.98e-36	144
7	256	53201	52482	ParC	JQCE01000038	35.857	251	149	12	3.99e-36	144
7	253	18803	19513	ParC	NAZB01000032	34.677	248	150	12	4.22e-36	144
7	253	31950	31240	ParC	AJLR01000036	34.274	248	151	12	4.54e-36	144
7	256	144533	143814	ParC	AZFQ01000034	35.060	251	151	12	4.75e-36	144
7	256	2472137	2471415	ParC	AP012342	35.857	251	150	11	4.81e-36	144
7	256	3760553	3761272	ParC	KV917368	33.068	251	156	12	5.55e-36	143
7	256	16571	15852	ParC	WNKU01000029	34.263	251	153	12	5.72e-36	143
7	256	5217	5936	ParC	AZGM01000015	33.466	251	155	12	6.03e-36	143
7	256	672321	671593	ParC	FZOV01000002	37.008	254	145	15	6.64e-36	143
7	256	1080549	1079830	ParC	CP000930	35.060	251	151	12	6.78e-36	143
7	253	369986	369276	ParC	JACHHE010000004	33.065	248	154	12	7.03e-36	143
7	256	3274210	3273491	ParC	CP059540	33.068	251	156	12	7.45e-36	143
7	256	297034	297768	ParC	QMIE01000001	38.800	250	148	5	7.73e-36	143
7	257	94708	94001	ParC	QMIE01000001	29.084	251	163	15	1.87e-15	83.6
7	256	51831	51112	ParC	AZFT01000030	32.271	251	158	12	8.29e-36	143
7	256	2942290	2941571	ParC	KZ293963	34.661	251	152	12	8.77e-36	143
7	256	26108	25389	ParC	JADBEL010000028	33.865	251	154	12	9.05e-36	142
7	256	10687	9965	ParC	CACWQI010000004	33.865	251	155	11	9.12e-36	142
6	256	108085	108804	ParC	JACHGW010000001	35.294	255	146	19	9.28e-36	142
7	256	3601524	3600805	ParC	CP000612	34.263	251	153	12	9.28e-36	142
7	253	952289	952999	ParC	CP000612	31.474	251	154	18	1.31e-21	101
7	256	1667421	1666702	ParC	LN898144	33.068	251	156	12	9.55e-36	142
7	256	18484	19203	ParC	SWFM01000008	33.068	251	156	12	9.57e-36	142
7	256	17649	18368	ParC	LWAG01000064	34.661	251	152	12	1.03e-35	142
7	256	608822	609541	ParC	JQBW01000010	33.466	251	155	12	1.03e-35	142
7	256	3107830	3108549	ParC	NQYF01000001	34.661	251	152	12	1.04e-35	142
7	256	17175	17894	ParC	LILC01000015	33.865	251	154	12	1.04e-35	142
7	253	408957	408247	ParC	LJJC01000006	34.274	248	151	12	1.06e-35	142
7	256	89930	90649	ParC	CP044534	33.466	251	155	12	1.39e-35	142
7	256	19244	19966	ParC	QGHB01000005	35.458	251	151	11	1.45e-35	142
7	253	51010	50300	ParC	KB893994	34.274	248	151	12	1.48e-35	142
7	253	7283	6573	ParC	ATAE01000051	33.871	248	152	12	1.51e-35	142
7	253	3851364	3850654	ParC	CP001878	33.871	248	152	12	1.55e-35	142
7	256	1422414	1421692	ParC	OBMB01000001	34.252	254	150	17	1.76e-35	142
8	49	1115001	1115126	ParC	OBMB01000001	66.667	42	14	0	1.01e-07	60.1
7	256	390063	389344	ParC	GL833110	34.661	251	152	12	1.84e-35	142
7	256	45190	45918	ParC	FWFO01000005	35.968	253	149	13	1.91e-35	142
4	256	1300308	1301036	ParC	CP042371	32.283	254	160	12	1.95e-35	142
7	256	301032	300310	ParC	CABIXL010000004	33.466	251	156	11	2.03e-35	142
7	256	15127	14408	ParC	AZFY01000151	33.466	251	155	12	2.08e-35	142
7	256	102806	102087	ParC	NCTA01000028	33.466	251	155	12	2.26e-35	142
7	256	13785	14504	ParC	BMDS01000008	32.819	259	146	28	2.36e-35	141
7	253	25489	26199	ParC	ANNK01000001	33.871	248	152	12	2.43e-35	141
7	253	418784	418074	ParC	NESS01000004	33.468	248	153	12	2.48e-35	141
7	256	31130	30411	ParC	AYYY01000055	33.068	251	156	12	2.55e-35	141
7	256	11827	11108	ParC	BJEB01000028	32.669	251	157	12	2.60e-35	141
7	256	63285	62566	ParC	GG700733	33.068	251	156	12	2.62e-35	141
7	256	138005	137277	ParC	PVUF01000002	35.178	253	151	13	2.67e-35	141
7	256	21896	21177	ParC	PYWN01000030	34.263	251	153	12	3.07e-35	141
7	253	4371	3661	ParC	BCVW01000030	33.871	248	152	12	3.27e-35	141
7	253	17161	17871	ParC	MPDK01000025	33.468	248	153	12	3.47e-35	141
7	253	306	1016	ParC	WKKI01000034	33.468	248	153	12	3.47e-35	141
7	256	36682	37401	ParC	OUNR01000012	36.255	251	148	12	3.59e-35	141
7	256	36335	35616	ParC	RHOI01000002	35.060	251	151	12	3.83e-35	141
7	256	89388	88669	ParC	ANAG01000014	34.263	251	153	12	3.86e-35	141
7	256	15858	15139	ParC	FNDC01000025	32.271	251	158	12	4.56e-35	140
7	256	8025	8744	ParC	AZEY01000053	33.466	251	155	12	4.60e-35	140
7	256	252354	253073	ParC	AZDJ01000003	34.661	251	152	12	4.73e-35	140
7	256	47681	48409	ParC	OBMN01000006	34.646	254	151	15	4.86e-35	140
7	253	94500	93790	ParC	WMIB01000011	33.468	248	153	12	5.24e-35	140
7	256	37321	36602	ParC	AUHP01000015	34.263	251	153	12	5.68e-35	140
7	256	478649	477930	ParC	KE386943	33.068	251	156	12	5.68e-35	140
7	253	26125	25415	ParC	LQYI01000013	33.468	248	153	12	5.82e-35	140
7	257	176712	177437	ParC	CP005077	33.071	254	155	15	5.85e-35	140
7	256	162469	161750	ParC	JONT01000003	34.263	251	153	12	6.79e-35	140
7	253	167907	167197	ParC	BMFK01000005	33.871	248	152	12	7.12e-35	140
7	256	623290	622571	ParC	NETJ01000004	32.669	251	157	12	7.14e-35	140
6	256	2246316	2247038	ParC	HF951689	36.111	252	149	12	7.22e-35	140
7	253	13788	14498	ParC	CP012502	31.855	248	157	12	7.43e-35	140
7	256	4411033	4410311	ParC	CP065435	37.450	251	146	11	7.50e-35	140
4	256	44871	44143	ParC	AYYH01000004	33.465	254	157	12	7.74e-35	140
7	256	1554038	1553319	ParC	CP041364	34.661	251	152	12	7.79e-35	140
7	256	20638	21357	ParC	AZGD01000037	33.068	251	156	12	9.38e-35	140
7	256	189636	190364	ParC	PZZW01000005	37.402	254	144	15	9.58e-35	140
7	256	195894	195166	ParC	NTJD01000005	35.178	253	151	13	1.02e-34	140
7	256	118129	118857	ParC	OMOJ01000002	34.387	253	153	13	1.03e-34	140
7	253	5447	4737	ParC	RBVX01000099	31.048	248	159	12	1.03e-34	139
7	253	27311	28021	ParC	RBVX01000051	31.048	248	159	12	1.04e-34	139
8	253	54895	55602	ParC	KI519509	35.223	247	148	12	1.07e-34	139
8	253	1902810	1903517	ParC	CP001147	35.223	247	148	12	1.08e-34	139
7	256	1805399	1806118	ParC	CP001147	31.349	252	159	14	2.51e-25	112
7	253	1347461	1346751	ParC	MVJM01000002	33.871	248	152	12	1.15e-34	139
7	253	48185	48895	ParC	AUCI01000016	31.452	248	158	12	1.17e-34	139
7	253	17988	18698	ParC	SCFM01000019	33.468	248	153	12	1.20e-34	139
7	256	1598974	1599705	ParC	CP000112	37.600	250	150	6	1.23e-34	139
7	256	25892	25173	ParC	CP000112	36.255	251	148	12	5.14e-34	137
7	253	25081	25791	ParC	FNIL01000005	32.661	248	155	12	1.29e-34	139
7	253	84227	83517	ParC	AUFO01000023	32.258	248	156	12	1.35e-34	139
7	256	21255	20536	ParC	BCMJ01000004	32.271	251	158	12	1.35e-34	139
7	256	29739	30458	ParC	AYYO01000016	33.068	251	156	12	1.39e-34	139
7	256	20761	21480	ParC	AFTL01000003	32.271	251	158	12	1.43e-34	139
7	256	192513	193241	ParC	WHUT02000007	33.992	253	154	13	1.57e-34	139
7	257	3018	2296	ParC	BCVS01000130	34.524	252	153	12	1.59e-34	139
4	256	298834	298106	ParC	AYZE01000008	33.465	254	157	12	1.60e-34	139
7	256	4487974	4488702	ParC	CP012661	35.573	253	150	13	1.62e-34	139
7	45	4006127	4006011	ParC	CP012661	71.795	39	11	0	4.02e-06	55.1
7	50	1083530	1083661	ParC	CP012661	59.091	44	18	0	3.47e-05	52.0
4	256	13853	14581	ParC	AZDX01000022	33.465	254	157	12	1.65e-34	139
6	256	20721	21443	ParC	AUCK01000007	30.952	252	162	12	1.70e-34	139
7	253	19283	19993	ParC	BAUT01000020	33.468	248	153	12	1.80e-34	139
4	256	88506	89234	ParC	AZGB01000016	33.465	254	157	12	1.83e-34	139
7	256	64840	64121	ParC	KI271595	33.466	251	155	12	2.00e-34	139
7	257	199459	200184	ParC	CP005078	33.071	254	155	15	2.02e-34	139
7	256	17594	18322	ParC	SAVA01000004	35.968	253	149	13	2.16e-34	139
7	256	88104	87385	ParC	AZEI01000082	33.068	251	156	12	2.21e-34	139
7	253	1323069	1322344	ParC	CP039543	37.247	247	150	5	2.31e-34	139
8	256	3241192	3241908	ParC	CP039543	30.400	250	162	12	1.57e-28	122
7	257	1829873	1830580	ParC	CP039543	29.880	251	161	15	2.55e-16	85.9
7	256	3465413	3464685	ParC	FSRL01000001	35.573	253	150	13	2.42e-34	139
7	256	581232	580513	ParC	LGUE01000008	32.669	251	157	12	2.59e-34	139
7	256	19858	20580	ParC	WMBA01000098	35.060	251	152	11	2.61e-34	138
7	256	38138	37419	ParC	AYZK01000003	34.661	251	152	12	2.71e-34	138
7	256	90961	90239	ParC	FNVC01000006	37.052	251	147	11	2.78e-34	138
7	253	1187229	1187948	ParC	CP014327	35.200	250	149	13	2.93e-34	138
7	256	12791	13510	ParC	AYYX01000025	32.669	251	157	12	3.03e-34	138
7	253	3603973	3604683	ParC	CP001087	36.546	249	144	14	3.13e-34	138
