Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Azospirillum ramasamyi strain M2T2B2 chromosome, complete genome",Azospirillum ramasamyi,374,374,96%,2.00E-116,69.78,2705409,NZ_CP029829.1
"Defluviicoccus vanus strain Ben 114 chromosome, complete genome",Defluviicoccus vanus,374,374,96%,2.00E-116,67.91,4156012,NZ_CP053923.1
"Azospirillum brasilense strain Sp 7 Ga0060187_unitig_1_quiver.10, whole genome shotgun sequence",Azospirillum brasilense,372,372,88%,1.00E-115,75.82,1148496,NZ_VISK01000010.1
"Azospirillum oleiclasticum strain RWY-5-1-1 contig27, whole genome shotgun sequence",Azospirillum oleiclasticum,372,372,89%,1.00E-115,73.39,223809,NZ_JABFFR010000027.1
"Indioceanicola profundi strain SCSIO 08040 chromosome, complete genome",Indioceanicola profundi,372,372,96%,1.00E-115,68.66,3440599,NZ_CP030126.1
"Azospirillum halopraeferens DSM 3675 G472DRAFT_scaffold00001.1_C, whole genome shotgun sequence",Azospirillum halopraeferens DSM 3675,370,370,89%,4.00E-115,72.98,778219,NZ_AUCF01000001.1
"Geminicoccus roseus DSM 18922 GemroDRAFT_scaffold1.1, whole genome shotgun sequence",Geminicoccus roseus DSM 18922,370,370,89%,5.00E-115,73.39,5421495,NZ_KE386572.1
"Aliidongia dinghuensis strain CGMCC 1.15725 sequence28, whole genome shotgun sequence",Aliidongia dinghuensis,370,370,89%,7.00E-115,71.89,66461,NZ_BMJQ01000028.1
"Rhodospirillum centenum strain DSM 8284 Ga0394284_08, whole genome shotgun sequence",Rhodospirillum centenum,368,368,96%,2.00E-114,67.16,160795,NZ_JACIGH010000008.1
"Niveispirillum irakense DSM 11586 G473DRAFT_scaffold00001.1, whole genome shotgun sequence",Niveispirillum irakense DSM 11586,368,368,96%,2.00E-114,67.54,1048947,NZ_KE386933.1
"Azospirillum thermophilum strain CFH 70021 chromosome 2, complete sequence",Azospirillum thermophilum,368,368,96%,3.00E-114,67.91,2538983,NZ_CP029353.1
"Stella humosa strain ATCC 43930 chromosome, complete genome",Stella humosa,366,366,97%,2.00E-113,67.53,5832650,NZ_AP019700.1
"Rubellimicrobium mesophilum DSM 19309 scaffold18, whole genome shotgun sequence",Rubellimicrobium mesophilum DSM 19309,363,363,89%,1.00E-112,71.49,81154,NZ_KK088558.1
"Limimonas halophila strain DSM 25584, whole genome shotgun sequence",Limimonas halophila,361,361,89%,8.00E-112,70.97,540936,NZ_FNCE01000002.1
"Rubellimicrobium rubrum strain YIM 131921 Scaffold39_1, whole genome shotgun sequence",Rubellimicrobium rubrum,360,360,89%,2.00E-111,71.2,23514,NZ_VDFU01000041.1
"Rhodovibrio salinarum DSM 9154 RHOSADRAFT_scaffold1.1, whole genome shotgun sequence",Rhodovibrio salinarum DSM 9154,359,359,86%,4.00E-111,71.67,4176524,NZ_KI911559.1
"Arboricoccus pini strain B29T1, whole genome shotgun sequence",Arboricoccus pini,358,358,89%,7.00E-111,71.49,242888,NZ_FYEH01000007.1
"Fluviibacterium aquatile strain SM1902 SM1902_scaffold30, whole genome shotgun sequence",Fluviibacterium aquatile,358,358,89%,7.00E-111,70.16,43217,NZ_SMZO01000030.1
"Mangrovicoccus ximenensis strain T1lg56 NODE_26, whole genome shotgun sequence",Mangrovicoccus ximenensis,358,358,97%,8.00E-111,67.29,100472,NZ_QBKZ01000026.1
"Pseudooceanicola antarcticus strain CGMCC 1.12662, whole genome shotgun sequence",Pseudooceanicola antarcticus,357,357,89%,1.00E-110,70.4,165813,NZ_OBEA01000008.1
"Hwanghaeicola aestuarii strain DSM 22009 LX81DRAFT_scaffold00013.13, whole genome shotgun sequence",Hwanghaeicola aestuarii,357,357,89%,2.00E-110,70,95631,NZ_QKZL01000013.1
"Thioclava sediminum strain TAW-CT134 contig2, whole genome shotgun sequence",Thioclava sediminum,357,357,89%,2.00E-110,68.27,1030685,NZ_MPZV01000002.1
"Thioclava nitratireducens strain 25B10_4 chromosome, complete genome",Thioclava nitratireducens,357,357,89%,3.00E-110,68.67,3910681,NZ_CP019437.1
"Pseudodonghicola xiamenensis DSM 18339 G455DRAFT_scaffold00012.12_C, whole genome shotgun sequence",Pseudodonghicola xiamenensis DSM 18339,356,356,89%,3.00E-110,69.2,108491,NZ_AUBS01000013.1
"Albimonas pacifica strain CGMCC 1.11030, whole genome shotgun sequence",Albimonas pacifica,356,356,89%,4.00E-110,69.48,604377,NZ_FOQH01000003.1
"Salipiger bermudensis HTCC2601 scf_1100011001366, whole genome shotgun sequence",Salipiger bermudensis HTCC2601,356,356,97%,4.00E-110,65.56,4081426,NZ_DS022276.1
"Pseudooceanicola marinus strain LMG 23705 LMG_23705_S38, whole genome shotgun sequence",Pseudooceanicola marinus,355,355,89%,1.00E-109,69.6,52890,NZ_PGTC01000030.1
"Paracoccus aestuarii strain DSM 19484 NODE_199_length_2699_cov_239.418, whole genome shotgun sequence",Paracoccus aestuarii,343,343,97%,1.00E-109,62.96,2699,NZ_QZEV01000199.1
"Salipiger pacificus strain CGMCC 1.3455, whole genome shotgun sequence",Salipiger pacificus,353,353,89%,5.00E-109,69.6,112663,NZ_FNCL01000016.1
"Puniceibacterium antarcticum strain SM1211 contig079, whole genome shotgun sequence",Puniceibacterium antarcticum,352,352,89%,7.00E-109,68.4,62232,NZ_AWWI01000079.1
"Allgaiera indica strain DSM 24802, whole genome shotgun sequence",Allgaiera indica,352,352,89%,9.00E-109,68.8,332260,NZ_FNOB01000002.1
"Roseivivax roseus strain DSM 23042, whole genome shotgun sequence",Roseivivax roseus,352,352,89%,1.00E-108,69.2,630455,NZ_FOGU01000001.1
"Ferruginivarius sediminum strain WD2A32 WD2A32_scaffold12, whole genome shotgun sequence",Ferruginivarius sediminum,351,351,86%,2.00E-108,70.83,112485,NZ_QPMH01000012.1
"Amaricoccus macauensis strain DSM 101730 Ga0415368_01, whole genome shotgun sequence",Amaricoccus macauensis,351,351,96%,2.00E-108,63.43,1578503,NZ_JACHFM010000001.1
"Salipiger thiooxidans strain DSM 10146, whole genome shotgun sequence",Salipiger thiooxidans,351,351,89%,3.00E-108,67.2,462456,NZ_FNAV01000001.1
"Pseudooceanicola nanhaiensis DSM 18065 Q344DRAFT_scaffold00006.6_C, whole genome shotgun sequence",Pseudooceanicola nanhaiensis DSM 18065,350,350,97%,4.00E-108,65.19,143479,NZ_JHZF01000017.1
"Roseovarius indicus strain DSM 26383 chromosome, complete genome",Roseovarius indicus,349,349,97%,7.00E-108,64.07,5445172,NZ_CP031598.1
"Roseovarius aestuarii strain CECT 7745, whole genome shotgun sequence",Roseovarius aestuarii,349,349,97%,8.00E-108,63.7,105041,NZ_FWXB01000017.1
"Puniceibacterium sediminis strain DSM 29052, whole genome shotgun sequence",Puniceibacterium sediminis,348,348,89%,2.00E-107,68.4,57306,NZ_FZNN01000022.1
"Mameliella alba strain DSM 106184 Ga0373375_01, whole genome shotgun sequence",Mameliella alba,348,348,97%,2.00E-107,63.7,1235460,NZ_JACIJU010000001.1
"Palleronia marisminoris strain DSM 26347, whole genome shotgun sequence",Palleronia marisminoris,348,348,97%,3.00E-107,63.33,318599,NZ_FOPF01000004.1
"Paracoccus indicus strain IO390502 scaffold6, whole genome shotgun sequence",Paracoccus indicus,347,347,97%,4.00E-107,62.96,341787,NZ_PYWA01000006.1
"Tranquillimonas alkanivorans strain DSM 19547, whole genome shotgun sequence",Tranquillimonas alkanivorans,347,347,89%,5.00E-107,69.2,288467,NZ_FOXA01000003.1
"Acidimangrovimonas sediminis strain MS2-2 contig6, whole genome shotgun sequence",Acidimangrovimonas sediminis,347,347,89%,5.00E-107,67.2,364744,NZ_PHSN01000006.1
"Salipiger marinus strain DSM 26424, whole genome shotgun sequence",Salipiger marinus,346,346,87%,1.00E-106,70.12,290797,NZ_FNEJ01000004.1
"Puniceibacterium confluentis strain JSSK-17 52765_scaffold6, whole genome shotgun sequence",Puniceibacterium confluentis,346,346,89%,1.00E-106,68,263120,NZ_VOJI01000006.1
"Rhodobacter xinxiangensis strain TJ48 Scaffold5, whole genome shotgun sequence",Rhodobacter xinxiangensis,345,345,97%,2.00E-106,62.96,262444,NZ_SMYN01000005.1
"Paracoccus zeaxanthinifaciens ATCC 21588 F804DRAFT_scaffold00002.2_C, whole genome shotgun sequence",Paracoccus zeaxanthinifaciens ATCC 21588,345,345,97%,2.00E-106,62.96,325944,NZ_ATUJ01000002.1
"Paracoccus limosus strain JCM 17370 Scaffold15, whole genome shotgun sequence",Paracoccus limosus,345,345,89%,2.00E-106,66.93,99127,NZ_WMIF01000015.1
"Albibacillus kandeliae strain J95 Scaffold3, whole genome shotgun sequence",Albibacillus kandeliae,345,345,89%,3.00E-106,67.2,988332,NZ_QEHM01000003.1
"Jannaschia seosinensis strain CECT 7799, whole genome shotgun sequence",Jannaschia seosinensis,345,345,89%,3.00E-106,68,11187,NZ_CYPR01000184.1
"Haematobacter missouriensis strain H2381 H2381_contig_18, whole genome shotgun sequence",Haematobacter missouriensis,345,345,97%,3.00E-106,62.96,11771,NZ_NIPX01000018.1
"Paracoccus sediminilitoris strain DSL-16 contig45, whole genome shotgun sequence",Paracoccus sediminilitoris,345,345,97%,3.00E-106,62.22,10793,NZ_QJPK01000045.1
"Roseovarius confluentis strain SAG6 contig3, whole genome shotgun sequence",Roseovarius confluentis,345,345,89%,4.00E-106,67.6,519588,NZ_PPFE01000003.1
"Citreimonas salinaria strain DSM 26880, whole genome shotgun sequence",Citreimonas salinaria,341,341,89%,4.00E-106,66.8,3909,NZ_FNPF01000045.1
"Falsirhodobacter deserti strain W402 Scaffold2, whole genome shotgun sequence",Falsirhodobacter deserti,344,689,97%,5.00E-106,62.59,257933,NZ_ML137219.1
"Roseivivax sediminis strain YIM D21,KCTC 23444,ACCC 10710, whole genome shotgun sequence",Roseivivax sediminis,344,344,89%,6.00E-106,67.6,259179,NZ_FOMS01000007.1
"Thioclava atlantica strain 13D2W-2 contig14, whole genome shotgun sequence",Thioclava atlantica,343,343,89%,9.00E-106,67.07,127981,NZ_AQRC01000014.1
"Salipiger mucosus DSM 16094 scaffold3, whole genome shotgun sequence",Salipiger mucosus DSM 16094,343,343,89%,1.00E-105,67.2,550914,NZ_KE557275.1
"Pontibaca methylaminivorans strain DSM 21219, whole genome shotgun sequence",Pontibaca methylaminivorans,343,343,89%,1.00E-105,70.4,2339020,NZ_FTPS01000001.1
"Paracoccus thiocyanatus strain ATCC 700171, whole genome shotgun sequence",Paracoccus thiocyanatus,343,343,89%,2.00E-105,67.33,113222,NZ_FTMK01000010.1
"Paracoccus aerius strain KCTC 42845 sequence016, whole genome shotgun sequence",Paracoccus aerius,342,342,97%,2.00E-105,62.22,79716,NZ_BNCL01000016.1
"Solirhodobacter olei strain Pet-1 contig48, whole genome shotgun sequence",Solirhodobacter olei,342,342,97%,3.00E-105,62.22,28740,NZ_RRYH01000048.1
"Haematobacter massiliensis strain OT1 plasmid pOT1-1, complete sequence",Haematobacter massiliensis,342,342,97%,3.00E-105,62.96,398426,NZ_CP035511.1
"Paracoccus ravus strain YJ057 YJ057_3, whole genome shotgun sequence",Paracoccus ravus,342,342,89%,4.00E-105,67.47,231866,NZ_SDEB01000003.1
"Paracoccus aestuariivivens strain NBRC 111993 Scaffold1, whole genome shotgun sequence",Paracoccus aestuariivivens,342,684,89%,5.00E-105,67.47,1138154,NZ_WMIE01000001.1
"Paracoccus laeviglucosivorans strain DSM 100094, whole genome shotgun sequence",Paracoccus laeviglucosivorans,342,342,89%,5.00E-105,66.53,371197,NZ_FXTK01000002.1
"Salipiger profundus strain CGMCC 1.12377 sequence07, whole genome shotgun sequence",Salipiger profundus,341,341,89%,5.00E-105,67.2,249454,NZ_BMEW01000007.1
"Citreimonas salinaria strain DSM 26880, whole genome shotgun sequence",Citreimonas salinaria,341,341,97%,6.00E-105,61.85,9422,NZ_FNPF01000035.1
"Paraphaeobacter pallidus strain CGMCC 1.15762 sequence01, whole genome shotgun sequence",Paraphaeobacter pallidus,341,341,96%,6.00E-105,61.71,1158829,NZ_BMJV01000001.1
"Pseudopuniceibacterium antarcticum strain HQ09 chromosome, complete genome",Pseudopuniceibacterium antarcticum,339,339,87%,3.00E-104,68.46,4365781,NZ_CP045201.1
"Paracoccus acridae strain CGMCC 1.15419 sequence021, whole genome shotgun sequence",Paracoccus acridae,339,339,96%,3.00E-104,62.83,38128,NZ_BMIV01000021.1
"Paracoccus liaowanqingii strain 2251 plasmid unnamed3, complete sequence",Paracoccus liaowanqingii,338,338,97%,5.00E-104,62.22,255051,NZ_CP040764.1
"Paracoccus gahaiensis strain KCTC 42687 Scaffold22_1, whole genome shotgun sequence",Paracoccus gahaiensis,338,338,97%,5.00E-104,62.22,50836,NZ_SUNI01000024.1
"Leisingera methylohalidivorans DSM 14336, complete sequence",Leisingera methylohalidivorans DSM 14336,338,338,89%,6.00E-104,66,4144900,NC_023135.1
"Paracoccus pantotrophus strain DSM 2944 Ga0242593_13, whole genome shotgun sequence",Paracoccus pantotrophus,338,338,89%,8.00E-104,66.14,535340,NZ_RBLI01000003.1
"Marinibacterium profundimaris strain 22II1-22F33 contig3, whole genome shotgun sequence",Marinibacterium profundimaris,338,338,89%,1.00E-103,66,656488,NZ_AQQR01000003.1
"Paracoccus yeei strain TT13 plasmid pTT13-1, complete sequence",Paracoccus yeei,336,336,89%,3.00E-103,67.6,327671,NZ_CP024423.1
"Paracoccus denitrificans strain ATCC 19367 plasmid unnamed1, complete sequence",Paracoccus denitrificans,336,336,89%,4.00E-103,66.53,653814,NZ_CP035092.1
"Magnetospirillum fulvum strain DSM 13234, whole genome shotgun sequence",Magnetospirillum fulvum,336,336,96%,4.00E-103,62.31,161375,NZ_FNWO01000011.1
"Paracoccus kondratievae strain BJQ0001 plasmid unnamed1, complete sequence",Paracoccus kondratievae,336,336,89%,4.00E-103,66.14,459592,NZ_CP045074.1
"Paracoccus homiensis strain DSM 17862, whole genome shotgun sequence",Paracoccus homiensis,335,335,89%,8.00E-103,65.2,110022,NZ_FOHO01000010.1
"Sulfitobacter undariae strain DSM 102234 Ga0373266_19, whole genome shotgun sequence",Sulfitobacter undariae,335,335,87%,8.00E-103,68.18,64214,NZ_JACIEI010000019.1
"Roseivivax marinus strain DSM 27511, whole genome shotgun sequence",Roseivivax marinus,335,335,97%,9.00E-103,61.48,388966,NZ_FOAI01000003.1
"Roseivivax halodurans JCM 10272 contig50, whole genome shotgun sequence",Roseivivax halodurans JCM 10272,335,335,89%,1.00E-102,66.67,16574,NZ_JALZ01000050.1
"Paracoccus hibiscisoli strain CCTCC AB2016182 Scaffold34_2, whole genome shotgun sequence",Paracoccus hibiscisoli,334,334,87%,1.00E-102,67.36,23949,NZ_SUNH01000037.1
"Marinovum algicola DG 898 plasmid pMaD4, complete sequence",Marinovum algicola DG 898,334,334,89%,2.00E-102,68,187673,NZ_CP010859.1
"Paracoccus aminovorans isolate JCM7685 plasmid II, complete sequence",Paracoccus aminovorans,333,333,89%,4.00E-102,65.74,185256,NZ_LN832560.1
"Telmatospirillum siberiense strain 26-4b1 NODE_23_length_106206_cov_14.684019, whole genome shotgun sequence",Telmatospirillum siberiense,332,332,97%,1.00E-101,62.08,106206,NZ_PIUM01000023.1
"Leisingera aquimarina DSM 24565 Leiaq_neu_scaffold_2516677483.1, whole genome shotgun sequence",Leisingera aquimarina DSM 24565,330,330,89%,3.00E-101,64,4250010,NZ_KI421504.1
"Paracoccus haeundaensis strain CGMCC 1.8012 Scaffold4_1, whole genome shotgun sequence",Paracoccus haeundaensis,329,329,87%,7.00E-101,65.29,219460,NZ_VDDC01000008.1
"Leisingera caerulea DSM 24564 PhacaeDRAFT_Scaffold1.6, whole genome shotgun sequence",Leisingera caerulea DSM 24564,328,328,96%,2.00E-100,60.22,3520924,NZ_KI421513.1
"Thioclava dalianensis strain CGMCC 1.12325, whole genome shotgun sequence",Thioclava dalianensis,328,328,87%,3.00E-100,68.18,1123089,NZ_FOVB01000001.1
"Roseivivax isoporae LMG 25204 contig10, whole genome shotgun sequence",Roseivivax isoporae LMG 25204,327,327,86%,3.00E-100,67.08,132865,NZ_JAME01000010.1
"Leisingera daeponensis DSM 23529 Phada_neu_scaffold_2516493485.1, whole genome shotgun sequence",Leisingera daeponensis DSM 23529,327,327,96%,8.00E-100,60.22,3984464,NZ_KI421500.1
"Leisingera aquaemixtae strain R2C4 chromosome, complete genome",Leisingera aquaemixtae,326,326,96%,8.00E-100,60.22,3820802,NZ_CP041159.1
"Magnetospirillum molischianum DSM 120, whole genome shotgun sequence",Magnetospirillum molischianum DSM 120,326,326,86%,1.00E-99,67.78,324032,NZ_CAHP01000020.1
"Ochrobactrum daejeonense strain DSM 26944 Ga0373340_06, whole genome shotgun sequence",Ochrobactrum daejeonense,326,326,97%,1.00E-99,62.96,304765,NZ_JACIJG010000006.1
"Brucella intermedia strain NCTC12171, whole genome shotgun sequence",Brucella intermedia,325,325,97%,2.00E-99,62.96,2059340,NZ_UGSH01000002.1
"Sulfitobacter pseudonitzschiae strain H46 chromosome, complete genome",Sulfitobacter pseudonitzschiae,323,323,87%,8.00E-99,66.12,3891549,NZ_CP054599.1
"Ochrobactrum tritici strain TA93 OTRTA93_2_974k_47, whole genome shotgun sequence",Ochrobactrum tritici,323,323,97%,9.00E-99,62.22,974474,NZ_WBVY01000002.1
"Ochrobactrum pecoris strain 08RB2639 contig5, whole genome shotgun sequence",Ochrobactrum pecoris,323,323,97%,9.00E-99,62.22,283806,NZ_VEWK01000005.1
"Ochrobactrum pseudintermedium strain CCUG 34735 OPS34735_4_339k_48, whole genome shotgun sequence",Ochrobactrum pseudintermedium,323,323,97%,9.00E-99,62.22,339986,NZ_WBWE01000004.1
"Ochrobactrum cytisi strain IPA7.2 NODE_2_length_389349_cov_19.0569, whole genome shotgun sequence",Ochrobactrum cytisi,323,323,97%,9.00E-99,62.22,389349,NZ_MOEC01000002.1
"Ochrobactrum lupini strain LUP21 OluLMG_1.contig.52_1, whole genome shotgun sequence",Ochrobactrum lupini,323,323,97%,9.00E-99,62.22,438652,NZ_NNRN01000053.1
"Ochrobactrum anthropi strain PBO chromosome 1, complete sequence",Ochrobactrum anthropi,323,323,97%,9.00E-99,62.22,2097628,NZ_CP064062.1
"Ochrobactrum oryzae strain OA447 ctg447_cotig_16_OA_OA447, whole genome shotgun sequence",Ochrobactrum oryzae,322,322,97%,2.00E-98,62.22,303693,NZ_PTRC01000016.1
"Ochrobactrum haematophilum strain CCUG 38531 contig_1, whole genome shotgun sequence",Ochrobactrum haematophilum,321,321,97%,6.00E-98,61.85,597669,NZ_VCPE01000001.1
"Ochrobactrum soli strain FI11154, whole genome shotgun sequence",Ochrobactrum soli,321,321,97%,6.00E-98,61.85,1396538,NZ_OOFM01000004.1
"Brucella suis 1330 chromosome II, complete sequence",Brucella suis 1330,320,320,97%,9.00E-98,61.48,1207381,NC_004311.2
"Brucella microti CCM 4915 chromosome 2, complete sequence",Brucella microti CCM 4915,320,320,97%,9.00E-98,61.48,1220319,NC_013118.1
