Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Citrobacter koseri strain B1B contig_5, whole genome shotgun sequence",Citrobacter koseri,466,466,97%,2.00E-148,86.3,919798,NZ_MBTW01000017.1
"Klebsiella indica strain TOUT106 salmonela_mira_c9, whole genome shotgun sequence",Klebsiella indica,466,466,97%,2.00E-148,85.56,217996,NZ_VCHQ01000009.1
"Leclercia adecarboxylata strain USDA-ARS-USMARC-60222 chromosome, complete genome",Leclercia adecarboxylata,466,466,97%,2.00E-148,85.19,4803917,NZ_CP013990.1
"Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004 chromosome, complete genome",Enterobacter chengduensis,466,466,97%,2.00E-148,85.56,5111427,NZ_CP043318.1
"Metakosakonia massiliensis isolate MGYG-HGUT-01426, whole genome shotgun sequence",Metakosakonia massiliensis,466,466,97%,2.00E-148,85.56,2115321,NZ_CABKSF010000001.1
"Pseudocitrobacter faecalis strain CCM 8478 sequence01, whole genome shotgun sequence",Pseudocitrobacter faecalis,466,466,97%,2.00E-148,85.56,964022,NZ_BNAA01000001.1
"Kosakonia sacchari strain BO-1 chromosome, complete genome",Kosakonia sacchari,466,466,97%,3.00E-148,85.56,4902106,NZ_CP016337.1
"Pluralibacter gergoviae strain FDAARGOS_186 chromosome, complete genome",Pluralibacter gergoviae,466,466,97%,3.00E-148,85.93,5408082,NZ_CP020388.1
"Erwinia psidii strain IBSBF 435 scaffold_3, whole genome shotgun sequence",Erwinia psidii,466,466,97%,3.00E-148,85.19,339046,NZ_RHHM01000003.1
"Raoultella terrigena strain JH01 chromosome, complete genome",Raoultella terrigena,466,466,97%,3.00E-148,85.19,5598454,NZ_CP050508.1
"Cronobacter malonaticus LMG 23826 chromosome, complete genome",Cronobacter malonaticus LMG 23826,466,466,97%,3.00E-148,85.19,4294639,NZ_CP013940.1
"Kluyvera georgiana strain WCH1410 NODE_8, whole genome shotgun sequence",Kluyvera georgiana,465,465,97%,3.00E-148,85.56,175886,NZ_LSME01000008.1
"Trabulsiella odontotermitis strain TbO1.1 contig12, whole genome shotgun sequence",Trabulsiella odontotermitis,465,465,97%,3.00E-148,85.56,205527,NZ_LIFU01000012.1
"Serratia ureilytica strain SER00211 SER00211_c0001, whole genome shotgun sequence",Serratia ureilytica,465,465,97%,3.00E-148,85.56,861837,NZ_JADTWJ010000001.1
"Serratia surfactantfaciens strain YD25 chromosome, complete genome",Serratia surfactantfaciens,465,465,97%,3.00E-148,85.56,5117644,NZ_CP016948.1
"Serratia nematodiphila strain DH-S01 chromosome, complete genome",Serratia nematodiphila,465,465,97%,3.00E-148,85.56,5256558,NZ_CP038662.1
"Pantoea alhagi strain LTYR-11Z chromosome, complete genome",Pantoea alhagi,465,465,97%,3.00E-148,84.81,4239970,NZ_CP019706.1
"Klebsiella quasipneumoniae strain KPC142 chromosome, complete genome",Klebsiella quasipneumoniae,465,465,97%,4.00E-148,85.56,5217996,NZ_CP023478.1
"Klebsiella pneumoniae subsp. pneumoniae HS11286 chromosome, complete genome",Klebsiella pneumoniae subsp. pneumoniae HS11286,465,465,97%,4.00E-148,85.56,5333942,NC_016845.1
"Klebsiella quasivariicola isolate SB33, whole genome shotgun sequence",Klebsiella quasivariicola,465,465,97%,4.00E-148,85.56,5499674,NZ_CAAHGB010000003.1
"Sodalis praecaptivus strain HS1, complete genome",Sodalis praecaptivus,465,465,97%,4.00E-148,84.81,4709528,NZ_CP006569.1
"Biostraticola tofi strain DSM 19580 Ga0244679_101, whole genome shotgun sequence",Biostraticola tofi,465,465,97%,4.00E-148,85.56,904681,NZ_SMCR01000001.1
"Kosakonia arachidis strain KACC 18508 chromosome, complete genome",Kosakonia arachidis,465,465,97%,4.00E-148,85.56,5096793,NZ_CP045300.1
"Kosakonia oryzae strain Ola 51, complete genome",Kosakonia oryzae,465,465,97%,4.00E-148,85.56,5303342,NZ_CP014007.1
"Serratia ficaria strain NCTC12148 chromosome 1, complete sequence",Serratia ficaria,465,465,97%,4.00E-148,85.19,5209973,NZ_LT906479.1
"Mixta theicola strain QC88-366 Contig0002, whole genome shotgun sequence",Mixta theicola,465,465,97%,4.00E-148,84.81,493773,NZ_NWUO01000002.1
"Citrobacter gillenii strain UMG736 UMG736_1, whole genome shotgun sequence",Citrobacter gillenii,465,465,97%,5.00E-148,85.56,801228,NZ_SUQN01000001.1
"Cronobacter dublinensis subsp. dublinensis LMG 23823 chromosome, complete genome",Cronobacter dublinensis subsp. dublinensis LMG 23823,464,464,97%,5.00E-148,85.19,4431067,NZ_CP012266.1
"Cronobacter sakazakii strain CS-931 chromosome, complete genome",Cronobacter sakazakii,464,464,97%,6.00E-148,84.81,4267208,NZ_CP027107.1
"Shigella boydii strain DMB SH136 MOD1-SH136_204_length_6165_cov_110.320949, whole genome shotgun sequence",Shigella boydii,463,463,97%,6.00E-148,85.56,6165,NZ_QWSI01000204.1
"Salmonella bongori strain 85-0051 chromosome, complete genome",Salmonella bongori,464,464,97%,6.00E-148,85.56,4487548,NZ_CP053416.1
"Escherichia marmotae strain NCTC11133 chromosome 1, complete sequence",Escherichia marmotae,464,464,97%,7.00E-148,85.93,4450344,NZ_LR134340.1
"Cronobacter muytjensii ATCC 51329 chromosome, complete genome",Cronobacter muytjensii ATCC 51329,464,464,97%,7.00E-148,85.19,4364114,NZ_CP012268.1
"Trabulsiella guamensis ATCC 49490 GTGU.assembly.015, whole genome shotgun sequence",Trabulsiella guamensis ATCC 49490,464,464,97%,7.00E-148,85.19,9101,NZ_JMTB01000015.1
"Mixta calida strain 5098PV chromosome, complete genome",Mixta calida,464,464,97%,8.00E-148,84.44,4266405,NZ_CP061511.1
"Cedecea lapagei strain NCTC11466 chromosome 1, complete sequence",Cedecea lapagei,464,464,97%,8.00E-148,84.81,4778444,NZ_LR134201.1
"Erwinia piriflorinigrans CFBP 5888, whole genome shotgun sequence",Erwinia piriflorinigrans CFBP 5888,464,464,97%,8.00E-148,85.19,941525,NZ_CAHS01000015.1
"Erwinia tasmaniensis Et1/99, complete sequence",Erwinia tasmaniensis Et1/99,464,464,97%,8.00E-148,85.19,3883467,NC_010694.1
"Erwinia mallotivora strain BT-MARDI contig_13, whole genome shotgun sequence",Erwinia mallotivora,464,464,97%,9.00E-148,84.81,62167,NZ_JFHN01000013.1
"Buttiauxella izardii strain CCUG 35510 buttiauxella_ixardii_CCUG_35510T_0000069, whole genome shotgun sequence",Buttiauxella izardii,464,464,97%,9.00E-148,84.81,53226,NZ_QZWH01000069.1
"Kluyvera sichuanensis strain 090646 contig00006, whole genome shotgun sequence",Kluyvera sichuanensis,464,464,97%,9.00E-148,85.19,255453,NZ_JABBJF010000006.1
"Klebsiella aerogenes strain NCTC9735 chromosome 1, complete sequence",Klebsiella aerogenes,464,464,97%,9.00E-148,85.56,5190487,NZ_LR134475.1
"[Enterobacter] lignolyticus, complete genome",[Enterobacter] lignolyticus,464,464,97%,1.00E-147,85.56,4702949,NZ_CP012871.1
"Citrobacter pasteurii strain BA18 contig_13, whole genome shotgun sequence",Citrobacter pasteurii,464,464,97%,1.00E-147,85.56,313428,NZ_QRDC01000013.1
"Enterobacter cancerogenus strain MiY-F chromosome, complete genome",Enterobacter cancerogenus,464,464,97%,1.00E-147,84.81,4893729,NZ_CP045769.1
"Gibbsiella quercinecans strain FRB97 chromosome, complete genome",Gibbsiella quercinecans,464,464,97%,1.00E-147,84.81,5548506,NZ_CP014136.1
"Serratia symbiotica strain Apa8A1 NODE_5_length_206637_cov_95.569377, whole genome shotgun sequence",Serratia symbiotica,464,464,97%,1.00E-147,84.81,206637,NZ_WSPO02000005.1
"Lelliottia aquatilis strain UMG3140 UMG3140_1, whole genome shotgun sequence",Lelliottia aquatilis,464,464,97%,1.00E-147,85.19,460943,NZ_SWJW01000001.1
"Lelliottia jeotgali strain PFL01 chromosome, complete genome",Lelliottia jeotgali,464,464,97%,1.00E-147,85.19,4603334,NZ_CP018628.1
"Serratia liquefaciens strain SER00158 SER00158_c0001, whole genome shotgun sequence",Serratia liquefaciens,464,464,97%,1.00E-147,84.81,2860805,NZ_JADTPQ010000001.1
"Citrobacter farmeri GTC 1319, whole genome shotgun sequence",Citrobacter farmeri GTC 1319,464,464,97%,1.00E-147,85.56,434687,NZ_BBMX01000004.1
"Escherichia alba strain B35 Scaffold17, whole genome shotgun sequence",Escherichia alba,464,464,97%,1.00E-147,85.56,105837,NZ_WMJZ01000017.1
"Cronobacter turicensis strain HA18060 NODE_1, whole genome shotgun sequence",Cronobacter turicensis,464,464,97%,1.00E-147,84.81,2446850,NZ_JAANQI010000005.1
"Raoultella electrica strain DSM 102253 chromosome, complete genome",Raoultella electrica,464,464,97%,1.00E-147,84.81,5266426,NZ_CP041247.1
"Shimwellia blattae DSM 4481 = NBRC 105725, complete sequence",Shimwellia blattae DSM 4481 = NBRC 105725,464,464,97%,1.00E-147,84.44,4158725,NC_017910.1
"Kosakonia cowanii strain FBS 223 chromosome, complete genome",Kosakonia cowanii,463,463,97%,1.00E-147,85.56,4685999,NZ_CP035129.1
"Cronobacter universalis NCTC 9529 chromosome, complete genome",Cronobacter universalis NCTC 9529,463,463,97%,1.00E-147,84.81,4307096,NZ_CP012257.1
"Atlantibacter hermannii strain ATCC 33651 chromosome, complete genome",Atlantibacter hermannii,463,463,97%,1.00E-147,84.44,4315318,NZ_CP042941.1
"Citrobacter sedlakii NBRC 105722, whole genome shotgun sequence",Citrobacter sedlakii NBRC 105722,463,463,97%,1.00E-147,85.56,126093,NZ_BBNB01000006.1
"Chimaeribacter californicus strain 2015-Iso6 NODE_11_length_140651_cov_27.9787_ID_4590, whole genome shotgun sequence",Chimaeribacter californicus,463,463,97%,2.00E-147,84.81,140651,NZ_PJZF01000011.1
"Mixta intestinalis strain SRCM103226 chromosome, complete genome",Mixta intestinalis,463,463,97%,2.00E-147,84.44,4699599,NZ_CP028271.1
"Cronobacter condimenti 1330 strain LMG 26250 chromosome, complete genome",Cronobacter condimenti 1330,463,463,97%,2.00E-147,85.19,4347991,NZ_CP012264.1
"Pectobacterium parvum strain NCPPB 3395 ID_1, whole genome shotgun sequence",Pectobacterium parvum,463,463,97%,2.00E-147,84.81,806837,NZ_JQHN01000001.1
"Kosakonia oryziphila strain REICA_142, whole genome shotgun sequence",Kosakonia oryziphila,463,463,97%,2.00E-147,85.19,25770,NZ_FMBC01000062.1
"Buttiauxella warmboldiae strain CCUG 35512 buttiauxella_warmboldiae_CCUG35512T_0000105, whole genome shotgun sequence",Buttiauxella warmboldiae,463,463,97%,2.00E-147,84.44,22701,NZ_RPOH01000105.1
"Nissabacter archeti strain 2134, whole genome shotgun sequence",Nissabacter archeti,463,463,97%,2.00E-147,84.81,213662,NZ_FQXW01000008.1
"Chimaeribacter arupi strain 2016-Iso1 NODE_3_length_281603_cov_31.586_ID_5649, whole genome shotgun sequence",Chimaeribacter arupi,463,463,97%,2.00E-147,84.81,281603,NZ_PJZK01000003.1
"Chimaeribacter coloradensis strain 2016-Iso4 NODE_2_length_458251_cov_43.7143_ID_5205, whole genome shotgun sequence",Chimaeribacter coloradensis,463,463,97%,2.00E-147,84.81,458251,NZ_PJZH01000002.1
"Kosakonia oryzendophytica strain REICA_082, whole genome shotgun sequence",Kosakonia oryzendophytica,463,463,97%,2.00E-147,85.19,268504,NZ_FMAY01000007.1
"Enterobacter kobei strain EC67 scaffold_0, whole genome shotgun sequence",Enterobacter kobei,463,463,97%,2.00E-147,84.44,619976,NZ_JADRIA010000001.1
"Buttiauxella brennerae ATCC 51605 Sequence00017, whole genome shotgun sequence",Buttiauxella brennerae ATCC 51605,463,463,97%,2.00E-147,84.44,519858,NZ_LXER01000017.1
"Pseudescherichia vulneris NBRC 102420, whole genome shotgun sequence",Pseudescherichia vulneris NBRC 102420,463,463,97%,2.00E-147,84.44,212765,NZ_BBMZ01000010.1
"Kosakonia quasisacchari strain WCHKQ120001, whole genome shotgun sequence",Kosakonia quasisacchari,463,463,97%,2.00E-147,84.81,212303,NZ_SJOP01000009.1
"Shigella sonnei strain ECH+12 133-HLP106_NODE_10.ctg_1, whole genome shotgun sequence",Shigella sonnei,463,463,97%,3.00E-147,85.56,145764,NZ_NQBD01000067.1
"Shigella dysenteriae strain HNCMB 20080 chromosome, complete genome",Shigella dysenteriae,463,463,97%,3.00E-147,85.56,4393662,NZ_CP061527.1
"Shigella flexneri 2a str. 301 chromosome, complete genome",Shigella flexneri 2a str. 301,463,463,97%,3.00E-147,85.56,4607202,NC_004337.2
"Escherichia coli str. K-12 substr. MG1655, complete genome",Escherichia coli str. K-12 substr. MG1655,463,463,97%,3.00E-147,85.56,4641652,NC_000913.3
"Escherichia coli O157:H7 str. Sakai DNA, complete genome",Escherichia coli O157:H7 str. Sakai,463,463,97%,3.00E-147,85.56,5498578,NC_002695.2
"Phytobacter ursingii strain CAV1151 chromosome, complete genome",Phytobacter ursingii,462,462,97%,3.00E-147,84.81,5529134,NZ_CP011602.1
"Cedecea neteri strain FDAARGOS_392 chromosome, complete genome",Cedecea neteri,462,462,97%,3.00E-147,84.44,5214802,NZ_CP023525.1
"Brenneria alni strain NCPPB 3934 BA_contig000006, whole genome shotgun sequence",Brenneria alni,462,462,97%,3.00E-147,85.19,120781,NZ_MJLZ01000006.1
"Mixta tenebrionis strain BIT-26 Scaffold3, whole genome shotgun sequence",Mixta tenebrionis,462,462,97%,3.00E-147,84.07,433285,NZ_VHQI01000003.1
"Escherichia fergusonii strain RHB19-C05 chromosome, complete genome",Escherichia fergusonii,462,462,97%,3.00E-147,85.19,4584354,NZ_CP057657.1
"Cedecea davisae DSM 4568 Scaffold0, whole genome shotgun sequence",Cedecea davisae DSM 4568,462,462,97%,3.00E-147,84.44,4876800,NZ_KE161030.1
"Erwinia toletana DAPP-PG 735 scf_2378_113.1, whole genome shotgun sequence",Erwinia toletana DAPP-PG 735,462,462,97%,3.00E-147,85.19,276285,NZ_KB372802.1
"Superficieibacter electus strain BP-1 NODE_10_length_219643_cov_32.8661, whole genome shotgun sequence",Superficieibacter electus,462,462,97%,3.00E-147,84.81,219643,NZ_PQGD01000010.1
"Citrobacter braakii strain HH9 2, whole genome shotgun sequence",Citrobacter braakii,462,462,97%,3.00E-147,85.19,574883,NZ_SJSF01000002.1
"Citrobacter europaeus strain 67A 67ANODE_2_length_926664_cov_28.5042, whole genome shotgun sequence",Citrobacter europaeus,462,462,97%,3.00E-147,85.19,926664,NZ_PQSZ01000002.1
"Citrobacter youngae strain NCTC13708, whole genome shotgun sequence",Citrobacter youngae,462,462,97%,3.00E-147,85.19,4880822,NZ_UFWE01000006.1
"Citrobacter portucalensis strain FDAARGOS_617 chromosome, complete genome",Citrobacter portucalensis,462,462,97%,3.00E-147,85.19,4926736,NZ_CP044098.1
"Edaphovirga cremea strain DSM 105170 Scaffold14, whole genome shotgun sequence",Edaphovirga cremea,462,462,97%,3.00E-147,83.7,96618,NZ_QOVA01000014.1
"Buttiauxella gaviniae ATCC 51604 Sequence00003, whole genome shotgun sequence",Buttiauxella gaviniae ATCC 51604,462,462,97%,4.00E-147,84.44,354887,NZ_LXEP01000003.1
"Erwinia endophytica strain A41C3 Seq31, whole genome shotgun sequence",Erwinia endophytica,462,462,97%,4.00E-147,84.81,66626,NZ_RQVV01000030.1
"Erwinia gerundensis isolate E_g_EM595 chromosome 1, complete sequence",Erwinia gerundensis,462,462,97%,4.00E-147,84.44,3775020,NZ_LN907827.1
"Raoultella planticola strain FDAARGOS_64 chromosome, complete genome",Raoultella planticola,462,462,97%,4.00E-147,84.44,5489763,NZ_CP026047.1
"Raoultella ornithinolytica strain 172117885 chromosome, complete genome",Raoultella ornithinolytica,462,462,97%,4.00E-147,84.44,5575249,NZ_CP046672.1
"Lonsdalea britannica strain 477 chromosome, complete genome",Lonsdalea britannica,462,462,97%,4.00E-147,84.44,4015569,NZ_CP023009.1
"Citrobacter cronae strain FF141 NODE_1_length_2222186_cov_47.3566, whole genome shotgun sequence",Citrobacter cronae,462,462,97%,4.00E-147,85.19,2222186,NZ_JACLAG010000001.1
"Atlantibacter subterranea strain ZYL01 Scaffold6_1, whole genome shotgun sequence",Atlantibacter subterranea,462,462,97%,4.00E-147,83.7,442252,NZ_VLPS01000009.1
"Pectobacterium aroidearum strain MY2 1, whole genome shotgun sequence",Pectobacterium aroidearum,462,462,97%,4.00E-147,84.81,1740907,NZ_JACERI010000001.1
"Obesumbacterium proteus strain LE8 LE8_contig_10, whole genome shotgun sequence",Obesumbacterium proteus,462,462,97%,5.00E-147,85.19,725485,NZ_LAZF01000010.1
"Hafnia alvei strain A23BA chromosome, complete genome",Hafnia alvei,462,462,97%,5.00E-147,85.19,4687005,NZ_CP050150.1
"Phytobacter diazotrophicus strain UAEU22 chromosome, complete genome",Phytobacter diazotrophicus,462,462,97%,5.00E-147,84.44,5422265,NZ_CP051548.1
"Pectobacterium polonicum strain DPMP315 scaffold_2, whole genome shotgun sequence",Pectobacterium polonicum,462,462,97%,5.00E-147,84.44,506962,NZ_RJTN01000002.1
"Rouxiella chamberiensis strain 130333 contig3, whole genome shotgun sequence",Rouxiella chamberiensis,462,462,97%,5.00E-147,84.07,769174,NZ_JRWU01000003.1
"Citrobacter amalonaticus strain 92 chromosome CITRO92, complete sequence",Citrobacter amalonaticus,462,462,97%,6.00E-147,85.19,5109913,NZ_LT556085.1
"Pectobacterium brasiliense strain 1692 chromosome, complete genome",Pectobacterium brasiliense,462,462,97%,6.00E-147,84.44,4851982,NZ_CP047495.1
"Citrobacter freundii strain FDAARGOS_549 chromosome, complete genome",Citrobacter freundii,462,462,97%,6.00E-147,85.19,4974986,NZ_CP033744.1
"Citrobacter rodentium ICC168, complete sequence",Citrobacter rodentium ICC168,462,462,97%,6.00E-147,84.81,5346659,NC_013716.1
"Leminorella grimontii ATCC 33999 = DSM 5078 strain ATCC 33999 GLGR.assembly.11, whole genome shotgun sequence",Leminorella grimontii ATCC 33999 = DSM 5078,462,462,97%,6.00E-147,84.07,839309,NZ_JMPN01000011.1
"Pectobacterium atrosepticum strain 21A chromosome, complete genome",Pectobacterium atrosepticum,462,462,97%,6.00E-147,84.44,4991806,NZ_CP009125.1
"Siccibacter turicensis strain #493 scaffold_0, whole genome shotgun sequence",Siccibacter turicensis,462,462,97%,6.00E-147,84.44,848815,NZ_RYYT01000001.1
"Serratia rubidaea strain FDAARGOS_926 chromosome, complete genome",Serratia rubidaea,461,461,97%,7.00E-147,84.81,4995010,NZ_CP065640.1
"Citrobacter murliniae strain P080C CL scaffold_000008, whole genome shotgun sequence",Citrobacter murliniae,461,461,97%,7.00E-147,85.19,232491,NZ_QFVP01000008.1
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,461,461,97%,7.00E-147,84.81,4857450,NC_003197.2
"Buttiauxella noackiae strain MCE Contig_21, whole genome shotgun sequence",Buttiauxella noackiae,461,461,97%,8.00E-147,84.44,1884295,NZ_JPRU01000001.1
"Lelliottia amnigena strain FDAARGOS_395 chromosome, complete genome",Lelliottia amnigena,461,461,97%,8.00E-147,84.44,4469608,NZ_CP023529.1
"Kluyvera intermedia strain N2-1 chromosome, complete genome",Kluyvera intermedia,461,461,97%,8.00E-147,84.81,4692744,NZ_CP045845.1
"Erwinia oleae strain DAPP-PG531 contig12, whole genome shotgun sequence",Erwinia oleae,461,461,97%,8.00E-147,84.81,74767,NZ_JNVB01000012.1
"Pectobacterium carotovorum strain WPP14 chromosome, complete genome",Pectobacterium carotovorum,461,461,97%,8.00E-147,84.44,4892225,NZ_CP051652.1
"Pectobacterium odoriferum strain JK2.1 chromosome, complete genome",Pectobacterium odoriferum,461,461,97%,8.00E-147,84.44,4997932,NZ_CP034938.1
"Pantoea pleuroti strain JZB 2120015 Scaffold1, whole genome shotgun sequence",Pantoea pleuroti,461,461,97%,8.00E-147,84.44,809685,NZ_SBFD01000001.1
"[Curtobacterium] plantarum strain LMG 16222 LMG16222.00001, whole genome shotgun sequence",[Curtobacterium] plantarum,461,461,97%,8.00E-147,84.44,1020354,NZ_RHDS01000001.1
"Pantoea agglomerans strain L15 chromosome, complete genome",Pantoea agglomerans,461,461,97%,8.00E-147,84.44,4029228,NZ_CP034148.1
"Buttiauxella ferragutiae ATCC 51602 Sequence00047, whole genome shotgun sequence",Buttiauxella ferragutiae ATCC 51602,461,461,97%,9.00E-147,84.07,302327,NZ_LXEQ01000047.1
"Buttiauxella agrestis strain DSM 9389 chromosome, complete genome",Buttiauxella agrestis,461,461,97%,9.00E-147,84.07,4566254,NZ_AP023184.1
"Pantoea latae strain AS1 47__len__55291, whole genome shotgun sequence",Pantoea latae,461,461,97%,1.00E-146,84.44,55291,NZ_MWUE01000045.1
"Pantoea septica isolate FF5, whole genome shotgun sequence",Pantoea septica,461,461,97%,1.00E-146,84.44,222041,NZ_CCAQ010000010.1
"Pectobacterium actinidiae strain KKH3 contig00001, whole genome shotgun sequence",Pectobacterium actinidiae,461,461,97%,1.00E-146,84.07,4068673,NZ_JRMH01000001.1
"Escherichia albertii strain EC06-170 chromosome, complete genome",Escherichia albertii,461,461,97%,1.00E-146,84.81,4657167,NZ_AP014857.1
"Edwardsiella piscicida strain LADL99-462 Edwardsiella-piscicida-LADL99-462-contig-1, whole genome shotgun sequence",Edwardsiella piscicida,461,461,97%,1.00E-146,85.19,1674011,NZ_QCZQ01000001.1
"Lonsdalea iberica strain LMG 26264 contig00011, whole genome shotgun sequence",Lonsdalea iberica,461,461,97%,1.00E-146,84.07,107742,NZ_LUTP01000011.1
"Izhakiella australiensis strain D4N98 NODE_4_length_321020_cov_106.74_ID_2316, whole genome shotgun sequence",Izhakiella australiensis,461,461,97%,1.00E-146,85.19,321020,NZ_MRUL01000004.1
