Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Helicobacter rodentium ATCC 700285 BS85DRAFT_scaffold00011.11_C, whole genome shotgun sequence",Helicobacter rodentium ATCC 700285,61.2,61.2,52%,2.00E-09,31.33,59039,NZ_JHWC01000011.1
"Campylobacter fetus strain CFF00A031 chromosome, complete genome",Campylobacter fetus,61.2,61.2,48%,2.00E-09,32.59,1777789,NZ_CP059443.1
"Campylobacter troglodytis strain MIT 05-9149A accn_213849_11_con_0040, whole genome shotgun sequence",Campylobacter troglodytis,61.2,61.2,48%,2.00E-09,33.57,25982,NZ_QHLI01000040.1
"Campylobacter helveticus strain ATCC 51209 chromosome, complete genome",Campylobacter helveticus,61.2,61.2,48%,2.00E-09,32.59,1758726,NZ_CP020478.1
"Campylobacter aviculae strain MIT17-670 accn_194.2646.con.0002, whole genome shotgun sequence",Campylobacter aviculae,61.2,61.2,48%,2.00E-09,31.85,165025,NZ_NXMA01000002.1
"Campylobacter cuniculorum DSM 23162 = LMG 24588 chromosome, complete genome",Campylobacter cuniculorum DSM 23162 = LMG 24588,60.8,60.8,48%,2.00E-09,31.85,1931011,NZ_CP020867.1
"Campylobacter curvus strain ATCC 35224 chromosome, complete genome",Campylobacter curvus,60.5,60.5,50%,3.00E-09,30.07,1974918,NZ_CP053826.1
"Campylobacter concisus strain ATCC 33237, complete genome",Campylobacter concisus,60.5,60.5,50%,3.00E-09,29.37,1840041,NZ_CP012541.1
"Campylobacter mucosalis strain ATCC 43264 chromosome, complete genome",Campylobacter mucosalis,59.3,59.3,50%,8.00E-09,30.07,1773478,NZ_CP053831.1
"Helicobacter canis strain CCUG 32756T contig_0000016, whole genome shotgun sequence",Helicobacter canis,58.9,58.9,50%,1.00E-08,31.72,127555,NZ_VXKE01000016.1
"Helicobacter pametensis isolate 95149_6, whole genome shotgun sequence",Helicobacter pametensis,58.5,58.5,72%,1.00E-08,27.05,134619,NZ_FZPI01000004.1
"Campylobacter novaezeelandiae strain B423b Contig2, whole genome shotgun sequence",Campylobacter novaezeelandiae,58.5,58.5,48%,1.00E-08,32.14,162700,NZ_QPGR01000002.1
"Nitratiruptor labii strain HRV44 chromosome 1, complete sequence",Nitratiruptor labii,58.2,58.2,48%,2.00E-08,28.89,1990315,NZ_AP022826.1
"Campylobacter lanienae NCTC 13004, complete genome",Campylobacter lanienae NCTC 13004,58.2,58.2,52%,2.00E-08,31.29,1594554,NZ_CP015578.1
"Helicobacter himalayensis strain YS1 chromosome, complete genome",Helicobacter himalayensis,58.2,58.2,48%,2.00E-08,31.11,1829936,NZ_CP014991.1
"Helicobacter marmotae strain MIT 98-6070 H_marmotae_98-6070_10_7828135.4423, whole genome shotgun sequence",Helicobacter marmotae,56.6,56.6,89%,6.00E-08,25.19,78281,NZ_NXLR01000010.1
"Helicobacter equorum strain MIT 12-6600 Hequorum_1_length_404694_cov_52.7247, whole genome shotgun sequence",Helicobacter equorum,56.6,56.6,48%,6.00E-08,32.35,404694,NZ_NXLT01000001.1
"Campylobacter subantarcticus LMG 24377, complete genome",Campylobacter subantarcticus LMG 24377,56.2,56.2,48%,8.00E-08,34.29,1852995,NZ_CP007773.1
"Helicobacter mesocricetorum isolate 87012_3, whole genome shotgun sequence",Helicobacter mesocricetorum,56.2,56.2,52%,9.00E-08,29.33,67680,NZ_FZPJ01000018.1
"Lebetimonas natsushimae strain HS1857, whole genome shotgun sequence",Lebetimonas natsushimae,55.8,55.8,90%,1.00E-07,20.61,480334,NZ_BDME01000002.1
"Campylobacter upsaliensis RM3940 chromosome, complete genome",Campylobacter upsaliensis RM3940,55.8,55.8,47%,1.00E-07,30,1628950,NZ_CP053849.1
"Sulfurimonas paralvinellae strain GO25 chromosome, complete genome",Sulfurimonas paralvinellae,55.5,55.5,47%,1.00E-07,31.62,2029060,NZ_CP041406.1
"Helicobacter brantae strain MIT 04-9366 _8_7040538.9463, whole genome shotgun sequence",Helicobacter brantae,55.5,55.5,87%,1.00E-07,25.98,70405,NZ_NXLV01000008.1
"Helicobacter jaachi strain MIT 09-6949 NODE_12_length_26416_cov_68.3069, whole genome shotgun sequence",Helicobacter jaachi,55.1,55.1,72%,2.00E-07,27.72,26416,NZ_JRPR02000012.1
"Campylobacter insulaenigrae NCTC 12927, complete genome",Campylobacter insulaenigrae NCTC 12927,54.7,54.7,48%,3.00E-07,33.57,1465081,NZ_CP007770.1
"Campylobacter peloridis strain 2016D-0074 chromosome, complete genome",Campylobacter peloridis,54.3,54.3,48%,3.00E-07,33.57,1679360,NZ_CP063079.1
"Campylobacter sputorum bv. paraureolyticus LMG 11764 strain LMG 17589, complete genome",Campylobacter sputorum bv. paraureolyticus LMG 11764,54.3,54.3,48%,3.00E-07,29.71,1725016,NZ_CP019684.1
"Campylobacter ornithocola strain LMG 29815 chromosome, complete genome",Campylobacter ornithocola,54.3,54.3,48%,3.00E-07,33.57,1644930,NZ_CP053848.1
"Campylobacter armoricus strain CCUG 73571 chromosome, complete genome",Campylobacter armoricus,54.3,54.3,48%,4.00E-07,33.57,1642612,NZ_CP053825.1
"Campylobacter volucris LMG 24379, complete genome",Campylobacter volucris LMG 24379,53.9,53.9,89%,5.00E-07,26.22,1517949,NZ_CP007774.1
"Campylobacter lari RM2100, complete sequence",Campylobacter lari RM2100,53.5,53.5,81%,6.00E-07,26.75,1525460,NC_012039.1
"Nitratiruptor tergarcus DSM 16512, whole genome shotgun sequence",Nitratiruptor tergarcus DSM 16512,53.5,102,89%,7.00E-07,29.79,1894691,NZ_FWWZ01000001.1
"Helicobacter trogontum isolate 50960_6, whole genome shotgun sequence",Helicobacter trogontum,52,52,78%,2.00E-06,23.95,83760,NZ_FZNG01000017.1
"Helicobacter aurati strain MIT 97-5075 H_aurati_97-5075_3_16670218.1745, whole genome shotgun sequence",Helicobacter aurati,51.6,51.6,48%,2.00E-06,29.63,166702,NZ_NXLW01000003.1
"Helicobacter macacae MIT 99-5501 addTE-supercont1.1, whole genome shotgun sequence",Helicobacter macacae MIT 99-5501,51.2,51.2,50%,4.00E-06,29.66,1682603,NZ_KI669454.1
"Helicobacter baculiformis isolate 427351_3, whole genome shotgun sequence",Helicobacter baculiformis,50.1,50.1,48%,7.00E-06,28.57,54999,NZ_FZMF01000026.1
"Helicobacter labetoulli strain 48519 NODE_2_length_152874_cov_362.058, whole genome shotgun sequence",Helicobacter labetoulli,49.7,49.7,48%,1.00E-05,29.63,152874,NZ_QXJF01000002.1
"Campylobacter corcagiensis strain LMG 27932 chromosome, complete genome",Campylobacter corcagiensis,48.9,48.9,47%,2.00E-05,26.12,1655616,NZ_CP053842.1
"Helicobacter suis HS1 isolate HS1 output strain 1, whole genome shotgun sequence",Helicobacter suis HS1,48.5,48.5,48%,3.00E-05,27.86,45820,NZ_FMSQ01000014.1
"Helicobacter salomonis isolate 56878_6, whole genome shotgun sequence",Helicobacter salomonis,48.1,48.1,48%,3.00E-05,27.41,106380,NZ_FZMA01000019.1
"Malaciobacter halophilus strain CCUG 53805 chromosome, complete genome",Malaciobacter halophilus,47.8,47.8,81%,4.00E-05,24.08,2812536,NZ_CP031218.1
"Helicobacter bilis WiWa acLZQ-supercont1.7, whole genome shotgun sequence",Helicobacter bilis WiWa,47,47,82%,7.00E-05,23.32,129635,NZ_KB822519.1
"Helicobacter trogontum isolate 50960_6, whole genome shotgun sequence",Helicobacter trogontum,47,47,48%,8.00E-05,28.78,57263,NZ_FZNG01000028.1
"Malaciobacter mytili LMG 24559 chromosome, complete genome",Malaciobacter mytili LMG 24559,47,47,81%,9.00E-05,23.27,2867150,NZ_CP031219.1
"Helicobacter bilis WiWa acLZQ-supercont1.2, whole genome shotgun sequence",Helicobacter bilis WiWa,46.6,46.6,48%,9.00E-05,28.78,493155,NZ_KB822514.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
"		",,,,,,,,
