Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Deinococcus hopiensis KR-140, whole genome shotgun sequence",Deinococcus hopiensis KR-140,217,217,97%,4.00E-63,46.15,3128235,NZ_FWWU01000009.1
"Deinococcus geothermalis DSM 11300, complete sequence",Deinococcus geothermalis DSM 11300,216,216,96%,7.00E-63,45.59,2467205,NC_008025.1
"Deinococcus knuensis strain JCM 31406 sequence06, whole genome shotgun sequence",Deinococcus knuensis,216,216,97%,7.00E-63,44.89,155622,NZ_BMQO01000006.1
"Deinococcus seoulensis strain JCM 31404 sequence18, whole genome shotgun sequence",Deinococcus seoulensis,216,216,90%,7.00E-63,47.45,88207,NZ_BMQM01000018.1
"Deinococcus actinosclerus strain BM2 chromosome, complete genome",Deinococcus actinosclerus,216,216,97%,1.00E-62,44.89,3264334,NZ_CP013910.1
"Deinococcus arenae strain JCM 31047 sequence05, whole genome shotgun sequence",Deinococcus arenae,215,215,97%,1.00E-62,44.89,251208,NZ_BMQG01000005.1
"Deinococcus wulumuqiensis R12 1, whole genome shotgun sequence",Deinococcus wulumuqiensis R12,215,215,96%,1.00E-62,43.75,2857585,NZ_JADAKQ010000001.1
"Deinococcus grandis strain ATCC 43672, whole genome shotgun sequence",Deinococcus grandis,215,215,97%,2.00E-62,44.89,3250361,NZ_BCMS01000001.1
"Deinococcus xianganensis strain Y35 Scaffold25, whole genome shotgun sequence",Deinococcus xianganensis,214,214,97%,3.00E-62,44.89,44412,NZ_WVHK01000025.1
"Deinococcus alpinitundrae strain LMG 24283 NODE_7_length_199639_cov_123.645710, whole genome shotgun sequence",Deinococcus alpinitundrae,214,214,89%,3.00E-62,49,199639,NZ_WXZL01000007.1
"Deinococcus daejeonensis strain JCM 16918 sequence11, whole genome shotgun sequence",Deinococcus daejeonensis,214,214,97%,3.00E-62,44.89,106370,NZ_BMOR01000011.1
"Deinococcus radiodurans strain R1 dM1 chromosome I, complete sequence",Deinococcus radiodurans,214,214,89%,3.00E-62,46.25,2647538,NZ_CP031500.1
"Deinococcus budaensis strain DSM 101791 Ga0416733_19, whole genome shotgun sequence",Deinococcus budaensis,214,214,97%,3.00E-62,45.42,63171,NZ_JACHFN010000019.1
"Deinococcus saudiensis strain CGMCC 1.15089 sequence015, whole genome shotgun sequence",Deinococcus saudiensis,214,214,90%,3.00E-62,47.45,111778,NZ_BMHJ01000015.1
"Deinococcus soli Cha et al. 2016 strain N5 chromosome, complete genome",Deinococcus soli Cha et al. 2016,214,214,90%,3.00E-62,47.45,3236984,NZ_CP011389.1
"Deinococcus sedimenti strain JCM 31405 sequence05, whole genome shotgun sequence",Deinococcus sedimenti,214,214,97%,4.00E-62,44.53,213192,NZ_BMQN01000005.1
"Deinococcus radiotolerans strain JCM 19173 sequence02, whole genome shotgun sequence",Deinococcus radiotolerans,213,213,90%,5.00E-62,47.06,451480,NZ_BMPE01000002.1
"Deinococcus aerophilus strain JCM 15443 sequence14, whole genome shotgun sequence",Deinococcus aerophilus,213,213,90%,6.00E-62,47.84,82794,NZ_BMOM01000014.1
"Deinococcus malanensis strain JCM 30331 sequence17, whole genome shotgun sequence",Deinococcus malanensis,213,213,97%,7.00E-62,44.53,102248,NZ_BMPP01000017.1
"Deinococcus koreensis strain SJW1-2 SJW1-2_contig1, whole genome shotgun sequence",Deinococcus koreensis,213,213,97%,1.00E-61,43.8,3524480,NZ_PPPD01000001.1
"Deinococcus ficus strain CC-FR2-10 chromosome, complete genome",Deinococcus ficus,212,212,90%,2.00E-61,46.67,2801970,NZ_CP021081.1
"Deinococcus fonticola strain FeSDHB5-19 NODE_14_length_100412_cov_38.933938, whole genome shotgun sequence",Deinococcus fonticola,211,211,97%,3.00E-61,44.77,100412,NZ_SMMH01000014.1
"Deinococcus deserti VCD115, complete sequence",Deinococcus deserti VCD115,211,211,97%,4.00E-61,44.16,2819842,NC_012526.1
"Deinococcus frigens DSM 12807 Q322DRAFT_scaffold00051.51_C, whole genome shotgun sequence",Deinococcus frigens DSM 12807,210,210,97%,8.00E-61,44.16,26163,NZ_JNIW01000052.1
"Deinococcus marmoris DSM 12784 Q319DRAFT_scaffold00004.4_C, whole genome shotgun sequence",Deinococcus marmoris DSM 12784,209,209,90%,1.00E-60,46.67,97442,NZ_JNIV01000005.1
"Deinococcus aerolatus strain JCM 15442 sequence01, whole genome shotgun sequence",Deinococcus aerolatus,208,208,90%,4.00E-60,47.06,604095,NZ_BMOL01000001.1
"Deinococcus humi strain DSM 27939 Ga0416732_09, whole genome shotgun sequence",Deinococcus humi,208,208,97%,4.00E-60,43.8,186285,NZ_JACHFL010000009.1
"Deinococcus swuensis strain DY59 chromosome, complete genome",Deinococcus swuensis,206,206,90%,2.00E-59,46.27,3531443,NZ_CP010028.1
"Deinococcus radiopugnans ATCC 19172 strain DSM 12027 Ga0416726_28, whole genome shotgun sequence",Deinococcus radiopugnans ATCC 19172,206,206,90%,2.00E-59,46.27,50838,NZ_JACHEW010000028.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
"		",,,,,,,,
